year,pick,team,player,position,link
1997,35,PHI,Kebu Stewart,Power,https://www.basketball-reference.com//players/s/stewake01.html
1997,36,PHI,James Collins,Shooting,https://www.basketball-reference.com//players/c/collija01.html
1997,37,GSW,Marc Jackson,Center,https://www.basketball-reference.com//players/j/jacksma02.html
1997,38,MIL,Jerald Honeycutt,Power,https://www.basketball-reference.com//players/h/honeyje01.html
1997,39,SAC,Anthony Johnson,Point,https://www.basketball-reference.com//players/j/johnsan02.html
1997,40,SEA,Eddie Elisma,Unknown,https://www.basketball-reference.com//players/e/elismed01.html
1997,41,DEN,Jason Lawson,Center,https://www.basketball-reference.com//players/l/lawsoja01.html
1997,42,PHO,Stephen Jackson,Small,https://www.basketball-reference.com//players/j/jacksst02.html
1997,43,MIN,Gordon Malone,Unknown,https://www.basketball-reference.com//players/m/malongo01.html
1997,44,CLE,Cedric Henderson,Small,https://www.basketball-reference.com//players/h/hendece02.html
1997,45,WAS,God Shammgod,Point,https://www.basketball-reference.com//players/s/shammgo01.html
1997,46,ORL,Eric Washington,Shooting,https://www.basketball-reference.com//players/w/washier01.html
1997,47,POR,Alvin Williams,Point,https://www.basketball-reference.com//players/w/willial02.html
1997,48,WAS,Predrag Drobnjak,Center,https://www.basketball-reference.com//players/d/drobnpr01.html
1997,49,ATL,Alain Digbeau,Unknown,https://www.basketball-reference.com//players/d/digbeal01.html
1997,50,ATL,Chris Crawford,Power,https://www.basketball-reference.com//players/c/crawfch01.html
1997,51,LAL,DeJuan Wheat,Point,https://www.basketball-reference.com//players/w/wheatde01.html
1997,52,VAN,C.J. Bruton,Unknown,https://www.basketball-reference.com//players/b/brutocj01.html
1997,53,LAL,Paul Rogers,Unknown,https://www.basketball-reference.com//players/r/rogerpa01.html
1997,54,SEA,Mark Blount,Center,https://www.basketball-reference.com//players/b/blounma01.html
1997,55,BOS,Ben Pepper,Unknown,https://www.basketball-reference.com//players/p/peppebe01.html
1997,56,UTA,Nate Erdmann,Unknown,https://www.basketball-reference.com//players/e/erdmana01.html
1997,57,CHI,Roberto Duenas,Unknown,https://www.basketball-reference.com//players/d/duenaro01.html
1998,1,LAC,Michael Olowokandi,Center,https://www.basketball-reference.com//players/o/olowomi01.html
1998,2,VAN,Mike Bibby,Point,https://www.basketball-reference.com//players/b/bibbymi01.html
1998,3,DEN,Raef LaFrentz,Center,https://www.basketball-reference.com//players/l/lafrera01.html
1998,4,TOR,Antawn Jamison,Power,https://www.basketball-reference.com//players/j/jamisan01.html
1998,5,GSW,Vince Carter,Shooting,https://www.basketball-reference.com//players/c/cartevi01.html
1998,6,DAL,Robert Traylor,Center,https://www.basketball-reference.com//players/t/traylro01.html
1998,7,SAC,Jason Williams,Point,https://www.basketball-reference.com//players/w/willija02.html
1998,8,PHI,Larry Hughes,Shooting,https://www.basketball-reference.com//players/h/hughela01.html
1998,9,MIL,Dirk Nowitzki,Power,https://www.basketball-reference.com//players/n/nowitdi01.html
1998,10,BOS,Paul Pierce,Small,https://www.basketball-reference.com//players/p/piercpa01.html
1998,11,DET,Bonzi Wells,Shooting,https://www.basketball-reference.com//players/w/wellsbo01.html
1998,12,ORL,Michael Doleac,Center,https://www.basketball-reference.com//players/d/doleami01.html
1998,13,ORL,Keon Clark,Center,https://www.basketball-reference.com//players/c/clarkke01.html
1998,14,HOU,Michael Dickerson,Shooting,https://www.basketball-reference.com//players/d/dickemi01.html
1998,15,ORL,Matt Harpring,Small,https://www.basketball-reference.com//players/h/harprma01.html
1998,16,HOU,Bryce Drew,Point,https://www.basketball-reference.com//players/d/drewbr01.html
1998,17,MIN,Rasho Nesterović,Center,https://www.basketball-reference.com//players/n/nestera01.html
1998,18,HOU,Mirsad Türkcan,Power,https://www.basketball-reference.com//players/t/turkcmi01.html
1998,19,MIL,Pat Garrity,Power,https://www.basketball-reference.com//players/g/garripa01.html
1998,20,ATL,Roshown McLeod,Small,https://www.basketball-reference.com//players/m/mcleoro01.html
1998,21,CHH,Ricky Davis,Shooting,https://www.basketball-reference.com//players/d/davisri01.html
1998,22,LAC,Brian Skinner,Power,https://www.basketball-reference.com//players/s/skinnbr01.html
1998,23,DEN,Tyronn Lue,Point,https://www.basketball-reference.com//players/l/luety01.html
1998,24,SAS,Felipe López,Shooting,https://www.basketball-reference.com//players/l/lopezfe01.html
1998,25,IND,Al Harrington,Power,https://www.basketball-reference.com//players/h/harrial01.html
1998,26,LAL,Sam Jacobson,Point,https://www.basketball-reference.com//players/j/jacobsa01.html
1998,27,SEA,Vladimir Stepania,Center,https://www.basketball-reference.com//players/s/stepavl01.html
1998,28,CHI,Corey Benjamin,Shooting,https://www.basketball-reference.com//players/b/benjaco01.html
1998,29,UTA,Nazr Mohammed,Center,https://www.basketball-reference.com//players/m/mohamna01.html
1998,30,DAL,Ansu Sesay,Small,https://www.basketball-reference.com//players/s/sesayan01.html
1998,31,LAL,Ruben Patterson,Small,https://www.basketball-reference.com//players/p/patteru01.html
1998,32,SEA,Rashard Lewis,Small,https://www.basketball-reference.com//players/l/lewisra02.html
1998,33,SEA,Jelani McCoy,Center,https://www.basketball-reference.com//players/m/mccoyje01.html
1998,34,CHI,Shammond Williams,Point,https://www.basketball-reference.com//players/w/willish01.html
1998,35,DAL,Bruno Šundov,Center,https://www.basketball-reference.com//players/s/sundobr01.html
1998,36,SAC,Jerome James,Center,https://www.basketball-reference.com//players/j/jamesje01.html
1998,37,PHI,Casey Shaw,Center,https://www.basketball-reference.com//players/s/shawca01.html
1998,38,NYK,DeMarco Johnson,Power,https://www.basketball-reference.com//players/j/johnsde02.html
1998,39,MIL,Rafer Alston,Point,https://www.basketball-reference.com//players/a/alstora01.html
1998,40,DET,Korleone Young,Small,https://www.basketball-reference.com//players/y/youngko01.html
1998,41,HOU,Cuttino Mobley,Shooting,https://www.basketball-reference.com//players/m/moblecu01.html
1998,42,ORL,Miles Simon,Shooting,https://www.basketball-reference.com//players/s/simonmi01.html
1998,43,WAS,Jahidi White,Center,https://www.basketball-reference.com//players/w/whiteja01.html
1998,44,NYK,Sean Marks,Power,https://www.basketball-reference.com//players/m/marksse01.html
1998,45,LAL,Toby Bailey,Shooting,https://www.basketball-reference.com//players/b/baileto01.html
1998,46,MIN,Andrae Patterson,Power,https://www.basketball-reference.com//players/p/pattean01.html
1998,47,TOR,Tyson Wheeler,Point,https://www.basketball-reference.com//players/w/wheelty01.html
1998,48,CLE,Ryan Stack,Power,https://www.basketball-reference.com//players/s/stackry01.html
1998,49,ATL,Cory Carr,Shooting,https://www.basketball-reference.com//players/c/carrco01.html
1998,50,CHH,Andrew Betts,Unknown,https://www.basketball-reference.com//players/b/bettsan01.html
1998,51,MIA,Corey Brewer,Unknown,https://www.basketball-reference.com//players/b/breweco02.html
1998,52,SAS,Derrick Dial,Shooting,https://www.basketball-reference.com//players/d/dialde01.html
1998,53,DAL,Greg Buckner,Shooting,https://www.basketball-reference.com//players/b/buckngr01.html
1998,54,DEN,Tremaine Fowlkes,Small,https://www.basketball-reference.com//players/f/fowlktr01.html
1998,55,DEN,Ryan Bowen,Small,https://www.basketball-reference.com//players/b/bowenry01.html
1998,56,VAN,J.R. Henderson,Small,https://www.basketball-reference.com//players/h/hendejr01.html
1998,57,UTA,Torraye Braggs,Power,https://www.basketball-reference.com//players/b/braggto01.html
1998,58,CHI,Maceo Baston,Power,https://www.basketball-reference.com//players/b/bastoma01.html
1999,1,CHI,Elton Brand,Power,https://www.basketball-reference.com//players/b/brandel01.html
1999,2,VAN,Steve Francis,Point,https://www.basketball-reference.com//players/f/francst01.html
1999,3,CHH,Baron Davis,Point,https://www.basketball-reference.com//players/d/davisba01.html
1999,4,LAC,Lamar Odom,Power,https://www.basketball-reference.com//players/o/odomla01.html
1999,5,TOR,Jonathan Bender,Small,https://www.basketball-reference.com//players/b/bendejo01.html
1999,6,MIN,Wally Szczerbiak,Small,https://www.basketball-reference.com//players/s/szczewa02.html
1999,7,WAS,Richard Hamilton,Shooting,https://www.basketball-reference.com//players/h/hamilri01.html
1999,8,CLE,Andre Miller,Point,https://www.basketball-reference.com//players/m/millean02.html
1999,9,PHO,Shawn Marion,Small,https://www.basketball-reference.com//players/m/mariosh01.html
1999,10,ATL,Jason Terry,Shooting,https://www.basketball-reference.com//players/t/terryja01.html
1999,11,CLE,Trajan Langdon,Shooting,https://www.basketball-reference.com//players/l/langdtr01.html
1999,12,TOR,Aleksandar Radojević,Center,https://www.basketball-reference.com//players/r/radojal01.html
1999,13,SEA,Corey Maggette,Small,https://www.basketball-reference.com//players/m/maggeco01.html
1999,14,MIN,William Avery,Point,https://www.basketball-reference.com//players/a/averywi01.html
1999,15,NYK,Frederic Weis,Unknown,https://www.basketball-reference.com//players/w/weisfr01.html
1999,16,CHI,Metta World Peace,Small,https://www.basketball-reference.com//players/a/artesro01.html
1999,17,ATL,Cal Bowdler,Small,https://www.basketball-reference.com//players/b/bowdlca01.html
1999,18,DEN,James Posey,Small,https://www.basketball-reference.com//players/p/poseyja01.html
1999,19,UTA,Quincy Lewis,Shooting,https://www.basketball-reference.com//players/l/lewisqu01.html
1999,20,ATL,Dion Glover,Shooting,https://www.basketball-reference.com//players/g/glovedi01.html
1999,21,GSW,Jeff Foster,Center,https://www.basketball-reference.com//players/f/fosteje01.html
1999,22,HOU,Kenny Thomas,Power,https://www.basketball-reference.com//players/t/thomake01.html
1999,23,LAL,Devean George,Small,https://www.basketball-reference.com//players/g/georgde01.html
1999,24,UTA,Andrei Kirilenko,Small,https://www.basketball-reference.com//players/k/kirilan01.html
1999,25,MIA,Tim James,Small,https://www.basketball-reference.com//players/j/jamesti01.html
1999,26,IND,Vonteego Cummings,Point,https://www.basketball-reference.com//players/c/cummivo01.html
1999,27,ATL,Jumaine Jones,Small,https://www.basketball-reference.com//players/j/jonesju01.html
1999,28,UTA,Scott Padgett,Power,https://www.basketball-reference.com//players/p/padgesc01.html
1999,29,SAS,Leon Smith,Center,https://www.basketball-reference.com//players/s/smithle01.html
1999,30,LAL,John Celestand,Point,https://www.basketball-reference.com//players/c/celesjo01.html
1999,31,LAC,Rico Hill,Unknown,https://www.basketball-reference.com//players/h/hillri01.html
1999,32,CHI,Michael Ruffin,Power,https://www.basketball-reference.com//players/r/ruffimi01.html
1999,33,DEN,Chris Herren,Point,https://www.basketball-reference.com//players/h/herrech01.html
1999,34,NJN,Evan Eschmeyer,Center,https://www.basketball-reference.com//players/e/eschmev01.html
1999,35,WAS,Calvin Booth,Center,https://www.basketball-reference.com//players/b/boothca01.html
1999,36,DAL,Wang Zhizhi,Center,https://www.basketball-reference.com//players/z/zhizhwa01.html
1999,37,VAN,Obinna Ekezie,Power,https://www.basketball-reference.com//players/e/ekeziob01.html
1999,38,ORL,Laron Profit,Shooting,https://www.basketball-reference.com//players/p/profila01.html
1999,39,CLE,A.J. Bramlett,Center,https://www.basketball-reference.com//players/b/bramlaj01.html
1999,40,DAL,Gordan Giriček,Shooting,https://www.basketball-reference.com//players/g/giricgo01.html
1999,41,DEN,Francisco Elson,Center,https://www.basketball-reference.com//players/e/elsonfr01.html
1999,42,MIN,Louis Bullock,Unknown,https://www.basketball-reference.com//players/b/bullolo01.html
1999,43,CHH,Lee Nailon,Small,https://www.basketball-reference.com//players/n/nailole01.html
1999,44,HOU,Tyrone Washington,Unknown,https://www.basketball-reference.com//players/w/washity01.html
1999,45,SAC,Ryan Robertson,Shooting,https://www.basketball-reference.com//players/r/roberry01.html
1999,46,NYK,J.R. Koch,Unknown,https://www.basketball-reference.com//players/k/kochjr01.html
1999,47,PHI,Todd MacCulloch,Center,https://www.basketball-reference.com//players/m/maccuto01.html
1999,48,MIL,Galen Young,Unknown,https://www.basketball-reference.com//players/y/youngga01.html
1999,49,CHI,Lari Ketner,Power,https://www.basketball-reference.com//players/k/ketnela01.html
1999,50,HOU,Venson Hamilton,Center,https://www.basketball-reference.com//players/h/hamilve01.html
1999,51,VAN,Antwain Smith,Unknown,https://www.basketball-reference.com//players/s/smithan03.html
1999,52,POR,Roberto Bergersen,Unknown,https://www.basketball-reference.com//players/b/bergero01.html
1999,53,MIA,Rodney Buford,Small,https://www.basketball-reference.com//players/b/buforro01.html
1999,54,DET,Melvin Levett,Unknown,https://www.basketball-reference.com//players/l/levetme01.html
1999,55,BOS,Kris Clack,Unknown,https://www.basketball-reference.com//players/c/clackkr01.html
1999,56,GSW,Tim Young,Center,https://www.basketball-reference.com//players/y/youngti01.html
1999,57,SAS,Manu Ginóbili,Shooting,https://www.basketball-reference.com//players/g/ginobma01.html
1999,58,UTA,Eddie Lucas,Unknown,https://www.basketball-reference.com//players/l/lucased01.html
2000,1,NJN,Kenyon Martin,Power,https://www.basketball-reference.com//players/m/martike01.html
2000,2,VAN,Stromile Swift,Power,https://www.basketball-reference.com//players/s/swiftst01.html
2000,3,LAC,Darius Miles,Small,https://www.basketball-reference.com//players/m/milesda01.html
2000,4,CHI,Marcus Fizer,Power,https://www.basketball-reference.com//players/f/fizerma01.html
2000,5,ORL,Mike Miller,Small,https://www.basketball-reference.com//players/m/millemi01.html
2000,6,ATL,DerMarr Johnson,Small,https://www.basketball-reference.com//players/j/johnsde03.html
2000,7,CHI,Chris Mihm,Center,https://www.basketball-reference.com//players/m/mihmch01.html
2000,8,CLE,Jamal Crawford,Shooting,https://www.basketball-reference.com//players/c/crawfja01.html
2000,9,HOU,Joel Przybilla,Center,https://www.basketball-reference.com//players/p/przybjo01.html
2000,10,ORL,Keyon Dooling,Point,https://www.basketball-reference.com//players/d/doolike01.html
2000,11,BOS,Jérôme Moïso,Center,https://www.basketball-reference.com//players/m/moisoje01.html
2000,12,DAL,Etan Thomas,Center,https://www.basketball-reference.com//players/t/thomaet01.html
2000,13,ORL,Courtney Alexander,Point,https://www.basketball-reference.com//players/a/alexaco02.html
2000,14,DET,Mateen Cleaves,Point,https://www.basketball-reference.com//players/c/cleavma01.html
2000,15,MIL,Jason Collier,Center,https://www.basketball-reference.com//players/c/collija02.html
2000,16,SAC,Hedo Türkoğlu,Small,https://www.basketball-reference.com//players/t/turkohe01.html
2000,17,SEA,Desmond Mason,Small,https://www.basketball-reference.com//players/m/masonde01.html
2000,18,LAC,Quentin Richardson,Small,https://www.basketball-reference.com//players/r/richaqu01.html
2000,19,CHH,Jamaal Magloire,Center,https://www.basketball-reference.com//players/m/magloja01.html
2000,20,PHI,Speedy Claxton,Point,https://www.basketball-reference.com//players/c/claxtsp01.html
2000,21,TOR,Morris Peterson,Shooting,https://www.basketball-reference.com//players/p/petermo01.html
2000,22,NYK,Donnell Harvey,Power,https://www.basketball-reference.com//players/h/harvedo01.html
2000,23,UTA,DeShawn Stevenson,Shooting,https://www.basketball-reference.com//players/s/stevede01.html
2000,24,CHI,Dalibor Bagarić,Center,https://www.basketball-reference.com//players/b/bagarda01.html
2000,25,PHO,Jake Tsakalidis,Center,https://www.basketball-reference.com//players/t/tsakaja01.html
2000,26,DEN,Mamadou N'Diaye,Center,https://www.basketball-reference.com//players/n/ndiayma02.html
2000,27,IND,Primož Brezec,Center,https://www.basketball-reference.com//players/b/brezepr01.html
2000,28,POR,Erick Barkley,Point,https://www.basketball-reference.com//players/b/barkler01.html
2000,29,LAL,Mark Madsen,Center,https://www.basketball-reference.com//players/m/madsema01.html
2000,30,LAC,Marko Jarić,Shooting,https://www.basketball-reference.com//players/j/jaricma01.html
2000,31,DAL,Dan Langhi,Small,https://www.basketball-reference.com//players/l/langhda01.html
2000,32,CHI,A.J. Guyton,Point,https://www.basketball-reference.com//players/g/guytoaj01.html
2000,33,CHI,Jake Voskuhl,Center,https://www.basketball-reference.com//players/v/voskuja01.html
2000,34,CHI,Khalid El-Amin,Point,https://www.basketball-reference.com//players/e/elamikh01.html
2000,35,WAS,Mike Smith,Small,https://www.basketball-reference.com//players/s/smithmi03.html
2000,36,NJN,Soumaila Samake,Center,https://www.basketball-reference.com//players/s/samakso01.html
2000,37,MIA,Eddie House,Shooting,https://www.basketball-reference.com//players/h/houseed01.html
2000,38,HOU,Eduardo Nájera,Power,https://www.basketball-reference.com//players/n/najered01.html
2000,39,NYK,Lavor Postell,Shooting,https://www.basketball-reference.com//players/p/postela01.html
2000,40,ATL,Hanno Möttölä,Small,https://www.basketball-reference.com//players/m/mottoha01.html
2000,41,SAS,Chris Carrawell,Unknown,https://www.basketball-reference.com//players/c/carrach01.html
2000,42,SEA,Olumide Oyedeji,Center,https://www.basketball-reference.com//players/o/oyedeol01.html
2000,43,MIL,Michael Redd,Shooting,https://www.basketball-reference.com//players/r/reddmi01.html
2000,44,DET,Brian Cardinal,Power,https://www.basketball-reference.com//players/c/cardibr01.html
2000,45,SAC,Jabari Smith,Center,https://www.basketball-reference.com//players/s/smithja01.html
2000,46,TOR,DeeAndre Hulett,Unknown,https://www.basketball-reference.com//players/h/huletde01.html
2000,47,SEA,Josip Sesar,Unknown,https://www.basketball-reference.com//players/s/sesarjo01.html
2000,48,PHI,Mark Karcher,Unknown,https://www.basketball-reference.com//players/k/karchma01.html
2000,49,MIL,Jason Hart,Point,https://www.basketball-reference.com//players/h/hartja01.html
2000,50,UTA,Kaniel Dickens,Power,https://www.basketball-reference.com//players/d/dickeka01.html
2000,51,MIN,Igor Rakočević,Point,https://www.basketball-reference.com//players/r/rakocig01.html
2000,52,MIA,Ernest Brown,Center,https://www.basketball-reference.com//players/b/browner01.html
2000,53,DEN,Dan McClintock,Center,https://www.basketball-reference.com//players/m/mcclida01.html
2000,54,SAS,Corey Hightower,Unknown,https://www.basketball-reference.com//players/h/hightco01.html
2000,55,GSW,Chris Porter,Small,https://www.basketball-reference.com//players/p/portech01.html
2000,56,IND,Jaquay Walls,Unknown,https://www.basketball-reference.com//players/w/wallsja01.html
2000,57,ATL,Scoonie Penn,Unknown,https://www.basketball-reference.com//players/p/pennsc01.html
2000,58,DAL,Pete Mickeal,Unknown,https://www.basketball-reference.com//players/m/mickepe01.html
2001,1,WAS,Kwame Brown,Center,https://www.basketball-reference.com//players/b/brownkw01.html
2001,2,LAC,Tyson Chandler,Center,https://www.basketball-reference.com//players/c/chandty01.html
2001,3,ATL,Pau Gasol,Center,https://www.basketball-reference.com//players/g/gasolpa01.html
2001,4,CHI,Eddy Curry,Center,https://www.basketball-reference.com//players/c/curryed01.html
2001,5,GSW,Jason Richardson,Shooting,https://www.basketball-reference.com//players/r/richaja01.html
2001,6,MEM,Shane Battier,Small,https://www.basketball-reference.com//players/b/battish01.html
2001,7,NJN,Eddie Griffin,Power,https://www.basketball-reference.com//players/g/griffed01.html
2001,8,CLE,DeSagana Diop,Center,https://www.basketball-reference.com//players/d/diopde01.html
2001,9,DET,Rodney White,Small,https://www.basketball-reference.com//players/w/whitero02.html
2001,10,BOS,Joe Johnson,Shooting,https://www.basketball-reference.com//players/j/johnsjo02.html
2001,11,BOS,Kedrick Brown,Small,https://www.basketball-reference.com//players/b/brownke01.html
2001,12,SEA,Vladimir Radmanović,Power,https://www.basketball-reference.com//players/r/radmavl01.html
2001,13,HOU,Richard Jefferson,Small,https://www.basketball-reference.com//players/j/jefferi01.html
2001,14,GSW,Troy Murphy,Power,https://www.basketball-reference.com//players/m/murphtr01.html
2001,15,ORL,Steven Hunter,Center,https://www.basketball-reference.com//players/h/huntest01.html
2001,16,CHH,Kirk Haston,Small,https://www.basketball-reference.com//players/h/hastoki01.html
2001,17,TOR,Michael Bradley,Power,https://www.basketball-reference.com//players/b/bradlmi01.html
2001,18,HOU,Jason Collins,Center,https://www.basketball-reference.com//players/c/collija04.html
2001,19,POR,Zach Randolph,Power,https://www.basketball-reference.com//players/r/randoza01.html
2001,20,CLE,Brendan Haywood,Center,https://www.basketball-reference.com//players/h/haywobr01.html
2001,21,BOS,Joseph Forte,Shooting,https://www.basketball-reference.com//players/f/fortejo01.html
2001,22,ORL,Jeryl Sasser,Shooting,https://www.basketball-reference.com//players/s/sasseje01.html
2001,23,HOU,Brandon Armstrong,Shooting,https://www.basketball-reference.com//players/a/armstbr01.html
2001,24,UTA,Raül López,Point,https://www.basketball-reference.com//players/l/lopezra01.html
2001,25,SAC,Gerald Wallace,Small,https://www.basketball-reference.com//players/w/wallage01.html
2001,26,PHI,Samuel Dalembert,Center,https://www.basketball-reference.com//players/d/dalemsa01.html
2001,27,MEM,Jamaal Tinsley,Point,https://www.basketball-reference.com//players/t/tinslja01.html
2001,28,SAS,Tony Parker,Point,https://www.basketball-reference.com//players/p/parketo01.html
2001,30,CHI,Trenton Hassell,Shooting,https://www.basketball-reference.com//players/h/hassetr01.html
2001,31,GSW,Gilbert Arenas,Point,https://www.basketball-reference.com//players/a/arenagi01.html
2001,32,ORL,Omar Cook,Point,https://www.basketball-reference.com//players/c/cookom01.html
2001,33,MEM,Will Solomon,Point,https://www.basketball-reference.com//players/s/solomwi01.html
2001,34,ATL,Terence Morris,Small,https://www.basketball-reference.com//players/m/morrite01.html
2001,35,NJN,Brian Scalabrine,Power,https://www.basketball-reference.com//players/s/scalabr01.html
2001,36,CLE,Jeff Trepagnier,Shooting,https://www.basketball-reference.com//players/t/trepaje01.html
2001,37,PHI,Damone Brown,Small,https://www.basketball-reference.com//players/b/brownda02.html
2001,38,DET,Mehmet Okur,Center,https://www.basketball-reference.com//players/o/okurme01.html
2001,39,NYK,Michael Wright,Unknown,https://www.basketball-reference.com//players/w/wrighmi01.html
2001,40,SEA,Earl Watson,Point,https://www.basketball-reference.com//players/w/watsoea01.html
2001,41,IND,Jamison Brewer,Point,https://www.basketball-reference.com//players/b/breweja01.html
2001,42,SEA,Bobby Simmons,Small,https://www.basketball-reference.com//players/s/simmobo01.html
2001,43,NYK,Eric Chenowith,Unknown,https://www.basketball-reference.com//players/c/chenoer01.html
2001,44,DAL,Kyle Hill,Unknown,https://www.basketball-reference.com//players/h/hillky01.html
2001,45,CHI,Sean Lampley,Small,https://www.basketball-reference.com//players/l/lamplse01.html
2001,46,MIN,Loren Woods,Center,https://www.basketball-reference.com//players/w/woodslo01.html
2001,47,DEN,Ousmane Cisse,Unknown,https://www.basketball-reference.com//players/c/cisseou01.html
2001,48,MEM,Antonis Fotsis,Power,https://www.basketball-reference.com//players/f/fotsian01.html
2001,49,MIA,Ken Johnson,Center,https://www.basketball-reference.com//players/j/johnske03.html
2001,50,POR,Ruben Boumtje-Boumtje,Center,https://www.basketball-reference.com//players/b/boumtru01.html
2001,51,PHO,Alton Ford,Power,https://www.basketball-reference.com//players/f/fordal02.html
2001,52,MIL,Andre Hutson,Unknown,https://www.basketball-reference.com//players/h/hutsoan01.html
2001,53,UTA,Jarron Collins,Center,https://www.basketball-reference.com//players/c/collija03.html
2001,54,DAL,Kenny Satterfield,Point,https://www.basketball-reference.com//players/s/satteke01.html
2001,55,SAC,Maurice Jeffers,Unknown,https://www.basketball-reference.com//players/j/jeffema01.html
2001,56,SAS,Robertas Javtokas,Center,https://www.basketball-reference.com//players/j/javtoro01.html
2001,57,PHI,Alvin Jones,Center,https://www.basketball-reference.com//players/j/jonesal01.html
2001,58,SAS,Bryan Bracey,Unknown,https://www.basketball-reference.com//players/b/bracebr01.html
2002,1,HOU,Yao Ming,Center,https://www.basketball-reference.com//players/m/mingya01.html
2002,2,CHI,Jay Williams,Point,https://www.basketball-reference.com//players/w/willija03.html
2002,3,GSW,Mike Dunleavy,Small,https://www.basketball-reference.com//players/d/dunlemi02.html
2002,4,MEM,Drew Gooden,Power,https://www.basketball-reference.com//players/g/goodedr01.html
2002,5,DEN,Nikoloz Tskitishvili,Power,https://www.basketball-reference.com//players/t/tskitni01.html
2002,6,CLE,Dajuan Wagner,Shooting,https://www.basketball-reference.com//players/w/wagneda02.html
2002,7,NYK,Nenê,Center,https://www.basketball-reference.com//players/h/hilarne01.html
2002,8,LAC,Chris Wilcox,Center,https://www.basketball-reference.com//players/w/wilcoch01.html
2002,9,PHO,Amar'e Stoudemire,Power,https://www.basketball-reference.com//players/s/stoudam01.html
2002,10,MIA,Caron Butler,Small,https://www.basketball-reference.com//players/b/butleca01.html
2002,11,WAS,Jared Jeffries,Power,https://www.basketball-reference.com//players/j/jeffrja01.html
2002,12,LAC,Melvin Ely,Center,https://www.basketball-reference.com//players/e/elyme01.html
2002,13,MIL,Marcus Haislip,Power,https://www.basketball-reference.com//players/h/haislma01.html
2002,14,IND,Fred Jones,Shooting,https://www.basketball-reference.com//players/j/jonesfr01.html
2002,15,HOU,Boštjan Nachbar,Small,https://www.basketball-reference.com//players/n/nachbbo01.html
2002,16,PHI,Jiří Welsch,Small,https://www.basketball-reference.com//players/w/welscji01.html
2002,17,WAS,Juan Dixon,Shooting,https://www.basketball-reference.com//players/d/dixonju01.html
2002,18,ORL,Curtis Borchardt,Center,https://www.basketball-reference.com//players/b/borchcu01.html
2002,19,UTA,Ryan Humphrey,Power,https://www.basketball-reference.com//players/h/humphry01.html
2002,20,TOR,Kareem Rush,Shooting,https://www.basketball-reference.com//players/r/rushka01.html
2002,21,POR,Qyntel Woods,Small,https://www.basketball-reference.com//players/w/woodsqy01.html
2002,22,PHO,Casey Jacobsen,Small,https://www.basketball-reference.com//players/j/jacobca01.html
2002,23,DET,Tayshaun Prince,Small,https://www.basketball-reference.com//players/p/princta01.html
2002,24,NJN,Nenad Krstić,Center,https://www.basketball-reference.com//players/k/krstine01.html
2002,25,DEN,Frank Williams,Point,https://www.basketball-reference.com//players/w/willifr02.html
2002,26,SAS,John Salmons,Shooting,https://www.basketball-reference.com//players/s/salmojo01.html
2002,27,LAL,Chris Jefferies,Small,https://www.basketball-reference.com//players/j/jeffech01.html
2002,28,SAC,Dan Dickau,Point,https://www.basketball-reference.com//players/d/dickada01.html
2002,30,GSW,Steve Logan,Unknown,https://www.basketball-reference.com//players/l/loganst01.html
2002,31,CHI,Roger Mason,Shooting,https://www.basketball-reference.com//players/m/masonro01.html
2002,32,MEM,Robert Archibald,Power,https://www.basketball-reference.com//players/a/archiro01.html
2002,33,DEN,Vincent Yarbrough,Shooting,https://www.basketball-reference.com//players/y/yarbrvi01.html
2002,34,MIL,Dan Gadzuric,Center,https://www.basketball-reference.com//players/g/gadzuda01.html
2002,35,CLE,Carlos Boozer,Power,https://www.basketball-reference.com//players/b/boozeca01.html
2002,36,NYK,Milos Vujanic,Unknown,https://www.basketball-reference.com//players/v/vujanmi01.html
2002,37,ATL,David Andersen,Power,https://www.basketball-reference.com//players/a/anderda03.html
2002,38,HOU,Tito Maddox,Shooting,https://www.basketball-reference.com//players/m/maddoti01.html
2002,39,WAS,Rod Grizzard,Unknown,https://www.basketball-reference.com//players/g/grizzro01.html
2002,40,WAS,Juan Carlos Navarro,Shooting,https://www.basketball-reference.com//players/n/navarju01.html
2002,41,LAC,Mario Kasun,Center,https://www.basketball-reference.com//players/k/kasunma01.html
2002,42,MIL,Ronald Murray,Shooting,https://www.basketball-reference.com//players/m/murraro01.html
2002,43,POR,Jason Jennings,Unknown,https://www.basketball-reference.com//players/j/jennija01.html
2002,44,CHI,Lonny Baxter,Power,https://www.basketball-reference.com//players/b/baxtelo01.html
2002,45,PHI,Sam Clancy,Unknown,https://www.basketball-reference.com//players/c/clancsa02.html
2002,46,MEM,Matt Barnes,Small,https://www.basketball-reference.com//players/b/barnema02.html
2002,47,UTA,Jamal Sampson,Power,https://www.basketball-reference.com//players/s/sampsja01.html
2002,48,MIL,Chris Owens,Small,https://www.basketball-reference.com//players/o/owensch01.html
2002,49,SEA,Peter Fehse,Unknown,https://www.basketball-reference.com//players/f/fehsepe01.html
2002,50,BOS,Darius Songaila,Power,https://www.basketball-reference.com//players/s/songada01.html
2002,51,POR,Federico Kammerichs,Forward,https://www.basketball-reference.com//players/k/kammefe01.html
2002,52,MIN,Marcus Taylor,Unknown,https://www.basketball-reference.com//players/t/tayloma03.html
