year,pick,team,player,position,link
2005,54,NYK,Dijon Thompson,Shooting,https://www.basketball-reference.com//players/t/thompdi01.html
2005,55,SEA,Lawrence Roberts,Power,https://www.basketball-reference.com//players/r/roberla01.html
2005,56,DET,Amir Johnson,Power,https://www.basketball-reference.com//players/j/johnsam01.html
2005,57,PHO,Marcin Gortat,Center,https://www.basketball-reference.com//players/g/gortama01.html
2005,58,TOR,Uroš Slokar,Center,https://www.basketball-reference.com//players/s/slokaur01.html
2005,59,ATL,Cenk Akyol,Guard,https://www.basketball-reference.com//players/a/akyolce01.html
2005,60,DET,Alex Acker,Shooting,https://www.basketball-reference.com//players/a/ackeral01.html
2006,1,TOR,Andrea Bargnani,Power,https://www.basketball-reference.com//players/b/bargnan01.html
2006,2,CHI,LaMarcus Aldridge,Power,https://www.basketball-reference.com//players/a/aldrila01.html
2006,3,CHA,Adam Morrison,Small,https://www.basketball-reference.com//players/m/morriad01.html
2006,4,POR,Tyrus Thomas,Power,https://www.basketball-reference.com//players/t/thomaty01.html
2006,5,ATL,Shelden Williams,Power,https://www.basketball-reference.com//players/w/willish02.html
2006,6,MIN,Brandon Roy,Shooting,https://www.basketball-reference.com//players/r/roybr01.html
2006,7,BOS,Randy Foye,Shooting,https://www.basketball-reference.com//players/f/foyera01.html
2006,8,HOU,Rudy Gay,Small,https://www.basketball-reference.com//players/g/gayru01.html
2006,9,GSW,Patrick O'Bryant,Center,https://www.basketball-reference.com//players/o/obryapa01.html
2006,10,SEA,Mouhamed Sene,Center,https://www.basketball-reference.com//players/s/senesa01.html
2006,11,ORL,J.J. Redick,Shooting,https://www.basketball-reference.com//players/r/redicjj01.html
2006,12,NOK,Hilton Armstrong,Center,https://www.basketball-reference.com//players/a/armsthi01.html
2006,13,PHI,Thabo Sefolosha,Shooting,https://www.basketball-reference.com//players/s/sefolth01.html
2006,14,UTA,Ronnie Brewer,Shooting,https://www.basketball-reference.com//players/b/brewero02.html
2006,15,NOK,Cedric Simmons,Power,https://www.basketball-reference.com//players/s/simmoce01.html
2006,16,CHI,Rodney Carney,Small,https://www.basketball-reference.com//players/c/carnero01.html
2006,17,IND,Shawne Williams,Small,https://www.basketball-reference.com//players/w/willish03.html
2006,18,WAS,Oleksiy Pecherov,Center,https://www.basketball-reference.com//players/p/pecheol01.html
2006,19,SAC,Quincy Douby,Point,https://www.basketball-reference.com//players/d/doubyqu01.html
2006,20,NYK,Renaldo Balkman,Small,https://www.basketball-reference.com//players/b/balkmre01.html
2006,21,PHO,Rajon Rondo,Point,https://www.basketball-reference.com//players/r/rondora01.html
2006,22,NJN,Marcus Williams,Point,https://www.basketball-reference.com//players/w/willima03.html
2006,23,NJN,Josh Boone,Power,https://www.basketball-reference.com//players/b/boonejo01.html
2006,24,MEM,Kyle Lowry,Point,https://www.basketball-reference.com//players/l/lowryky01.html
2006,25,CLE,Shannon Brown,Shooting,https://www.basketball-reference.com//players/b/brownsh01.html
2006,26,LAL,Jordan Farmar,Point,https://www.basketball-reference.com//players/f/farmajo01.html
2006,27,PHO,Sergio Rodríguez,Point,https://www.basketball-reference.com//players/r/rodrise01.html
2006,28,DAL,Maurice Ager,Shooting,https://www.basketball-reference.com//players/a/agerma01.html
2006,29,NYK,Mardy Collins,Shooting,https://www.basketball-reference.com//players/c/collima01.html
2006,30,POR,Joel Freeland,Center,https://www.basketball-reference.com//players/f/freeljo01.html
2006,31,POR,James White,Small,https://www.basketball-reference.com//players/w/whiteja02.html
2006,32,HOU,Steve Novak,Small,https://www.basketball-reference.com//players/n/novakst01.html
2006,33,ATL,Solomon Jones,Power,https://www.basketball-reference.com//players/j/jonesso01.html
2006,34,LAC,Paul Davis,Power,https://www.basketball-reference.com//players/d/davispa01.html
2006,35,TOR,P.J. Tucker,Small,https://www.basketball-reference.com//players/t/tuckepj01.html
2006,36,MIN,Craig Smith,Power,https://www.basketball-reference.com//players/s/smithcr01.html
2006,37,MIN,Bobby Jones,Small,https://www.basketball-reference.com//players/j/jonesbo02.html
2006,38,GSW,Kosta Perović,Center,https://www.basketball-reference.com//players/p/perovko01.html
2006,39,MIL,David Noel,Power,https://www.basketball-reference.com//players/n/noelda01.html
2006,40,SEA,Denham Brown,Unknown,https://www.basketball-reference.com//players/b/brownde05.html
2006,41,ORL,James Augustine,Power,https://www.basketball-reference.com//players/a/augusja01.html
2006,42,CLE,Daniel Gibson,Point,https://www.basketball-reference.com//players/g/gibsoda01.html
2006,43,NOK,Marcus Vinicius,Small,https://www.basketball-reference.com//players/v/vincima01.html
2006,44,ORL,Lior Eliyahu,Forward,https://www.basketball-reference.com//players/e/eliyali01.html
2006,45,IND,Alexander Johnson,Power,https://www.basketball-reference.com//players/j/johnsal01.html
2006,46,UTA,Dee Brown,Point,https://www.basketball-reference.com//players/b/brownde03.html
2006,47,UTA,Paul Millsap,Power,https://www.basketball-reference.com//players/m/millspa01.html
2006,48,WAS,Vladimir Veremeenko,Forward,https://www.basketball-reference.com//players/v/veremvl01.html
2006,49,DEN,Leon Powe,"Center,",https://www.basketball-reference.com//players/p/powele01.html
2006,50,CHA,Ryan Hollins,Center,https://www.basketball-reference.com//players/h/holliry01.html
2006,51,LAL,Cheikh Samb,Center,https://www.basketball-reference.com//players/s/sambch01.html
2006,52,LAC,Guillermo Díaz,Shooting,https://www.basketball-reference.com//players/d/diazgu01.html
2006,53,SEA,Yotam Halperin,Guard,https://www.basketball-reference.com//players/h/halpeyo01.html
2006,54,NJN,Hassan Adams,Shooting,https://www.basketball-reference.com//players/a/adamsha01.html
2006,55,CLE,Ejike Ugboaja,Forward,https://www.basketball-reference.com//players/u/ugboaej01.html
2006,56,TOR,Edin Bavčić,Center/Forward,https://www.basketball-reference.com//players/b/bavcied01.html
2006,57,MIN,Loukas Mavrokefalidis,Unknown,https://www.basketball-reference.com//players/m/mavrolo01.html
2006,58,DAL,J.R. Pinnock,Unknown,https://www.basketball-reference.com//players/p/pinnojr01.html
2006,59,SAS,Damir Markota,Power,https://www.basketball-reference.com//players/m/markoda01.html
2006,60,DET,Will Blalock,Point,https://www.basketball-reference.com//players/b/blalowi01.html
2007,1,POR,Greg Oden,Center,https://www.basketball-reference.com//players/o/odengr01.html
2007,2,SEA,Kevin Durant,Small,https://www.basketball-reference.com//players/d/duranke01.html
2007,3,ATL,Al Horford,Center,https://www.basketball-reference.com//players/h/horfoal01.html
2007,4,MEM,Mike Conley,Point,https://www.basketball-reference.com//players/c/conlemi01.html
2007,5,BOS,Jeff Green,Power,https://www.basketball-reference.com//players/g/greenje02.html
2007,6,MIL,Yi Jianlian,Power,https://www.basketball-reference.com//players/j/jianlyi01.html
2007,7,MIN,Corey Brewer,Small,https://www.basketball-reference.com//players/b/breweco01.html
2007,8,CHA,Brandan Wright,Power,https://www.basketball-reference.com//players/w/wrighbr03.html
2007,9,CHI,Joakim Noah,Center,https://www.basketball-reference.com//players/n/noahjo01.html
2007,10,SAC,Spencer Hawes,Center,https://www.basketball-reference.com//players/h/hawessp01.html
2007,11,ATL,Acie Law,Point,https://www.basketball-reference.com//players/l/lawac01.html
2007,12,PHI,Thaddeus Young,Power,https://www.basketball-reference.com//players/y/youngth01.html
2007,13,NOK,Julian Wright,Small,https://www.basketball-reference.com//players/w/wrighju01.html
2007,14,LAC,Al Thornton,Small,https://www.basketball-reference.com//players/t/thornal01.html
2007,15,DET,Rodney Stuckey,Point,https://www.basketball-reference.com//players/s/stuckro01.html
2007,16,WAS,Nick Young,Shooting,https://www.basketball-reference.com//players/y/youngni01.html
2007,17,NJN,Sean Williams,Center,https://www.basketball-reference.com//players/w/willise01.html
2007,18,GSW,Marco Belinelli,Shooting,https://www.basketball-reference.com//players/b/belinma01.html
2007,19,LAL,Javaris Crittenton,Shooting,https://www.basketball-reference.com//players/c/crittja01.html
2007,20,MIA,Jason Smith,Center,https://www.basketball-reference.com//players/s/smithja02.html
2007,21,PHI,Daequan Cook,Shooting,https://www.basketball-reference.com//players/c/cookda02.html
2007,22,CHA,Jared Dudley,Power,https://www.basketball-reference.com//players/d/dudleja01.html
2007,23,NYK,Wilson Chandler,Small,https://www.basketball-reference.com//players/c/chandwi01.html
2007,24,PHO,Rudy Fernández,Shooting,https://www.basketball-reference.com//players/f/fernaru01.html
2007,25,UTA,Morris Almond,Shooting,https://www.basketball-reference.com//players/a/almonmo01.html
2007,26,HOU,Aaron Brooks,Point,https://www.basketball-reference.com//players/b/brookaa01.html
2007,27,DET,Arron Afflalo,Shooting,https://www.basketball-reference.com//players/a/afflaar01.html
2007,28,SAS,Tiago Splitter,Center,https://www.basketball-reference.com//players/s/splitti01.html
2007,29,PHO,Alando Tucker,Small,https://www.basketball-reference.com//players/t/tuckeal02.html
2007,30,PHI,Petteri Koponen,Guard,https://www.basketball-reference.com//players/k/koponpe01.html
2007,31,SEA,Carl Landry,Power,https://www.basketball-reference.com//players/l/landrca01.html
2007,32,BOS,Gabe Pruitt,Shooting,https://www.basketball-reference.com//players/p/pruitga01.html
2007,33,SAS,Marcus Williams,Power,https://www.basketball-reference.com//players/w/willima04.html
2007,34,DAL,Nick Fazekas,Power,https://www.basketball-reference.com//players/f/fazekni01.html
2007,35,SEA,Glen Davis,Power,https://www.basketball-reference.com//players/d/davisgl01.html
2007,36,GSW,Jermareo Davidson,Small,https://www.basketball-reference.com//players/d/davidje01.html
2007,37,POR,Josh McRoberts,Power,https://www.basketball-reference.com//players/m/mcrobjo01.html
2007,38,PHI,Kyrylo Fesenko,Center,https://www.basketball-reference.com//players/f/fesenky01.html
2007,39,MIA,Stanko Barać,Center,https://www.basketball-reference.com//players/b/baracst01.html
2007,40,LAL,Sun Yue,Shooting,https://www.basketball-reference.com//players/y/yuesu01.html
2007,41,MIN,Chris Richard,Power,https://www.basketball-reference.com//players/r/richach01.html
2007,42,POR,Derrick Byars,Power,https://www.basketball-reference.com//players/b/byarsde01.html
2007,43,NOK,Adam Haluska,Unknown,https://www.basketball-reference.com//players/h/halusad02.html
2007,44,ORL,Reyshawn Terry,Unknown,https://www.basketball-reference.com//players/t/terryre01.html
2007,45,LAC,Jared Jordan,Unknown,https://www.basketball-reference.com//players/j/jordaja01.html
2007,46,GSW,Stéphane Lasme,Small,https://www.basketball-reference.com//players/l/lasmest01.html
2007,47,WAS,Dominic McGuire,Small,https://www.basketball-reference.com//players/m/mcguido01.html
2007,48,LAL,Marc Gasol,Center,https://www.basketball-reference.com//players/g/gasolma01.html
2007,49,CHI,Aaron Gray,Center,https://www.basketball-reference.com//players/g/grayaa01.html
2007,50,DAL,Renaldas Seibutis,Guard,https://www.basketball-reference.com//players/s/seibure01.html
2007,51,CHI,JamesOn Curry,Point,https://www.basketball-reference.com//players/c/curryja01.html
2007,52,POR,Taurean Green,Shooting,https://www.basketball-reference.com//players/g/greenta01.html
2007,53,POR,Demetris Nichols,Small,https://www.basketball-reference.com//players/n/nichode01.html
2007,54,HOU,Brad Newley,Forward/Guard,https://www.basketball-reference.com//players/n/newlebr01.html
2007,55,UTA,Herbert Hill,Unknown,https://www.basketball-reference.com//players/h/hillhe02.html
2007,56,MIL,Ramon Sessions,Point,https://www.basketball-reference.com//players/s/sessira01.html
2007,57,DET,Sammy Mejia,Unknown,https://www.basketball-reference.com//players/m/mejiasa01.html
2007,58,SAS,Georgios Printezis,Forward,https://www.basketball-reference.com//players/p/printgi01.html
2007,59,PHO,D.J. Strawberry,Shooting,https://www.basketball-reference.com//players/s/strawdj01.html
2007,60,DAL,Milovan Raković,Center,https://www.basketball-reference.com//players/r/rakovmi01.html
2008,1,CHI,Derrick Rose,Point,https://www.basketball-reference.com//players/r/rosede01.html
2008,2,MIA,Michael Beasley,Power,https://www.basketball-reference.com//players/b/beaslmi01.html
2008,3,MIN,O.J. Mayo,Shooting,https://www.basketball-reference.com//players/m/mayooj01.html
2008,4,SEA,Russell Westbrook,Point,https://www.basketball-reference.com//players/w/westbru01.html
2008,5,MEM,Kevin Love,Power,https://www.basketball-reference.com//players/l/loveke01.html
2008,6,NYK,Danilo Gallinari,Small,https://www.basketball-reference.com//players/g/gallida01.html
2008,7,LAC,Eric Gordon,Shooting,https://www.basketball-reference.com//players/g/gordoer01.html
2008,8,MIL,Joe Alexander,Small,https://www.basketball-reference.com//players/a/alexajo01.html
2008,9,CHA,D.J. Augustin,Point,https://www.basketball-reference.com//players/a/augusdj01.html
2008,10,NJN,Brook Lopez,Center,https://www.basketball-reference.com//players/l/lopezbr01.html
2008,11,IND,Jerryd Bayless,Point,https://www.basketball-reference.com//players/b/bayleje01.html
2008,12,SAC,Jason Thompson,Power,https://www.basketball-reference.com//players/t/thompja02.html
2008,13,POR,Brandon Rush,Shooting,https://www.basketball-reference.com//players/r/rushbr01.html
2008,14,GSW,Anthony Randolph,Power,https://www.basketball-reference.com//players/r/randoan01.html
2008,15,PHO,Robin Lopez,Center,https://www.basketball-reference.com//players/l/lopezro01.html
2008,16,PHI,Marreese Speights,Center,https://www.basketball-reference.com//players/s/speigma01.html
2008,17,TOR,Roy Hibbert,Center,https://www.basketball-reference.com//players/h/hibbero01.html
2008,18,WAS,JaVale McGee,Center,https://www.basketball-reference.com//players/m/mcgeeja01.html
2008,19,CLE,J.J. Hickson,Center,https://www.basketball-reference.com//players/h/hicksjj01.html
2008,20,CHA,Alexis Ajinça,Center,https://www.basketball-reference.com//players/a/ajincal01.html
2008,21,NJN,Ryan Anderson,Power,https://www.basketball-reference.com//players/a/anderry01.html
2008,22,ORL,Courtney Lee,Shooting,https://www.basketball-reference.com//players/l/leeco01.html
2008,23,UTA,Kosta Koufos,Center,https://www.basketball-reference.com//players/k/koufoko01.html
2008,24,SEA,Serge Ibaka,Power,https://www.basketball-reference.com//players/i/ibakase01.html
2008,25,HOU,Nicolas Batum,Small,https://www.basketball-reference.com//players/b/batumni01.html
2008,26,SAS,George Hill,Point,https://www.basketball-reference.com//players/h/hillge01.html
2008,27,NOH,Darrell Arthur,Power,https://www.basketball-reference.com//players/a/arthuda01.html
2008,28,MEM,Donté Greene,Small,https://www.basketball-reference.com//players/g/greendo01.html
2008,29,DET,D.J. White,Power,https://www.basketball-reference.com//players/w/whitedj01.html
2008,30,BOS,J.R. Giddens,Small,https://www.basketball-reference.com//players/g/giddejr01.html
2008,31,MIN,Nikola Peković,Center,https://www.basketball-reference.com//players/p/pekovni01.html
2008,32,SEA,Walter Sharpe,Power,https://www.basketball-reference.com//players/s/sharpwa01.html
2008,33,POR,Joey Dorsey,Power,https://www.basketball-reference.com//players/d/dorsejo01.html
2008,34,MIN,Mario Chalmers,Point,https://www.basketball-reference.com//players/c/chalmma01.html
2008,35,LAC,DeAndre Jordan,Center,https://www.basketball-reference.com//players/j/jordade01.html
2008,36,POR,Ömer Aşık,Center,https://www.basketball-reference.com//players/a/asikom01.html
2008,37,MIL,Luc Mbah a Moute,Power,https://www.basketball-reference.com//players/m/mbahalu01.html
2008,38,CHA,Kyle Weaver,Shooting,https://www.basketball-reference.com//players/w/weaveky01.html
2008,39,CHI,Sonny Weems,Shooting,https://www.basketball-reference.com//players/w/weemsso01.html
2008,40,NJN,Chris Douglas-Roberts,Shooting,https://www.basketball-reference.com//players/d/douglch01.html
2008,41,IND,Nathan Jawai,Power,https://www.basketball-reference.com//players/j/jawaina01.html
2008,42,SAC,Sean Singletary,Point,https://www.basketball-reference.com//players/s/singlse01.html
2008,43,SAC,Patrick Ewing,Small,https://www.basketball-reference.com//players/e/ewingpa02.html
2008,44,UTA,Ante Tomić,Center,https://www.basketball-reference.com//players/t/tomican01.html
2008,45,SAS,Goran Dragić,Point,https://www.basketball-reference.com//players/d/dragigo01.html
2008,46,SEA,Trent Plaisted,Unknown,https://www.basketball-reference.com//players/p/plaistr02.html
2008,47,WAS,Henry Walker,Shooting,https://www.basketball-reference.com//players/w/walkebi01.html
2008,48,PHO,Malik Hairston,Shooting,https://www.basketball-reference.com//players/h/hairsma01.html
2008,49,GSW,Richard Hendrix,Unknown,https://www.basketball-reference.com//players/h/hendrri02.html
2008,50,SEA,DeVon Hardin,Center,https://www.basketball-reference.com//players/h/hardide01.html
2008,51,DAL,Shan Foster,Unknown,https://www.basketball-reference.com//players/f/fostesh01.html
2008,52,MIA,Darnell Jackson,Power,https://www.basketball-reference.com//players/j/jacksda01.html
2008,53,UTA,Tadija Dragićević,Forward,https://www.basketball-reference.com//players/d/dragita01.html
2008,54,HOU,Maarty Leunen,Forward,https://www.basketball-reference.com//players/l/leunema01.html
2008,55,POR,Mike Taylor,Point,https://www.basketball-reference.com//players/t/taylomi01.html
2008,56,SEA,Sasha Kaun,Center,https://www.basketball-reference.com//players/k/kaunsa01.html
2008,57,SAS,James Gist,Unknown,https://www.basketball-reference.com//players/g/gistja01.html
2008,58,LAL,Joe Crawford,Small,https://www.basketball-reference.com//players/c/crawfjo01.html
2008,59,DET,Deron Washington,Unknown,https://www.basketball-reference.com//players/w/washide02.html
2008,60,BOS,Semih Erden,Center,https://www.basketball-reference.com//players/e/erdense01.html
2009,1,LAC,Blake Griffin,Power,https://www.basketball-reference.com//players/g/griffbl01.html
2009,2,MEM,Hasheem Thabeet,Center,https://www.basketball-reference.com//players/t/thabeha01.html
2009,3,OKC,James Harden,Shooting,https://www.basketball-reference.com//players/h/hardeja01.html
2009,4,SAC,Tyreke Evans,Shooting,https://www.basketball-reference.com//players/e/evansty01.html
2009,5,MIN,Ricky Rubio,Point,https://www.basketball-reference.com//players/r/rubiori01.html
2009,6,MIN,Jonny Flynn,Point,https://www.basketball-reference.com//players/f/flynnjo01.html
2009,7,GSW,Stephen Curry,Point,https://www.basketball-reference.com//players/c/curryst01.html
2009,8,NYK,Jordan Hill,Center,https://www.basketball-reference.com//players/h/hilljo01.html
2009,9,TOR,DeMar DeRozan,Shooting,https://www.basketball-reference.com//players/d/derozde01.html
2009,10,MIL,Brandon Jennings,Point,https://www.basketball-reference.com//players/j/jennibr01.html
2009,11,NJN,Terrence Williams,Shooting,https://www.basketball-reference.com//players/w/willite01.html
2009,12,CHA,Gerald Henderson,Shooting,https://www.basketball-reference.com//players/h/hendege02.html
2009,13,IND,Tyler Hansbrough,Power,https://www.basketball-reference.com//players/h/hansbty01.html
2009,14,PHO,Earl Clark,Power,https://www.basketball-reference.com//players/c/clarkea01.html
2009,15,DET,Austin Daye,Small,https://www.basketball-reference.com//players/d/dayeau01.html
2009,16,CHI,James Johnson,Power,https://www.basketball-reference.com//players/j/johnsja01.html
2009,17,PHI,Jrue Holiday,Point,https://www.basketball-reference.com//players/h/holidjr01.html
2009,18,MIN,Ty Lawson,Point,https://www.basketball-reference.com//players/l/lawsoty01.html
2009,19,ATL,Jeff Teague,Point,https://www.basketball-reference.com//players/t/teaguje01.html
2009,20,UTA,Eric Maynor,Point,https://www.basketball-reference.com//players/m/maynoer01.html
2009,21,NOH,Darren Collison,Point,https://www.basketball-reference.com//players/c/collida01.html
2009,22,POR,Victor Claver,Small,https://www.basketball-reference.com//players/c/clavevi01.html
2009,23,SAC,Omri Casspi,Small,https://www.basketball-reference.com//players/c/casspom01.html
2009,24,DAL,Byron Mullens,Power,https://www.basketball-reference.com//players/m/mulleby01.html
2009,25,OKC,Rodrigue Beaubois,Point,https://www.basketball-reference.com//players/b/beaubro01.html
2009,26,CHI,Taj Gibson,Power,https://www.basketball-reference.com//players/g/gibsota01.html
2009,27,MEM,DeMarre Carroll,Small,https://www.basketball-reference.com//players/c/carrode01.html
2009,28,MIN,Wayne Ellington,Shooting,https://www.basketball-reference.com//players/e/ellinwa01.html
2009,29,LAL,Toney Douglas,Point,https://www.basketball-reference.com//players/d/douglto01.html
2009,30,CLE,Christian Eyenga,Small,https://www.basketball-reference.com//players/e/eyengch01.html
2009,31,SAC,Jeff Ayres,Power,https://www.basketball-reference.com//players/p/pendeje02.html
2009,32,WAS,Jermaine Taylor,Shooting,https://www.basketball-reference.com//players/t/tayloje02.html
2009,33,POR,Dante Cunningham,Power,https://www.basketball-reference.com//players/c/cunnida01.html
2009,34,DEN,Sergio Llull,Guard,https://www.basketball-reference.com//players/l/llullse01.html
2009,35,DET,DaJuan Summers,Small,https://www.basketball-reference.com//players/s/summeda01.html
2009,36,MEM,Sam Young,Small,https://www.basketball-reference.com//players/y/youngsa01.html
2009,37,SAS,DeJuan Blair,Power,https://www.basketball-reference.com//players/b/blairde01.html
2009,38,POR,Jon Brockman,Power,https://www.basketball-reference.com//players/b/brockjo01.html
2009,39,DET,Jonas Jerebko,Power,https://www.basketball-reference.com//players/j/jerebjo01.html
2009,40,CHA,Derrick Brown,Small,https://www.basketball-reference.com//players/b/brownde04.html
2009,41,MIL,Jodie Meeks,Shooting,https://www.basketball-reference.com//players/m/meeksjo01.html
2009,42,LAL,Patrick Beverley,Point,https://www.basketball-reference.com//players/b/beverpa01.html
2009,43,MIA,Marcus Thornton,Shooting,https://www.basketball-reference.com//players/t/thornma01.html
2009,44,DET,Chase Budinger,Small,https://www.basketball-reference.com//players/b/budinch01.html
2009,45,MIN,Nick Calathes,Shooting,https://www.basketball-reference.com//players/c/calatni01.html
2009,46,CLE,Danny Green,Shooting,https://www.basketball-reference.com//players/g/greenda02.html
2009,47,MIN,Henk Norel,Forward/Center,https://www.basketball-reference.com//players/n/norelhe01.html
2009,48,PHO,Taylor Griffin,Small,https://www.basketball-reference.com//players/g/griffta01.html
2009,49,ATL,Sergiy Gladyr,Guard,https://www.basketball-reference.com//players/g/gladyse01.html
2009,50,UTA,Goran Suton,Unknown,https://www.basketball-reference.com//players/s/sutongo01.html
2009,51,SAS,Jack McClinton,Unknown,https://www.basketball-reference.com//players/m/mcclija01.html
2009,52,IND,A.J. Price,Point,https://www.basketball-reference.com//players/p/priceaj01.html
2009,53,SAS,Nando De Colo,Small,https://www.basketball-reference.com//players/d/decolna01.html
2009,54,CHA,Robert Vaden,Unknown,https://www.basketball-reference.com//players/v/vadenro01.html
2009,55,POR,Patty Mills,Point,https://www.basketball-reference.com//players/m/millspa02.html
2009,56,DAL,Ahman Nivins,Unknown,https://www.basketball-reference.com//players/n/nivinah01.html
2009,57,PHO,Emir Preldžić,Forward/Guard,https://www.basketball-reference.com//players/p/preldem01.html
2009,58,BOS,Lester Hudson,Point,https://www.basketball-reference.com//players/h/hudsole01.html
2009,59,LAL,Chinemelu Elonu,Center/Forward,https://www.basketball-reference.com//players/e/elonuch01.html
2009,60,MIA,Robert Dozier,Unknown,https://www.basketball-reference.com//players/d/doziero02.html
2010,1,WAS,John Wall,Point,https://www.basketball-reference.com//players/w/walljo01.html
2010,2,PHI,Evan Turner,Small,https://www.basketball-reference.com//players/t/turneev01.html
2010,3,NJN,Derrick Favors,Power,https://www.basketball-reference.com//players/f/favorde01.html
2010,4,MIN,Wesley Johnson,Small,https://www.basketball-reference.com//players/j/johnswe01.html
2010,5,SAC,DeMarcus Cousins,Center,https://www.basketball-reference.com//players/c/couside01.html
2010,6,GSW,Ekpe Udoh,Center,https://www.basketball-reference.com//players/u/udohek01.html
2010,7,DET,Greg Monroe,Center,https://www.basketball-reference.com//players/m/monrogr01.html
2010,8,LAC,Al-Farouq Aminu,Small,https://www.basketball-reference.com//players/a/aminual01.html
2010,9,UTA,Gordon Hayward,Small,https://www.basketball-reference.com//players/h/haywago01.html
2010,10,IND,Paul George,Small,https://www.basketball-reference.com//players/g/georgpa01.html
2010,11,NOH,Cole Aldrich,Center,https://www.basketball-reference.com//players/a/aldrico01.html
2010,12,MEM,Xavier Henry,Small,https://www.basketball-reference.com//players/h/henryxa01.html
2010,13,TOR,Ed Davis,Power,https://www.basketball-reference.com//players/d/davised01.html
2010,14,HOU,Patrick Patterson,Power,https://www.basketball-reference.com//players/p/pattepa01.html
2010,15,MIL,Larry Sanders,Center,https://www.basketball-reference.com//players/s/sandela01.html
2010,16,MIN,Luke Babbitt,Small,https://www.basketball-reference.com//players/b/babbilu01.html
2010,17,CHI,Kevin Séraphin,Center,https://www.basketball-reference.com//players/s/serapke01.html
2010,18,OKC,Eric Bledsoe,Point,https://www.basketball-reference.com//players/b/bledser01.html
2010,19,BOS,Avery Bradley,Shooting,https://www.basketball-reference.com//players/b/bradlav01.html
2010,20,SAS,James Anderson,Shooting,https://www.basketball-reference.com//players/a/anderja01.html
2010,21,OKC,Craig Brackins,Power,https://www.basketball-reference.com//players/b/brackcr01.html
2010,22,POR,Elliot Williams,Shooting,https://www.basketball-reference.com//players/w/williel01.html
2010,23,MIN,Trevor Booker,Power,https://www.basketball-reference.com//players/b/booketr01.html
2010,24,ATL,Damion James,Small,https://www.basketball-reference.com//players/j/jamesda01.html
2010,25,MEM,Dominique Jones,Shooting,https://www.basketball-reference.com//players/j/jonesdo02.html
2010,26,OKC,Quincy Pondexter,Small,https://www.basketball-reference.com//players/p/pondequ01.html
2010,27,NJN,Jordan Crawford,Shooting,https://www.basketball-reference.com//players/c/crawfjo02.html
2010,28,MEM,Greivis Vásquez,Point,https://www.basketball-reference.com//players/v/vasqugr01.html
2010,29,ORL,Daniel Orton,Center,https://www.basketball-reference.com//players/o/ortonda01.html
2010,30,WAS,Lazar Hayward,Small,https://www.basketball-reference.com//players/h/haywala01.html
2010,31,NJN,Tibor Pleiß,Center,https://www.basketball-reference.com//players/p/pleisti01.html
2010,32,MIA,Dexter Pittman,Center,https://www.basketball-reference.com//players/p/pittmde01.html
2010,33,SAC,Hassan Whiteside,Center,https://www.basketball-reference.com//players/w/whiteha01.html
2010,34,POR,Armon Johnson,Point,https://www.basketball-reference.com//players/j/johnsar02.html
2010,35,WAS,Nemanja Bjelica,Power,https://www.basketball-reference.com//players/b/bjeline01.html
2010,36,DET,Terrico White,Unknown,https://www.basketball-reference.com//players/w/whitete01.html
2010,37,MIL,Darington Hobson,Shooting,https://www.basketball-reference.com//players/h/hobsoda01.html
2010,38,NYK,Andy Rautins,Shooting,https://www.basketball-reference.com//players/r/rautian01.html
2010,39,NYK,Landry Fields,Small,https://www.basketball-reference.com//players/f/fieldla01.html
2010,40,IND,Lance Stephenson,Shooting,https://www.basketball-reference.com//players/s/stephla01.html
2010,41,MIA,Jarvis Varnado,Power,https://www.basketball-reference.com//players/v/varnaja01.html
2010,42,MIA,Da'Sean Butler,Unknown,https://www.basketball-reference.com//players/b/butleda03.html
2010,43,LAL,Devin Ebanks,Shooting,https://www.basketball-reference.com//players/e/ebankde01.html
2010,44,MIL,Jerome Jordan,Center,https://www.basketball-reference.com//players/j/jordaje01.html
2010,45,MIN,Paulão Prestes,Center,https://www.basketball-reference.com//players/p/prestpa01.html
2010,46,PHO,Gani Lawal,Power,https://www.basketball-reference.com//players/l/lawalga01.html
2010,47,MIL,Tiny Gallon,Unknown,https://www.basketball-reference.com//players/g/galloti01.html
2010,48,MIA,Latavious Williams,Forward,https://www.basketball-reference.com//players/w/willila01.html
2010,49,SAS,Ryan Richards,Forward/Center,https://www.basketball-reference.com//players/r/richary01.html
2010,50,DAL,Solomon Alabi,Center,https://www.basketball-reference.com//players/a/alabiso01.html
2010,51,OKC,Magnum Rolle,Unknown,https://www.basketball-reference.com//players/r/rollema02.html
2010,52,BOS,Luke Harangody,Power,https://www.basketball-reference.com//players/h/haranlu01.html
2010,53,ATL,Pape Sy,Small,https://www.basketball-reference.com//players/s/sypa01.html
2010,54,LAC,Willie Warren,Point,https://www.basketball-reference.com//players/w/warrewi01.html
2010,55,UTA,Jeremy Evans,Small,https://www.basketball-reference.com//players/e/evansje01.html
2010,56,MIN,Hamady N'Diaye,Center,https://www.basketball-reference.com//players/n/ndiayha01.html
2010,57,IND,Ryan Reid,Power,https://www.basketball-reference.com//players/r/reidry01.html
2010,58,LAL,Derrick Caracter,Center,https://www.basketball-reference.com//players/c/caracde01.html
2010,59,ORL,Stanley Robinson,Unknown,https://www.basketball-reference.com//players/r/robinst01.html
