season,teams,lg,salary,link
1999-00,Minnesota Timberwolves,NBA,"$97,412",https://www.basketball-reference.com//players/r/roelo01.html
2000-01,Chicago Bulls,NBA,"$2,500,000",https://www.basketball-reference.com//players/t/tarladr01.html
1995-96,Miami Heat,NBA,"$200,000",https://www.basketball-reference.com//players/r/renchte01.html
1995-96,Boston Celtics,NBA,"$300,000",https://www.basketball-reference.com//players/b/burroju01.html
1995-96,Golden State Warriors,NBA,"$230,000",https://www.basketball-reference.com//players/d/declean01.html
1996-97,Golden State Warriors,NBA,"$276,000",https://www.basketball-reference.com//players/d/declean01.html
1997-98,Boston Celtics,NBA,"$1,200,000",https://www.basketball-reference.com//players/d/declean01.html
1998-99,Cleveland Cavaliers,NBA,"$1,440,000",https://www.basketball-reference.com//players/d/declean01.html
1999-00,Cleveland Cavaliers,NBA,"$1,680,000",https://www.basketball-reference.com//players/d/declean01.html
2000-01,Orlando Magic,NBA,"$1,920,000",https://www.basketball-reference.com//players/d/declean01.html
2001-02,Orlando Magic,NBA,"$2,900,000",https://www.basketball-reference.com//players/d/declean01.html
2002-03,Orlando Magic,NBA,"$3,262,500",https://www.basketball-reference.com//players/d/declean01.html
2003-04,Orlando Magic,NBA,"$2,500,000",https://www.basketball-reference.com//players/d/declean01.html
2004-05,Orlando Magic,NBA,"$2,500,000",https://www.basketball-reference.com//players/d/declean01.html
1995-96,Toronto Raptors,NBA,"$300,000",https://www.basketball-reference.com//players/k/kingji02.html
1996-97,Dallas Mavericks,NBA,"$330,000",https://www.basketball-reference.com//players/k/kingji02.html
1995-96,Vancouver Grizzlies,NBA,"$280,000",https://www.basketball-reference.com//players/m/motenla01.html
1996-97,Vancouver Grizzlies,NBA,"$321,000",https://www.basketball-reference.com//players/m/motenla01.html
1995-96,Los Angeles Lakers,NBA,"$200,000",https://www.basketball-reference.com//players/k/kingfr01.html
1995-96,Cleveland Cavaliers,NBA,"$200,000",https://www.basketball-reference.com//players/m/marshdo02.html
1996-97,Cleveland Cavaliers,NBA,"$450,000",https://www.basketball-reference.com//players/m/marshdo02.html
1997-98,Cleveland Cavaliers,NBA,"$540,000",https://www.basketball-reference.com//players/m/marshdo02.html
1995-96,Atlanta Hawks,NBA,"$250,000",https://www.basketball-reference.com//players/b/boycedo01.html
1996-97,Atlanta Hawks,NBA,"$247,500",https://www.basketball-reference.com//players/b/boycedo01.html
1995-96,Seattle SuperSonics,NBA,"$200,000",https://www.basketball-reference.com//players/s/snower01.html
1996-97,Seattle SuperSonics,NBA,"$247,500",https://www.basketball-reference.com//players/s/snower01.html
1997-98,Seattle SuperSonics,NBA,"$706,300",https://www.basketball-reference.com//players/s/snower01.html
1998-99,Philadelphia 76ers,NBA,"$846,300",https://www.basketball-reference.com//players/s/snower01.html
1999-00,Philadelphia 76ers,NBA,"$3,000,000",https://www.basketball-reference.com//players/s/snower01.html
2000-01,Philadelphia 76ers,NBA,"$3,380,000",https://www.basketball-reference.com//players/s/snower01.html
2001-02,Philadelphia 76ers,NBA,"$3,750,000",https://www.basketball-reference.com//players/s/snower01.html
2002-03,Philadelphia 76ers,NBA,"$4,125,000",https://www.basketball-reference.com//players/s/snower01.html
2003-04,Philadelphia 76ers,NBA,"$4,500,000",https://www.basketball-reference.com//players/s/snower01.html
2004-05,Cleveland Cavaliers,NBA,"$4,875,000",https://www.basketball-reference.com//players/s/snower01.html
2005-06,Cleveland Cavaliers,NBA,"$5,484,375",https://www.basketball-reference.com//players/s/snower01.html
2006-07,Cleveland Cavaliers,NBA,"$6,093,750",https://www.basketball-reference.com//players/s/snower01.html
2007-08,Cleveland Cavaliers,NBA,"$6,703,125",https://www.basketball-reference.com//players/s/snower01.html
2008-09,Cleveland Cavaliers,NBA,"$7,312,500",https://www.basketball-reference.com//players/s/snower01.html
1995-96,Sacramento Kings,NBA,"$210,000",https://www.basketball-reference.com//players/e/edneyty01.html
1996-97,Sacramento Kings,NBA,"$247,500",https://www.basketball-reference.com//players/e/edneyty01.html
1997-98,Boston Celtics,NBA,"$400,000",https://www.basketball-reference.com//players/e/edneyty01.html
2000-01,Indiana Pacers,NBA,"$523,500",https://www.basketball-reference.com//players/e/edneyty01.html
1995-96,Minnesota Timberwolves,NBA,"$200,000",https://www.basketball-reference.com//players/d/davisma02.html
1996-97,Philadelphia 76ers,NBA,"$247,500",https://www.basketball-reference.com//players/d/davisma02.html
1997-98,Philadelphia 76ers,NBA,"$326,700",https://www.basketball-reference.com//players/d/davisma02.html
1999-00,Miami Heat,NBA,"$100,000",https://www.basketball-reference.com//players/d/davisma02.html
1999-00,Golden State Warriors,NBA,"$6,000",https://www.basketball-reference.com//players/d/davisma02.html
1995-96,Minnesota Timberwolves,NBA,"$200,000",https://www.basketball-reference.com//players/a/allenje01.html
1996-97,Indiana Pacers,NBA,"$247,500",https://www.basketball-reference.com//players/a/allenje01.html
1997-98,Cleveland Cavaliers,NBA,"$35,000",https://www.basketball-reference.com//players/a/allenje01.html
1999-00,Milwaukee Bucks,NBA,"$510,000",https://www.basketball-reference.com//players/a/allenje01.html
1995-96,Toronto Raptors,NBA,"$200,000",https://www.basketball-reference.com//players/l/lewisma01.html
1995-96,Indiana Pacers,NBA,"$200,000",https://www.basketball-reference.com//players/h/hoibefr01.html
1996-97,Indiana Pacers,NBA,"$297,000",https://www.basketball-reference.com//players/h/hoibefr01.html
1997-98,Indiana Pacers,NBA,"$356,400",https://www.basketball-reference.com//players/h/hoibefr01.html
1998-99,Indiana Pacers,NBA,"$600,000",https://www.basketball-reference.com//players/h/hoibefr01.html
1999-00,Chicago Bulls,NBA,"$800,000",https://www.basketball-reference.com//players/h/hoibefr01.html
2000-01,Chicago Bulls,NBA,"$880,000",https://www.basketball-reference.com//players/h/hoibefr01.html
2001-02,Chicago Bulls,NBA,"$1,600,000",https://www.basketball-reference.com//players/h/hoibefr01.html
2002-03,Chicago Bulls,NBA,"$1,400,000",https://www.basketball-reference.com//players/h/hoibefr01.html
2003-04,Minnesota Timberwolves,NBA,"$938,679",https://www.basketball-reference.com//players/h/hoibefr01.html
2004-05,Minnesota Timberwolves,NBA,"$1,600,000",https://www.basketball-reference.com//players/h/hoibefr01.html
2005-06,Minnesota Timberwolves,NBA,"$1,760,000",https://www.basketball-reference.com//players/h/hoibefr01.html
1995-96,Phoenix Suns,NBA,"$200,000",https://www.basketball-reference.com//players/c/carrch01.html
1996-97,Minnesota Timberwolves,NBA,"$750,000",https://www.basketball-reference.com//players/c/carrch01.html
1997-98,Minnesota Timberwolves,NBA,"$900,000",https://www.basketball-reference.com//players/c/carrch01.html
1998-99,New Jersey Nets,NBA,"$1,000,000",https://www.basketball-reference.com//players/c/carrch01.html
1999-00,Golden State Warriors,NBA,"$60,000",https://www.basketball-reference.com//players/c/carrch01.html
1999-00,Chicago Bulls,NBA,"$30,000",https://www.basketball-reference.com//players/c/carrch01.html
2000-01,Boston Celtics,NBA,"$1,200,000",https://www.basketball-reference.com//players/c/carrch01.html
1995-96,Detroit Pistons,NBA,"$200,000",https://www.basketball-reference.com//players/r/reiddo01.html
1996-97,Detroit Pistons,NBA,"$400,000",https://www.basketball-reference.com//players/r/reiddo01.html
1997-98,Detroit Pistons,NBA,"$1,000,000",https://www.basketball-reference.com//players/r/reiddo01.html
1998-99,Detroit Pistons,NBA,"$800,000",https://www.basketball-reference.com//players/r/reiddo01.html
1999-00,Detroit Pistons,NBA,"$1,000,000",https://www.basketball-reference.com//players/r/reiddo01.html
2000-01,Orlando Magic,NBA,"$611,000",https://www.basketball-reference.com//players/r/reiddo01.html
2001-02,Orlando Magic,NBA,"$1,000,000",https://www.basketball-reference.com//players/r/reiddo01.html
2002-03,Detroit Pistons,NBA,"$1,100,000",https://www.basketball-reference.com//players/r/reiddo01.html
1996-97,Philadelphia 76ers,NBA,"$2,267,000",https://www.basketball-reference.com//players/i/iversal01.html
1997-98,Philadelphia 76ers,NBA,"$3,128,640",https://www.basketball-reference.com//players/i/iversal01.html
1998-99,Philadelphia 76ers,NBA,"$3,537,000",https://www.basketball-reference.com//players/i/iversal01.html
1999-00,Philadelphia 76ers,NBA,"$9,000,000",https://www.basketball-reference.com//players/i/iversal01.html
2000-01,Philadelphia 76ers,NBA,"$10,130,000",https://www.basketball-reference.com//players/i/iversal01.html
2001-02,Philadelphia 76ers,NBA,"$11,250,000",https://www.basketball-reference.com//players/i/iversal01.html
2002-03,Philadelphia 76ers,NBA,"$12,375,000",https://www.basketball-reference.com//players/i/iversal01.html
2003-04,Philadelphia 76ers,NBA,"$13,500,000",https://www.basketball-reference.com//players/i/iversal01.html
2004-05,Philadelphia 76ers,NBA,"$14,625,000",https://www.basketball-reference.com//players/i/iversal01.html
2005-06,Philadelphia 76ers,NBA,"$16,453,125",https://www.basketball-reference.com//players/i/iversal01.html
2006-07,Denver Nuggets,NBA,"$17,184,375",https://www.basketball-reference.com//players/i/iversal01.html
2007-08,Denver Nuggets,NBA,"$19,012,500",https://www.basketball-reference.com//players/i/iversal01.html
2008-09,Detroit Pistons,NBA,"$20,840,625",https://www.basketball-reference.com//players/i/iversal01.html
2009-10,Philadelphia 76ers,NBA,"$1,029,794",https://www.basketball-reference.com//players/i/iversal01.html
2009-10,Memphis Grizzlies,NBA,"$161,386",https://www.basketball-reference.com//players/i/iversal01.html
1996-97,Toronto Raptors,NBA,"$2,434,000",https://www.basketball-reference.com//players/c/cambyma01.html
1997-98,Toronto Raptors,NBA,"$2,799,240",https://www.basketball-reference.com//players/c/cambyma01.html
1998-99,New York Knicks,NBA,"$3,164,000",https://www.basketball-reference.com//players/c/cambyma01.html
1999-00,New York Knicks,NBA,"$5,250,000",https://www.basketball-reference.com//players/c/cambyma01.html
2000-01,New York Knicks,NBA,"$5,750,000",https://www.basketball-reference.com//players/c/cambyma01.html
2001-02,New York Knicks,NBA,"$7,300,000",https://www.basketball-reference.com//players/c/cambyma01.html
2002-03,Denver Nuggets,NBA,"$6,750,000",https://www.basketball-reference.com//players/c/cambyma01.html
2003-04,Denver Nuggets,NBA,"$7,250,000",https://www.basketball-reference.com//players/c/cambyma01.html
2004-05,Denver Nuggets,NBA,"$8,500,000",https://www.basketball-reference.com//players/c/cambyma01.html
2005-06,Denver Nuggets,NBA,"$9,150,000",https://www.basketball-reference.com//players/c/cambyma01.html
2006-07,Denver Nuggets,NBA,"$8,800,000",https://www.basketball-reference.com//players/c/cambyma01.html
2007-08,Denver Nuggets,NBA,"$11,250,000",https://www.basketball-reference.com//players/c/cambyma01.html
2008-09,Los Angeles Clippers,NBA,"$10,000,000",https://www.basketball-reference.com//players/c/cambyma01.html
2009-10,Portland Trail Blazers,NBA,"$7,650,000",https://www.basketball-reference.com//players/c/cambyma01.html
2010-11,Portland Trail Blazers,NBA,"$11,749,832",https://www.basketball-reference.com//players/c/cambyma01.html
2011-12,Portland Trail Blazers,NBA,"$11,227,250",https://www.basketball-reference.com//players/c/cambyma01.html
