season,teams,lg,salary,link,salary_cap
1989,Sacramento Kings,NBA,2400000,https://www.basketball-reference.com//players/e/ellispe01.html,9802000
1990,Washington Bullets,NBA,2300000,https://www.basketball-reference.com//players/e/ellispe01.html,11871000
1991,Washington Bullets,NBA,2300000,https://www.basketball-reference.com//players/e/ellispe01.html,12500000
1992,Washington Bullets,NBA,2300000,https://www.basketball-reference.com//players/e/ellispe01.html,14000000
1993,Washington Bullets,NBA,2300000,https://www.basketball-reference.com//players/e/ellispe01.html,15175000
1994,Boston Celtics,NBA,1100000,https://www.basketball-reference.com//players/e/ellispe01.html,15964000
1995,Boston Celtics,NBA,1430000,https://www.basketball-reference.com//players/e/ellispe01.html,23000000
1996,Boston Celtics,NBA,1760000,https://www.basketball-reference.com//players/e/ellispe01.html,24363000
1997,Boston Celtics,NBA,2090000,https://www.basketball-reference.com//players/e/ellispe01.html,26900000
1998,Boston Celtics,NBA,2420000,https://www.basketball-reference.com//players/e/ellispe01.html,30000000
1999,Boston Celtics,NBA,2750000,https://www.basketball-reference.com//players/e/ellispe01.html,34000000
2000,Seattle SuperSonics,NBA,1000000,https://www.basketball-reference.com//players/e/ellispe01.html,35500000
1990,Cleveland Cavaliers,NBA,2640000,https://www.basketball-reference.com//players/f/ferryda01.html,11871000
1991,Cleveland Cavaliers,NBA,2843000,https://www.basketball-reference.com//players/f/ferryda01.html,12500000
1992,Cleveland Cavaliers,NBA,3143000,https://www.basketball-reference.com//players/f/ferryda01.html,14000000
1993,Cleveland Cavaliers,NBA,3543000,https://www.basketball-reference.com//players/f/ferryda01.html,15175000
1994,Cleveland Cavaliers,NBA,4042000,https://www.basketball-reference.com//players/f/ferryda01.html,15964000
1995,Cleveland Cavaliers,NBA,4643000,https://www.basketball-reference.com//players/f/ferryda01.html,23000000
1996,Cleveland Cavaliers,NBA,4643000,https://www.basketball-reference.com//players/f/ferryda01.html,24363000
1997,Cleveland Cavaliers,NBA,4000000,https://www.basketball-reference.com//players/f/ferryda01.html,26900000
1998,Cleveland Cavaliers,NBA,4000000,https://www.basketball-reference.com//players/f/ferryda01.html,30000000
1999,Cleveland Cavaliers,NBA,4000000,https://www.basketball-reference.com//players/f/ferryda01.html,34000000
2000,San Antonio Spurs,NBA,1200000,https://www.basketball-reference.com//players/f/ferryda01.html,35500000
2001,San Antonio Spurs,NBA,1000000,https://www.basketball-reference.com//players/f/ferryda01.html,42500000
2002,San Antonio Spurs,NBA,4546000,https://www.basketball-reference.com//players/f/ferryda01.html,40271000
1989,San Antonio Spurs,NBA,1800000,https://www.basketball-reference.com//players/e/elliose01.html,9802000
1990,San Antonio Spurs,NBA,1800000,https://www.basketball-reference.com//players/e/elliose01.html,11871000
1991,San Antonio Spurs,NBA,1802000,https://www.basketball-reference.com//players/e/elliose01.html,12500000
1992,San Antonio Spurs,NBA,1802000,https://www.basketball-reference.com//players/e/elliose01.html,14000000
1993,Detroit Pistons,NBA,1807000,https://www.basketball-reference.com//players/e/elliose01.html,15175000
1994,San Antonio Spurs,NBA,1350000,https://www.basketball-reference.com//players/e/elliose01.html,15964000
1995,San Antonio Spurs,NBA,5333000,https://www.basketball-reference.com//players/e/elliose01.html,23000000
1996,San Antonio Spurs,NBA,5333000,https://www.basketball-reference.com//players/e/elliose01.html,24363000
1997,San Antonio Spurs,NBA,5333333,https://www.basketball-reference.com//players/e/elliose01.html,26900000
1998,San Antonio Spurs,NBA,5333000,https://www.basketball-reference.com//players/e/elliose01.html,30000000
1999,San Antonio Spurs,NBA,5433333,https://www.basketball-reference.com//players/e/elliose01.html,34000000
2000,San Antonio Spurs,NBA,5300000,https://www.basketball-reference.com//players/e/elliose01.html,35500000
1989,Miami Heat,NBA,1600000,https://www.basketball-reference.com//players/r/ricegl01.html,9802000
1990,Miami Heat,NBA,1550000,https://www.basketball-reference.com//players/r/ricegl01.html,11871000
1991,Miami Heat,NBA,1302000,https://www.basketball-reference.com//players/r/ricegl01.html,12500000
1992,Miami Heat,NBA,1552000,https://www.basketball-reference.com//players/r/ricegl01.html,14000000
1993,Miami Heat,NBA,2002000,https://www.basketball-reference.com//players/r/ricegl01.html,15175000
1994,Miami Heat,NBA,2600000,https://www.basketball-reference.com//players/r/ricegl01.html,15964000
1995,Charlotte Hornets,NBA,3302000,https://www.basketball-reference.com//players/r/ricegl01.html,23000000
1996,Charlotte Hornets,NBA,4002000,https://www.basketball-reference.com//players/r/ricegl01.html,24363000
1997,Charlotte Hornets,NBA,4702000,https://www.basketball-reference.com//players/r/ricegl01.html,26900000
1998,Los Angeles Lakers,NBA,5248000,https://www.basketball-reference.com//players/r/ricegl01.html,30000000
1999,Los Angeles Lakers,NBA,7000000,https://www.basketball-reference.com//players/r/ricegl01.html,34000000
2000,New York Knicks,NBA,7578900,https://www.basketball-reference.com//players/r/ricegl01.html,35500000
2001,Houston Rockets,NBA,8800000,https://www.basketball-reference.com//players/r/ricegl01.html,42500000
2002,Houston Rockets,NBA,9200000,https://www.basketball-reference.com//players/r/ricegl01.html,40271000
2003,Utah Jazz,NBA,6815000,https://www.basketball-reference.com//players/r/ricegl01.html,43840000
2003,Los Angeles Clippers,NBA,1070000,https://www.basketball-reference.com//players/r/ricegl01.html,43840000
1989,Charlotte Hornets,NBA,1200000,https://www.basketball-reference.com//players/r/reidjr01.html,9802000
1990,Charlotte Hornets,NBA,1250000,https://www.basketball-reference.com//players/r/reidjr01.html,11871000
1991,Charlotte Hornets,NBA,1250000,https://www.basketball-reference.com//players/r/reidjr01.html,12500000
1992,San Antonio Spurs,NBA,1250000,https://www.basketball-reference.com//players/r/reidjr01.html,14000000
1993,San Antonio Spurs,NBA,1818000,https://www.basketball-reference.com//players/r/reidjr01.html,15175000
1994,San Antonio Spurs,NBA,2215000,https://www.basketball-reference.com//players/r/reidjr01.html,15964000
1995,San Antonio Spurs,NBA,2658000,https://www.basketball-reference.com//players/r/reidjr01.html,23000000
1997,Charlotte Hornets,NBA,650000,https://www.basketball-reference.com//players/r/reidjr01.html,26900000
1998,Los Angeles Lakers,NBA,780000,https://www.basketball-reference.com//players/r/reidjr01.html,30000000
1999,Milwaukee Bucks,NBA,2000000,https://www.basketball-reference.com//players/r/reidjr01.html,34000000
2000,Cleveland Cavaliers,NBA,2200000,https://www.basketball-reference.com//players/r/reidjr01.html,35500000
2002,Cleveland Cavaliers,NBA,800000,https://www.basketball-reference.com//players/r/reidjr01.html,40271000
1989,Chicago Bulls,NBA,1330000,https://www.basketball-reference.com//players/k/kingst01.html,9802000
1990,Chicago Bulls,NBA,1000000,https://www.basketball-reference.com//players/k/kingst01.html,11871000
1991,Chicago Bulls,NBA,1100000,https://www.basketball-reference.com//players/k/kingst01.html,12500000
1992,Chicago Bulls,NBA,1400000,https://www.basketball-reference.com//players/k/kingst01.html,14000000
1993,Chicago Bulls,NBA,1600000,https://www.basketball-reference.com//players/k/kingst01.html,15175000
1994,Minnesota Timberwolves,NBA,1900000,https://www.basketball-reference.com//players/k/kingst01.html,15964000
1995,Miami Heat,NBA,600000,https://www.basketball-reference.com//players/k/kingst01.html,23000000
1997,Sacramento Kings,NBA,100000,https://www.basketball-reference.com//players/k/kingst01.html,26900000
1990,Indiana Pacers,NBA,940000,https://www.basketball-reference.com//players/m/mccloge01.html,11871000
1991,Indiana Pacers,NBA,990000,https://www.basketball-reference.com//players/m/mccloge01.html,12500000
1992,Indiana Pacers,NBA,1040000,https://www.basketball-reference.com//players/m/mccloge01.html,14000000
1995,Dallas Mavericks,NBA,950000,https://www.basketball-reference.com//players/m/mccloge01.html,23000000
1996,Dallas Mavericks,NBA,1100000,https://www.basketball-reference.com//players/m/mccloge01.html,24363000
1997,Phoenix Suns,NBA,272250,https://www.basketball-reference.com//players/m/mccloge01.html,26900000
1998,Phoenix Suns,NBA,750000,https://www.basketball-reference.com//players/m/mccloge01.html,30000000
1999,Denver Nuggets,NBA,2000000,https://www.basketball-reference.com//players/m/mccloge01.html,34000000
2000,Denver Nuggets,NBA,2200000,https://www.basketball-reference.com//players/m/mccloge01.html,35500000
2001,Denver Nuggets,NBA,2400000,https://www.basketball-reference.com//players/m/mccloge01.html,42500000
2002,Washington Wizards,NBA,2599900,https://www.basketball-reference.com//players/m/mccloge01.html,40271000
1990,Dallas Mavericks,NBA,730000,https://www.basketball-reference.com//players/w/whitera01.html,11871000
1991,Dallas Mavericks,NBA,855000,https://www.basketball-reference.com//players/w/whitera01.html,12500000
1992,Dallas Mavericks,NBA,930000,https://www.basketball-reference.com//players/w/whitera01.html,14000000
1993,Dallas Mavericks,NBA,922000,https://www.basketball-reference.com//players/w/whitera01.html,15175000
1990,Washington Bullets,NBA,800000,https://www.basketball-reference.com//players/h/hammoto01.html,11871000
1991,Washington Bullets,NBA,825000,https://www.basketball-reference.com//players/h/hammoto01.html,12500000
1992,Charlotte Hornets,NBA,850000,https://www.basketball-reference.com//players/h/hammoto01.html,14000000
1993,Denver Nuggets,NBA,800000,https://www.basketball-reference.com//players/h/hammoto01.html,15175000
1994,Denver Nuggets,NBA,700000,https://www.basketball-reference.com//players/h/hammoto01.html,15964000
1995,Denver Nuggets,NBA,970000,https://www.basketball-reference.com//players/h/hammoto01.html,23000000
1996,Denver Nuggets,NBA,1070000,https://www.basketball-reference.com//players/h/hammoto01.html,24363000
1997,Denver Nuggets,NBA,970000,https://www.basketball-reference.com//players/h/hammoto01.html,26900000
1999,Minnesota Timberwolves,NBA,1800000,https://www.basketball-reference.com//players/h/hammoto01.html,34000000
2000,Minnesota Timberwolves,NBA,1130000,https://www.basketball-reference.com//players/h/hammoto01.html,35500000
2001,Minnesota Timberwolves,NBA,1800000,https://www.basketball-reference.com//players/h/hammoto01.html,42500000
1990,Minnesota Timberwolves,NBA,615000,https://www.basketball-reference.com//players/r/richapo01.html,11871000
1991,Minnesota Timberwolves,NBA,760000,https://www.basketball-reference.com//players/r/richapo01.html,12500000
1992,Indiana Pacers,NBA,800000,https://www.basketball-reference.com//players/r/richapo01.html,14000000
1993,Indiana Pacers,NBA,1694000,https://www.basketball-reference.com//players/r/richapo01.html,15175000
1994,Los Angeles Clippers,NBA,2120700,https://www.basketball-reference.com//players/r/richapo01.html,15964000
1995,Los Angeles Clippers,NBA,2521000,https://www.basketball-reference.com//players/r/richapo01.html,23000000
1996,Los Angeles Clippers,NBA,2721000,https://www.basketball-reference.com//players/r/richapo01.html,24363000
1997,Los Angeles Clippers,NBA,2820710,https://www.basketball-reference.com//players/r/richapo01.html,26900000
1998,Los Angeles Clippers,NBA,3030000,https://www.basketball-reference.com//players/r/richapo01.html,30000000
1999,Los Angeles Clippers,NBA,500000,https://www.basketball-reference.com//players/r/richapo01.html,34000000
1999,Detroit Pistons,NBA,5882,https://www.basketball-reference.com//players/r/richapo01.html,34000000
1990,Orlando Magic,NBA,725000,https://www.basketball-reference.com//players/a/anderni01.html,11871000
1991,Orlando Magic,NBA,750000,https://www.basketball-reference.com//players/a/anderni01.html,12500000
1992,Orlando Magic,NBA,800000,https://www.basketball-reference.com//players/a/anderni01.html,14000000
1993,Orlando Magic,NBA,2670000,https://www.basketball-reference.com//players/a/anderni01.html,15175000
1994,Orlando Magic,NBA,3090000,https://www.basketball-reference.com//players/a/anderni01.html,15964000
1995,Orlando Magic,NBA,3200000,https://www.basketball-reference.com//players/a/anderni01.html,23000000
1996,Orlando Magic,NBA,3790000,https://www.basketball-reference.com//players/a/anderni01.html,24363000
1997,Orlando Magic,NBA,4000000,https://www.basketball-reference.com//players/a/anderni01.html,26900000
1998,Orlando Magic,NBA,3200000,https://www.basketball-reference.com//players/a/anderni01.html,30000000
1999,Sacramento Kings,NBA,5051906,https://www.basketball-reference.com//players/a/anderni01.html,34000000
2000,Sacramento Kings,NBA,3750000,https://www.basketball-reference.com//players/a/anderni01.html,35500000
2001,Memphis Grizzlies,NBA,5401906,https://www.basketball-reference.com//players/a/anderni01.html,42500000
2002,Cleveland Cavaliers,NBA,6101906,https://www.basketball-reference.com//players/a/anderni01.html,40271000
1990,New Jersey Nets,NBA,525000,https://www.basketball-reference.com//players/b/blaylmo01.html,11871000
1991,New Jersey Nets,NBA,575000,https://www.basketball-reference.com//players/b/blaylmo01.html,12500000
1992,Atlanta Hawks,NBA,660000,https://www.basketball-reference.com//players/b/blaylmo01.html,14000000
1993,Atlanta Hawks,NBA,1630000,https://www.basketball-reference.com//players/b/blaylmo01.html,15175000
1994,Atlanta Hawks,NBA,2100000,https://www.basketball-reference.com//players/b/blaylmo01.html,15964000
1995,Atlanta Hawks,NBA,2500000,https://www.basketball-reference.com//players/b/blaylmo01.html,23000000
1996,Atlanta Hawks,NBA,2800000,https://www.basketball-reference.com//players/b/blaylmo01.html,24363000
1997,Atlanta Hawks,NBA,3000000,https://www.basketball-reference.com//players/b/blaylmo01.html,26900000
1998,Atlanta Hawks,NBA,3600000,https://www.basketball-reference.com//players/b/blaylmo01.html,30000000
1999,Golden State Warriors,NBA,4200000,https://www.basketball-reference.com//players/b/blaylmo01.html,34000000
2000,Golden State Warriors,NBA,4800000,https://www.basketball-reference.com//players/b/blaylmo01.html,35500000
2001,Golden State Warriors,NBA,5400000,https://www.basketball-reference.com//players/b/blaylmo01.html,42500000
1990,Boston Celtics,NBA,525000,https://www.basketball-reference.com//players/s/smithmi01.html,11871000
1991,Boston Celtics,NBA,625000,https://www.basketball-reference.com//players/s/smithmi01.html,12500000
1992,Boston Celtics,NBA,650000,https://www.basketball-reference.com//players/s/smithmi01.html,14000000
1990,Golden State Warriors,NBA,500000,https://www.basketball-reference.com//players/h/hardati01.html,11871000
1991,Golden State Warriors,NBA,640000,https://www.basketball-reference.com//players/h/hardati01.html,12500000
1992,Golden State Warriors,NBA,690000,https://www.basketball-reference.com//players/h/hardati01.html,14000000
1993,Golden State Warriors,NBA,3340000,https://www.basketball-reference.com//players/h/hardati01.html,15175000
1994,Golden State Warriors,NBA,3703000,https://www.basketball-reference.com//players/h/hardati01.html,15964000
1995,Golden State Warriors,NBA,3728000,https://www.basketball-reference.com//players/h/hardati01.html,23000000
1996,Miami Heat,NBA,2500000,https://www.basketball-reference.com//players/h/hardati01.html,24363000
1997,Miami Heat,NBA,4800000,https://www.basketball-reference.com//players/h/hardati01.html,26900000
1998,Miami Heat,NBA,5600000,https://www.basketball-reference.com//players/h/hardati01.html,30000000
1999,Miami Heat,NBA,4800000,https://www.basketball-reference.com//players/h/hardati01.html,34000000
2000,Miami Heat,NBA,12000000,https://www.basketball-reference.com//players/h/hardati01.html,35500000
2001,Dallas Mavericks,NBA,3360390,https://www.basketball-reference.com//players/h/hardati01.html,42500000
2002,Denver Nuggets,NBA,1000000,https://www.basketball-reference.com//players/h/hardati01.html,40271000
1990,Denver Nuggets,NBA,565000,https://www.basketball-reference.com//players/l/lichtto01.html,11871000
1991,Denver Nuggets,NBA,565000,https://www.basketball-reference.com//players/l/lichtto01.html,12500000
1992,Denver Nuggets,NBA,565180,https://www.basketball-reference.com//players/l/lichtto01.html,14000000
1993,Orlando Magic,NBA,565000,https://www.basketball-reference.com//players/l/lichtto01.html,15175000
1994,Orlando Magic,NBA,200000,https://www.basketball-reference.com//players/l/lichtto01.html,15964000
1990,Seattle SuperSonics,NBA,500000,https://www.basketball-reference.com//players/b/barroda01.html,11871000
1991,Seattle SuperSonics,NBA,500000,https://www.basketball-reference.com//players/b/barroda01.html,12500000
1992,Seattle SuperSonics,NBA,500000,https://www.basketball-reference.com//players/b/barroda01.html,14000000
1993,Philadelphia 76ers,NBA,750000,https://www.basketball-reference.com//players/b/barroda01.html,15175000
1994,Philadelphia 76ers,NBA,937500,https://www.basketball-reference.com//players/b/barroda01.html,15964000
1995,Boston Celtics,NBA,3300000,https://www.basketball-reference.com//players/b/barroda01.html,23000000
1996,Boston Celtics,NBA,3400000,https://www.basketball-reference.com//players/b/barroda01.html,24363000
1997,Boston Celtics,NBA,3400000,https://www.basketball-reference.com//players/b/barroda01.html,26900000
1998,Boston Celtics,NBA,3500000,https://www.basketball-reference.com//players/b/barroda01.html,30000000
1999,Boston Celtics,NBA,3500000,https://www.basketball-reference.com//players/b/barroda01.html,34000000
2000,Detroit Pistons,NBA,3700000,https://www.basketball-reference.com//players/b/barroda01.html,35500000
2001,Detroit Pistons,NBA,1600000,https://www.basketball-reference.com//players/b/barroda01.html,42500000
1990,Seattle SuperSonics,NBA,350000,https://www.basketball-reference.com//players/k/kempsh01.html,11871000
1991,Seattle SuperSonics,NBA,430000,https://www.basketball-reference.com//players/k/kempsh01.html,12500000
1992,Seattle SuperSonics,NBA,650000,https://www.basketball-reference.com//players/k/kempsh01.html,14000000
1993,Seattle SuperSonics,NBA,750000,https://www.basketball-reference.com//players/k/kempsh01.html,15175000
1994,Seattle SuperSonics,NBA,1000000,https://www.basketball-reference.com//players/k/kempsh01.html,15964000
1995,Seattle SuperSonics,NBA,3000000,https://www.basketball-reference.com//players/k/kempsh01.html,23000000
1996,Seattle SuperSonics,NBA,3300000,https://www.basketball-reference.com//players/k/kempsh01.html,24363000
1997,Cleveland Cavaliers,NBA,8600000,https://www.basketball-reference.com//players/k/kempsh01.html,26900000
1998,Cleveland Cavaliers,NBA,9740000,https://www.basketball-reference.com//players/k/kempsh01.html,30000000
1999,Cleveland Cavaliers,NBA,10780000,https://www.basketball-reference.com//players/k/kempsh01.html,34000000
2000,Portland Trail Blazers,NBA,11720000,https://www.basketball-reference.com//players/k/kempsh01.html,35500000
2001,Portland Trail Blazers,NBA,12660000,https://www.basketball-reference.com//players/k/kempsh01.html,42500000
2002,Portland Trail Blazers,NBA,12621028,https://www.basketball-reference.com//players/k/kempsh01.html,40271000
2002,Orlando Magic,NBA,1030000,https://www.basketball-reference.com//players/k/kempsh01.html,40271000
2003,Portland Trail Blazers,NBA,14941935,https://www.basketball-reference.com//players/k/kempsh01.html,43840000
1990,Chicago Bulls,NBA,425000,https://www.basketball-reference.com//players/a/armstbj01.html,11871000
1991,Chicago Bulls,NBA,435000,https://www.basketball-reference.com//players/a/armstbj01.html,12500000
1992,Chicago Bulls,NBA,540000,https://www.basketball-reference.com//players/a/armstbj01.html,14000000
1993,Chicago Bulls,NBA,620000,https://www.basketball-reference.com//players/a/armstbj01.html,15175000
1994,Chicago Bulls,NBA,2800000,https://www.basketball-reference.com//players/a/armstbj01.html,15964000
1995,Golden State Warriors,NBA,2400000,https://www.basketball-reference.com//players/a/armstbj01.html,23000000
1996,Golden State Warriors,NBA,2400000,https://www.basketball-reference.com//players/a/armstbj01.html,24363000
1997,Golden State Warriors,NBA,2600000,https://www.basketball-reference.com//players/a/armstbj01.html,26900000
1998,Los Angeles Lakers,NBA,2800000,https://www.basketball-reference.com//players/a/armstbj01.html,30000000
1998,Orlando Magic,NBA,850000,https://www.basketball-reference.com//players/a/armstbj01.html,30000000
1999,Chicago Bulls,NBA,510000,https://www.basketball-reference.com//players/a/armstbj01.html,34000000
1990,Philadelphia 76ers,NBA,400000,https://www.basketball-reference.com//players/p/payneke01.html,11871000
1991,Philadelphia 76ers,NBA,410000,https://www.basketball-reference.com//players/p/payneke01.html,12500000
1992,Philadelphia 76ers,NBA,500000,https://www.basketball-reference.com//players/p/payneke01.html,14000000
1991,Miami Heat,NBA,385000,https://www.basketball-reference.com//players/s/sandeje01.html,12500000
1992,Atlanta Hawks,NBA,250000,https://www.basketball-reference.com//players/s/sandeje01.html,14000000
1998,Chicago Bulls,NBA,475000,https://www.basketball-reference.com//players/s/sandeje01.html,30000000
1990,Utah Jazz,NBA,360000,https://www.basketball-reference.com//players/e/edwarbl01.html,11871000
1991,Utah Jazz,NBA,390000,https://www.basketball-reference.com//players/e/edwarbl01.html,12500000
1992,Milwaukee Bucks,NBA,475000,https://www.basketball-reference.com//players/e/edwarbl01.html,14000000
1993,Milwaukee Bucks,NBA,1500000,https://www.basketball-reference.com//players/e/edwarbl01.html,15175000
1994,Boston Celtics,NBA,1700000,https://www.basketball-reference.com//players/e/edwarbl01.html,15964000
1995,Vancouver Grizzlies,NBA,1900000,https://www.basketball-reference.com//players/e/edwarbl01.html,23000000
1996,Vancouver Grizzlies,NBA,2100000,https://www.basketball-reference.com//players/e/edwarbl01.html,24363000
1997,Vancouver Grizzlies,NBA,2300000,https://www.basketball-reference.com//players/e/edwarbl01.html,26900000
1998,Miami Heat,NBA,850000,https://www.basketball-reference.com//players/e/edwarbl01.html,30000000
1999,Miami Heat,NBA,510000,https://www.basketball-reference.com//players/e/edwarbl01.html,34000000
1990,Washington Bullets,NBA,375000,https://www.basketball-reference.com//players/i/irvinby01.html,11871000
1990,Denver Nuggets,NBA,370000,https://www.basketball-reference.com//players/c/cookan01.html,11871000
1991,Denver Nuggets,NBA,480000,https://www.basketball-reference.com//players/c/cookan01.html,12500000
1992,Denver Nuggets,NBA,570000,https://www.basketball-reference.com//players/c/cookan01.html,14000000
1993,Milwaukee Bucks,NBA,650000,https://www.basketball-reference.com//players/c/cookan01.html,15175000
1995,Portland Trail Blazers,NBA,225000,https://www.basketball-reference.com//players/c/cookan01.html,23000000
1990,Cleveland Cavaliers,NBA,350000,https://www.basketball-reference.com//players/m/mortojo01.html,11871000
1991,Cleveland Cavaliers,NBA,450000,https://www.basketball-reference.com//players/m/mortojo01.html,12500000
1999,Golden State Warriors,NBA,6735,https://www.basketball-reference.com//players/m/mortojo01.html,34000000
1990,Los Angeles Lakers,NBA,770000,https://www.basketball-reference.com//players/d/divacvl01.html,11871000
1991,Los Angeles Lakers,NBA,942000,https://www.basketball-reference.com//players/d/divacvl01.html,12500000
1992,Los Angeles Lakers,NBA,3633000,https://www.basketball-reference.com//players/d/divacvl01.html,14000000
1993,Los Angeles Lakers,NBA,4133000,https://www.basketball-reference.com//players/d/divacvl01.html,15175000
1994,Los Angeles Lakers,NBA,3333300,https://www.basketball-reference.com//players/d/divacvl01.html,15964000
1995,Los Angeles Lakers,NBA,3333000,https://www.basketball-reference.com//players/d/divacvl01.html,23000000
1996,Charlotte Hornets,NBA,4718000,https://www.basketball-reference.com//players/d/divacvl01.html,24363000
1997,Charlotte Hornets,NBA,4833333,https://www.basketball-reference.com//players/d/divacvl01.html,26900000
1998,Sacramento Kings,NBA,8300000,https://www.basketball-reference.com//players/d/divacvl01.html,30000000
1999,Sacramento Kings,NBA,8837774,https://www.basketball-reference.com//players/d/divacvl01.html,34000000
2000,Sacramento Kings,NBA,9640000,https://www.basketball-reference.com//players/d/divacvl01.html,35500000
2001,Sacramento Kings,NBA,10444642,https://www.basketball-reference.com//players/d/divacvl01.html,42500000
2002,Sacramento Kings,NBA,11248076,https://www.basketball-reference.com//players/d/divacvl01.html,40271000
2003,Sacramento Kings,NBA,12051510,https://www.basketball-reference.com//players/d/divacvl01.html,43840000
2004,Los Angeles Lakers,NBA,4903000,https://www.basketball-reference.com//players/d/divacvl01.html,43870000
2005,Los Angeles Lakers,NBA,2000000,https://www.basketball-reference.com//players/d/divacvl01.html,49500000
1990,Denver Nuggets,NBA,350000,https://www.basketball-reference.com//players/b/battlke01.html,11871000
1992,Boston Celtics,NBA,140000,https://www.basketball-reference.com//players/b/battlke01.html,14000000
1990,Miami Heat,NBA,325000,https://www.basketball-reference.com//players/d/douglsh01.html,11871000
1991,Miami Heat,NBA,1250000,https://www.basketball-reference.com//players/d/douglsh01.html,12500000
1992,Boston Celtics,NBA,1869000,https://www.basketball-reference.com//players/d/douglsh01.html,14000000
1993,Boston Celtics,NBA,2300000,https://www.basketball-reference.com//players/d/douglsh01.html,15175000
1994,Boston Celtics,NBA,2731000,https://www.basketball-reference.com//players/d/douglsh01.html,15964000
1995,Milwaukee Bucks,NBA,3163000,https://www.basketball-reference.com//players/d/douglsh01.html,23000000
1996,Milwaukee Bucks,NBA,3594000,https://www.basketball-reference.com//players/d/douglsh01.html,24363000
1997,Denver Nuggets,NBA,4025000,https://www.basketball-reference.com//players/d/douglsh01.html,26900000
1997,New Jersey Nets,NBA,272250,https://www.basketball-reference.com//players/d/douglsh01.html,26900000
1998,Los Angeles Clippers,NBA,2200000,https://www.basketball-reference.com//players/d/douglsh01.html,30000000
1999,New Jersey Nets,NBA,1000000,https://www.basketball-reference.com//players/d/douglsh01.html,34000000
2000,New Jersey Nets,NBA,1100000,https://www.basketball-reference.com//players/d/douglsh01.html,35500000
1990,Milwaukee Bucks,NBA,225000,https://www.basketball-reference.com//players/k/kornefr01.html,11871000
1990,Los Angeles Clippers,NBA,210000,https://www.basketball-reference.com//players/m/martije01.html,11871000
1990,Atlanta Hawks,NBA,200000,https://www.basketball-reference.com//players/l/leonaga01.html,11871000
1991,Atlanta Hawks,NBA,130000,https://www.basketball-reference.com//players/l/leonaga01.html,12500000
1994,Minnesota Timberwolves,NBA,126000,https://www.basketball-reference.com//players/d/durhapa01.html,15964000
1990,Portland Trail Blazers,NBA,250000,https://www.basketball-reference.com//players/r/robincl02.html,11871000
1991,Portland Trail Blazers,NBA,474000,https://www.basketball-reference.com//players/r/robincl02.html,12500000
1992,Portland Trail Blazers,NBA,1665000,https://www.basketball-reference.com//players/r/robincl02.html,14000000
1993,Portland Trail Blazers,NBA,2336000,https://www.basketball-reference.com//players/r/robincl02.html,15175000
1994,Portland Trail Blazers,NBA,2732000,https://www.basketball-reference.com//players/r/robincl02.html,15964000
1995,Portland Trail Blazers,NBA,3018000,https://www.basketball-reference.com//players/r/robincl02.html,23000000
1996,Portland Trail Blazers,NBA,2924000,https://www.basketball-reference.com//players/r/robincl02.html,24363000
1997,Phoenix Suns,NBA,1000000,https://www.basketball-reference.com//players/r/robincl02.html,26900000
1998,Phoenix Suns,NBA,3500000,https://www.basketball-reference.com//players/r/robincl02.html,30000000
1999,Phoenix Suns,NBA,6125000,https://www.basketball-reference.com//players/r/robincl02.html,34000000
2000,Phoenix Suns,NBA,6890000,https://www.basketball-reference.com//players/r/robincl02.html,35500000
2001,Detroit Pistons,NBA,7656250,https://www.basketball-reference.com//players/r/robincl02.html,42500000
2002,Detroit Pistons,NBA,8421875,https://www.basketball-reference.com//players/r/robincl02.html,40271000
2003,Golden State Warriors,NBA,4700000,https://www.basketball-reference.com//players/r/robincl02.html,43840000
2004,Golden State Warriors,NBA,5287500,https://www.basketball-reference.com//players/r/robincl02.html,43870000
2005,New Jersey Nets,NBA,2500000,https://www.basketball-reference.com//players/r/robincl02.html,49500000
2006,New Jersey Nets,NBA,1600000,https://www.basketball-reference.com//players/r/robincl02.html,53135000
2007,New Jersey Nets,NBA,500000,https://www.basketball-reference.com//players/r/robincl02.html,55630000
1990,Orlando Magic,NBA,200000,https://www.basketball-reference.com//players/a/anslemi01.html,11871000
1990,Minnesota Timberwolves,NBA,230000,https://www.basketball-reference.com//players/w/westdo01.html,11871000
1991,Minnesota Timberwolves,NBA,310000,https://www.basketball-reference.com//players/w/westdo01.html,12500000
1992,Minnesota Timberwolves,NBA,1275000,https://www.basketball-reference.com//players/w/westdo01.html,14000000
1993,Minnesota Timberwolves,NBA,1275000,https://www.basketball-reference.com//players/w/westdo01.html,15175000
1994,Minnesota Timberwolves,NBA,1275000,https://www.basketball-reference.com//players/w/westdo01.html,15964000
1995,Minnesota Timberwolves,NBA,1900000,https://www.basketball-reference.com//players/w/westdo01.html,23000000
1996,Minnesota Timberwolves,NBA,2155000,https://www.basketball-reference.com//players/w/westdo01.html,24363000
1997,Minnesota Timberwolves,NBA,2535000,https://www.basketball-reference.com//players/w/westdo01.html,26900000
1998,Vancouver Grizzlies,NBA,2915000,https://www.basketball-reference.com//players/w/westdo01.html,30000000
1999,Vancouver Grizzlies,NBA,3295000,https://www.basketball-reference.com//players/w/westdo01.html,34000000
2000,Vancouver Grizzlies,NBA,3680000,https://www.basketball-reference.com//players/w/westdo01.html,35500000
1992,Boston Celtics,NBA,711000,https://www.basketball-reference.com//players/r/radjadi01.html,14000000
