season,teams,lg,salary,link,salary_cap
2012,Phoenix Suns,NBA,3500000,https://www.basketball-reference.com//players/b/brownsh01.html,58044000
2013,Phoenix Suns,NBA,3500000,https://www.basketball-reference.com//players/b/brownsh01.html,58679000
2006,Los Angeles Lakers,NBA,939120,https://www.basketball-reference.com//players/f/farmajo01.html,53135000
2007,Los Angeles Lakers,NBA,1009560,https://www.basketball-reference.com//players/f/farmajo01.html,55630000
2008,Los Angeles Lakers,NBA,1080000,https://www.basketball-reference.com//players/f/farmajo01.html,58680000
2009,Los Angeles Lakers,NBA,1947240,https://www.basketball-reference.com//players/f/farmajo01.html,57700000
2010,New Jersey Nets,NBA,3750000,https://www.basketball-reference.com//players/f/farmajo01.html,58044000
2011,New Jersey Nets,NBA,4000000,https://www.basketball-reference.com//players/f/farmajo01.html,58044000
2012,Atlanta Hawks,NBA,1500000,https://www.basketball-reference.com//players/f/farmajo01.html,58044000
2013,Los Angeles Lakers,NBA,1106941,https://www.basketball-reference.com//players/f/farmajo01.html,58679000
2014,Los Angeles Clippers,NBA,2077000,https://www.basketball-reference.com//players/f/farmajo01.html,63065000
2015,Memphis Grizzlies,NBA,191456,https://www.basketball-reference.com//players/f/farmajo01.html,70000000
2016,Los Angeles Clippers,NBA,510921,https://www.basketball-reference.com//players/f/farmajo01.html,94143000
2016,Sacramento Kings,NBA,82979,https://www.basketball-reference.com//players/f/farmajo01.html,94143000
2017,Los Angeles Clippers,NBA,510921,https://www.basketball-reference.com//players/f/farmajo01.html,99093000
2006,Portland Trail Blazers,NBA,912000,https://www.basketball-reference.com//players/r/rodrise01.html,53135000
2007,Portland Trail Blazers,NBA,817000,https://www.basketball-reference.com//players/r/rodrise01.html,55630000
2008,Portland Trail Blazers,NBA,1048800,https://www.basketball-reference.com//players/r/rodrise01.html,58680000
2009,New York Knicks,NBA,1892035,https://www.basketball-reference.com//players/r/rodrise01.html,57700000
2016,Philadelphia 76ers,NBA,8000000,https://www.basketball-reference.com//players/r/rodrise01.html,94143000
2006,Dallas Mavericks,NBA,906480,https://www.basketball-reference.com//players/a/agerma01.html,53135000
2007,New Jersey Nets,NBA,974400,https://www.basketball-reference.com//players/a/agerma01.html,55630000
2008,New Jersey Nets,NBA,1042440,https://www.basketball-reference.com//players/a/agerma01.html,58680000
2010,Minnesota Timberwolves,NBA,83305,https://www.basketball-reference.com//players/a/agerma01.html,58044000
2006,New York Knicks,NBA,899880,https://www.basketball-reference.com//players/c/collima01.html,53135000
2007,New York Knicks,NBA,967320,https://www.basketball-reference.com//players/c/collima01.html,55630000
2008,Los Angeles Clippers,NBA,1034760,https://www.basketball-reference.com//players/c/collima01.html,58680000
2009,Los Angeles Clippers,NBA,1867742,https://www.basketball-reference.com//players/c/collima01.html,57700000
2012,Portland Trail Blazers,NBA,3013512,https://www.basketball-reference.com//players/f/freeljo01.html,58044000
2013,Portland Trail Blazers,NBA,2897976,https://www.basketball-reference.com//players/f/freeljo01.html,58679000
2014,Portland Trail Blazers,NBA,3013512,https://www.basketball-reference.com//players/f/freeljo01.html,63065000
2006,Indiana Pacers,NBA,412718,https://www.basketball-reference.com//players/w/whiteja02.html,53135000
2006,San Antonio Spurs,NBA,405435,https://www.basketball-reference.com//players/w/whiteja02.html,53135000
2012,New York Knicks,NBA,854389,https://www.basketball-reference.com//players/w/whiteja02.html,58044000
2006,Houston Rockets,NBA,600000,https://www.basketball-reference.com//players/n/novakst01.html,53135000
2007,Houston Rockets,NBA,687456,https://www.basketball-reference.com//players/n/novakst01.html,55630000
2008,Los Angeles Clippers,NBA,797581,https://www.basketball-reference.com//players/n/novakst01.html,58680000
2009,Los Angeles Clippers,NBA,855189,https://www.basketball-reference.com//players/n/novakst01.html,57700000
2010,Dallas Mavericks,NBA,384766,https://www.basketball-reference.com//players/n/novakst01.html,58044000
2010,San Antonio Spurs,NBA,350179,https://www.basketball-reference.com//players/n/novakst01.html,58044000
2011,New York Knicks,NBA,992680,https://www.basketball-reference.com//players/n/novakst01.html,58044000
2012,New York Knicks,NBA,4054055,https://www.basketball-reference.com//players/n/novakst01.html,58044000
2013,Toronto Raptors,NBA,3750000,https://www.basketball-reference.com//players/n/novakst01.html,58679000
2014,Oklahoma City Thunder,NBA,3445946,https://www.basketball-reference.com//players/n/novakst01.html,63065000
2015,Denver Nuggets,NBA,3750000,https://www.basketball-reference.com//players/n/novakst01.html,70000000
2015,Milwaukee Bucks,NBA,416886,https://www.basketball-reference.com//players/n/novakst01.html,70000000
2016,Milwaukee Bucks,NBA,1551659,https://www.basketball-reference.com//players/n/novakst01.html,94143000
2006,Atlanta Hawks,NBA,675000,https://www.basketball-reference.com//players/j/jonesso01.html,53135000
2007,Atlanta Hawks,NBA,729000,https://www.basketball-reference.com//players/j/jonesso01.html,55630000
2008,Atlanta Hawks,NBA,797581,https://www.basketball-reference.com//players/j/jonesso01.html,58680000
2009,Indiana Pacers,NBA,1620000,https://www.basketball-reference.com//players/j/jonesso01.html,57700000
2010,Indiana Pacers,NBA,1500000,https://www.basketball-reference.com//players/j/jonesso01.html,58044000
2011,Los Angeles Clippers,NBA,280234,https://www.basketball-reference.com//players/j/jonesso01.html,58044000
2011,New Orleans Hornets,NBA,160119,https://www.basketball-reference.com//players/j/jonesso01.html,58044000
2006,Los Angeles Clippers,NBA,412718,https://www.basketball-reference.com//players/d/davispa01.html,53135000
2007,Los Angeles Clippers,NBA,687456,https://www.basketball-reference.com//players/d/davispa01.html,55630000
2008,Los Angeles Clippers,NBA,328416,https://www.basketball-reference.com//players/d/davispa01.html,58680000
2009,Washington Wizards,NBA,80488,https://www.basketball-reference.com//players/d/davispa01.html,57700000
2006,Toronto Raptors,NBA,412718,https://www.basketball-reference.com//players/t/tuckepj01.html,53135000
2012,Phoenix Suns,NBA,762195,https://www.basketball-reference.com//players/t/tuckepj01.html,58044000
2013,Phoenix Suns,NBA,884293,https://www.basketball-reference.com//players/t/tuckepj01.html,58679000
2014,Phoenix Suns,NBA,5700000,https://www.basketball-reference.com//players/t/tuckepj01.html,63065000
2015,Phoenix Suns,NBA,5500000,https://www.basketball-reference.com//players/t/tuckepj01.html,70000000
2016,Toronto Raptors,NBA,5300000,https://www.basketball-reference.com//players/t/tuckepj01.html,94143000
2017,Houston Rockets,NBA,7590035,https://www.basketball-reference.com//players/t/tuckepj01.html,99093000
2018,Houston Rockets,NBA,7969537,https://www.basketball-reference.com//players/t/tuckepj01.html,101869000
2019,Houston Rockets,NBA,8349039,https://www.basketball-reference.com//players/t/tuckepj01.html,109140000
2020,Milwaukee Bucks,NBA,7969537,https://www.basketball-reference.com//players/t/tuckepj01.html,109140000
2006,Minnesota Timberwolves,NBA,412718,https://www.basketball-reference.com//players/s/smithcr01.html,53135000
2007,Minnesota Timberwolves,NBA,687456,https://www.basketball-reference.com//players/s/smithcr01.html,55630000
2008,Minnesota Timberwolves,NBA,2500000,https://www.basketball-reference.com//players/s/smithcr01.html,58680000
2009,Los Angeles Clippers,NBA,2500000,https://www.basketball-reference.com//players/s/smithcr01.html,57700000
2010,Los Angeles Clippers,NBA,2300000,https://www.basketball-reference.com//players/s/smithcr01.html,58044000
2011,Portland Trail Blazers,NBA,992680,https://www.basketball-reference.com//players/s/smithcr01.html,58044000
2006,Philadelphia 76ers,NBA,412718,https://www.basketball-reference.com//players/j/jonesbo02.html,53135000
2007,Denver Nuggets,NBA,687456,https://www.basketball-reference.com//players/j/jonesbo02.html,55630000
2007,Memphis Grizzlies,NBA,85932,https://www.basketball-reference.com//players/j/jonesbo02.html,55630000
2007,Golden State Warriors,NBA,1800000,https://www.basketball-reference.com//players/p/perovko01.html,55630000
2006,Milwaukee Bucks,NBA,412718,https://www.basketball-reference.com//players/n/noelda01.html,53135000
2007,Milwaukee Bucks,NBA,687456,https://www.basketball-reference.com//players/n/noelda01.html,55630000
2006,Orlando Magic,NBA,412718,https://www.basketball-reference.com//players/a/augusja01.html,53135000
2007,Orlando Magic,NBA,687456,https://www.basketball-reference.com//players/a/augusja01.html,55630000
2006,Cleveland Cavaliers,NBA,412718,https://www.basketball-reference.com//players/g/gibsoda01.html,53135000
2007,Cleveland Cavaliers,NBA,687456,https://www.basketball-reference.com//players/g/gibsoda01.html,55630000
2008,Cleveland Cavaliers,NBA,3700000,https://www.basketball-reference.com//players/g/gibsoda01.html,58680000
2009,Cleveland Cavaliers,NBA,4088500,https://www.basketball-reference.com//players/g/gibsoda01.html,57700000
2010,Cleveland Cavaliers,NBA,4015334,https://www.basketball-reference.com//players/g/gibsoda01.html,58044000
2011,Cleveland Cavaliers,NBA,4403834,https://www.basketball-reference.com//players/g/gibsoda01.html,58044000
2012,Cleveland Cavaliers,NBA,4792332,https://www.basketball-reference.com//players/g/gibsoda01.html,58044000
2006,New Orleans/Oklahoma City Hornets,NBA,412718,https://www.basketball-reference.com//players/v/vincima01.html,53135000
2007,Memphis Grizzlies,NBA,687456,https://www.basketball-reference.com//players/v/vincima01.html,55630000
2006,Memphis Grizzlies,NBA,412718,https://www.basketball-reference.com//players/j/johnsal01.html,53135000
2007,Miami Heat,NBA,687456,https://www.basketball-reference.com//players/j/johnsal01.html,55630000
2006,Utah Jazz,NBA,412718,https://www.basketball-reference.com//players/b/brownde03.html,53135000
2008,Washington Wizards,NBA,184157,https://www.basketball-reference.com//players/b/brownde03.html,58680000
2008,Phoenix Suns,NBA,54410,https://www.basketball-reference.com//players/b/brownde03.html,58680000
2006,Utah Jazz,NBA,625000,https://www.basketball-reference.com//players/m/millspa01.html,53135000
2007,Utah Jazz,NBA,687456,https://www.basketball-reference.com//players/m/millspa01.html,55630000
2008,Utah Jazz,NBA,797581,https://www.basketball-reference.com//players/m/millspa01.html,58680000
2009,Utah Jazz,NBA,7692932,https://www.basketball-reference.com//players/m/millspa01.html,57700000
2010,Utah Jazz,NBA,7600000,https://www.basketball-reference.com//players/m/millspa01.html,58044000
2011,Utah Jazz,NBA,8103435,https://www.basketball-reference.com//players/m/millspa01.html,58044000
2012,Utah Jazz,NBA,8603633,https://www.basketball-reference.com//players/m/millspa01.html,58044000
2013,Atlanta Hawks,NBA,9500000,https://www.basketball-reference.com//players/m/millspa01.html,58679000
2014,Atlanta Hawks,NBA,9500000,https://www.basketball-reference.com//players/m/millspa01.html,63065000
2015,Atlanta Hawks,NBA,19000000,https://www.basketball-reference.com//players/m/millspa01.html,70000000
2016,Atlanta Hawks,NBA,20072033,https://www.basketball-reference.com//players/m/millspa01.html,94143000
2017,Denver Nuggets,NBA,31269231,https://www.basketball-reference.com//players/m/millspa01.html,99093000
2018,Denver Nuggets,NBA,29230769,https://www.basketball-reference.com//players/m/millspa01.html,101869000
2019,Denver Nuggets,NBA,30000000,https://www.basketball-reference.com//players/m/millspa01.html,109140000
2020,Denver Nuggets,NBA,10000000,https://www.basketball-reference.com//players/m/millspa01.html,109140000
2006,Boston Celtics,NBA,432000,https://www.basketball-reference.com//players/p/powele01.html,53135000
2007,Boston Celtics,NBA,687456,https://www.basketball-reference.com//players/p/powele01.html,55630000
2008,Boston Celtics,NBA,797581,https://www.basketball-reference.com//players/p/powele01.html,58680000
2009,Cleveland Cavaliers,NBA,855189,https://www.basketball-reference.com//players/p/powele01.html,57700000
2010,Cleveland Cavaliers,NBA,915852,https://www.basketball-reference.com//players/p/powele01.html,58044000
2006,Charlotte Bobcats,NBA,412718,https://www.basketball-reference.com//players/h/holliry01.html,53135000
2007,Charlotte Bobcats,NBA,687456,https://www.basketball-reference.com//players/h/holliry01.html,55630000
2008,Dallas Mavericks,NBA,972581,https://www.basketball-reference.com//players/h/holliry01.html,58680000
2009,Minnesota Timberwolves,NBA,2183333,https://www.basketball-reference.com//players/h/holliry01.html,57700000
2010,Cleveland Cavaliers,NBA,2333333,https://www.basketball-reference.com//players/h/holliry01.html,58044000
2011,Cleveland Cavaliers,NBA,2483333,https://www.basketball-reference.com//players/h/holliry01.html,58044000
2012,Los Angeles Clippers,NBA,1069509,https://www.basketball-reference.com//players/h/holliry01.html,58044000
2013,Los Angeles Clippers,NBA,1186459,https://www.basketball-reference.com//players/h/holliry01.html,58679000
2014,Sacramento Kings,NBA,1316809,https://www.basketball-reference.com//players/h/holliry01.html,63065000
2015,Memphis Grizzlies,NBA,593056,https://www.basketball-reference.com//players/h/holliry01.html,70000000
2015,Washington Wizards,NBA,176375,https://www.basketball-reference.com//players/h/holliry01.html,70000000
2007,Detroit Pistons,NBA,427163,https://www.basketball-reference.com//players/s/sambch01.html,55630000
2008,Los Angeles Clippers,NBA,797581,https://www.basketball-reference.com//players/s/sambch01.html,58680000
2007,Los Angeles Clippers,NBA,56065,https://www.basketball-reference.com//players/d/diazgu01.html,55630000
2006,New Jersey Nets,NBA,412718,https://www.basketball-reference.com//players/a/adamsha01.html,53135000
2008,Los Angeles Clippers,NBA,297163,https://www.basketball-reference.com//players/a/adamsha01.html,58680000
2006,Milwaukee Bucks,NBA,412718,https://www.basketball-reference.com//players/m/markoda01.html,53135000
2006,Detroit Pistons,NBA,412718,https://www.basketball-reference.com//players/b/blalowi01.html,53135000
2007,Portland Trail Blazers,NBA,4662000,https://www.basketball-reference.com//players/o/odengr01.html,55630000
2008,Portland Trail Blazers,NBA,5011680,https://www.basketball-reference.com//players/o/odengr01.html,58680000
2009,Portland Trail Blazers,NBA,5361240,https://www.basketball-reference.com//players/o/odengr01.html,57700000
2010,Portland Trail Blazers,NBA,6760524,https://www.basketball-reference.com//players/o/odengr01.html,58044000
2011,Portland Trail Blazers,NBA,1500000,https://www.basketball-reference.com//players/o/odengr01.html,58044000
2013,Miami Heat,NBA,1027424,https://www.basketball-reference.com//players/o/odengr01.html,58679000
2007,Seattle SuperSonics,NBA,4171200,https://www.basketball-reference.com//players/d/duranke01.html,55630000
2008,Oklahoma City Thunder,NBA,4484040,https://www.basketball-reference.com//players/d/duranke01.html,58680000
2009,Oklahoma City Thunder,NBA,4796880,https://www.basketball-reference.com//players/d/duranke01.html,57700000
2010,Oklahoma City Thunder,NBA,6053663,https://www.basketball-reference.com//players/d/duranke01.html,58044000
2011,Oklahoma City Thunder,NBA,15506632,https://www.basketball-reference.com//players/d/duranke01.html,58044000
2012,Oklahoma City Thunder,NBA,16669630,https://www.basketball-reference.com//players/d/duranke01.html,58044000
2013,Oklahoma City Thunder,NBA,17832627,https://www.basketball-reference.com//players/d/duranke01.html,58679000
2014,Oklahoma City Thunder,NBA,18995624,https://www.basketball-reference.com//players/d/duranke01.html,63065000
2015,Oklahoma City Thunder,NBA,20158622,https://www.basketball-reference.com//players/d/duranke01.html,70000000
2016,Golden State Warriors,NBA,26540100,https://www.basketball-reference.com//players/d/duranke01.html,94143000
2017,Golden State Warriors,NBA,25000000,https://www.basketball-reference.com//players/d/duranke01.html,99093000
2018,Golden State Warriors,NBA,30000000,https://www.basketball-reference.com//players/d/duranke01.html,101869000
2019,Brooklyn Nets,NBA,37199000,https://www.basketball-reference.com//players/d/duranke01.html,109140000
2020,Brooklyn Nets,NBA,40108950,https://www.basketball-reference.com//players/d/duranke01.html,109140000
2007,Atlanta Hawks,NBA,3745800,https://www.basketball-reference.com//players/h/horfoal01.html,55630000
2008,Atlanta Hawks,NBA,4026720,https://www.basketball-reference.com//players/h/horfoal01.html,58680000
2009,Atlanta Hawks,NBA,4307640,https://www.basketball-reference.com//players/h/horfoal01.html,57700000
2010,Atlanta Hawks,NBA,5444857,https://www.basketball-reference.com//players/h/horfoal01.html,58044000
2011,Atlanta Hawks,NBA,12000000,https://www.basketball-reference.com//players/h/horfoal01.html,58044000
2012,Atlanta Hawks,NBA,12000000,https://www.basketball-reference.com//players/h/horfoal01.html,58044000
2013,Atlanta Hawks,NBA,12000000,https://www.basketball-reference.com//players/h/horfoal01.html,58679000
2014,Atlanta Hawks,NBA,12000000,https://www.basketball-reference.com//players/h/horfoal01.html,63065000
2015,Atlanta Hawks,NBA,12000000,https://www.basketball-reference.com//players/h/horfoal01.html,70000000
2016,Boston Celtics,NBA,26540100,https://www.basketball-reference.com//players/h/horfoal01.html,94143000
2017,Boston Celtics,NBA,27734405,https://www.basketball-reference.com//players/h/horfoal01.html,99093000
2018,Boston Celtics,NBA,28928710,https://www.basketball-reference.com//players/h/horfoal01.html,101869000
2019,Philadelphia 76ers,NBA,28000000,https://www.basketball-reference.com//players/h/horfoal01.html,109140000
2020,Oklahoma City Thunder,NBA,27500000,https://www.basketball-reference.com//players/h/horfoal01.html,109140000
2007,Memphis Grizzlies,NBA,3377160,https://www.basketball-reference.com//players/c/conlemi01.html,55630000
2008,Memphis Grizzlies,NBA,3630480,https://www.basketball-reference.com//players/c/conlemi01.html,58680000
2009,Memphis Grizzlies,NBA,3883800,https://www.basketball-reference.com//players/c/conlemi01.html,57700000
2010,Memphis Grizzlies,NBA,4913007,https://www.basketball-reference.com//players/c/conlemi01.html,58044000
2011,Memphis Grizzlies,NBA,6611571,https://www.basketball-reference.com//players/c/conlemi01.html,58044000
2012,Memphis Grizzlies,NBA,7305786,https://www.basketball-reference.com//players/c/conlemi01.html,58044000
2013,Memphis Grizzlies,NBA,8000001,https://www.basketball-reference.com//players/c/conlemi01.html,58679000
2014,Memphis Grizzlies,NBA,8894216,https://www.basketball-reference.com//players/c/conlemi01.html,63065000
2015,Memphis Grizzlies,NBA,9588426,https://www.basketball-reference.com//players/c/conlemi01.html,70000000
2016,Memphis Grizzlies,NBA,26540100,https://www.basketball-reference.com//players/c/conlemi01.html,94143000
2017,Memphis Grizzlies,NBA,28530608,https://www.basketball-reference.com//players/c/conlemi01.html,99093000
2018,Memphis Grizzlies,NBA,30521116,https://www.basketball-reference.com//players/c/conlemi01.html,101869000
2019,Utah Jazz,NBA,32511623,https://www.basketball-reference.com//players/c/conlemi01.html,109140000
2020,Utah Jazz,NBA,34504132,https://www.basketball-reference.com//players/c/conlemi01.html,109140000
2007,Seattle SuperSonics,NBA,3058200,https://www.basketball-reference.com//players/g/greenje02.html,55630000
2008,Oklahoma City Thunder,NBA,3287640,https://www.basketball-reference.com//players/g/greenje02.html,58680000
2009,Oklahoma City Thunder,NBA,3516960,https://www.basketball-reference.com//players/g/greenje02.html,57700000
2010,Boston Celtics,NBA,4455988,https://www.basketball-reference.com//players/g/greenje02.html,58044000
2012,Boston Celtics,NBA,8385000,https://www.basketball-reference.com//players/g/greenje02.html,58044000
2013,Boston Celtics,NBA,8965000,https://www.basketball-reference.com//players/g/greenje02.html,58679000
2014,Memphis Grizzlies,NBA,9445000,https://www.basketball-reference.com//players/g/greenje02.html,63065000
2015,Los Angeles Clippers,NBA,9200000,https://www.basketball-reference.com//players/g/greenje02.html,70000000
2016,Orlando Magic,NBA,15000000,https://www.basketball-reference.com//players/g/greenje02.html,94143000
2017,Cleveland Cavaliers,NBA,2116955,https://www.basketball-reference.com//players/g/greenje02.html,99093000
2018,Washington Wizards,NBA,2393887,https://www.basketball-reference.com//players/g/greenje02.html,101869000
2019,Utah Jazz,NBA,2564753,https://www.basketball-reference.com//players/g/greenje02.html,109140000
2019,Houston Rockets,NBA,840427,https://www.basketball-reference.com//players/g/greenje02.html,109140000
2020,Brooklyn Nets,NBA,2564753,https://www.basketball-reference.com//players/g/greenje02.html,109140000
2007,Milwaukee Bucks,NBA,2777760,https://www.basketball-reference.com//players/j/jianlyi01.html,55630000
2008,New Jersey Nets,NBA,2986080,https://www.basketball-reference.com//players/j/jianlyi01.html,58680000
2009,New Jersey Nets,NBA,3194400,https://www.basketball-reference.com//players/j/jianlyi01.html,57700000
2010,Washington Wizards,NBA,4050499,https://www.basketball-reference.com//players/j/jianlyi01.html,58044000
2011,Dallas Mavericks,NBA,827197,https://www.basketball-reference.com//players/j/jianlyi01.html,58044000
2016,Los Angeles Lakers,NBA,250000,https://www.basketball-reference.com//players/j/jianlyi01.html,94143000
2007,Minnesota Timberwolves,NBA,2535720,https://www.basketball-reference.com//players/b/breweco01.html,55630000
2008,Minnesota Timberwolves,NBA,2725920,https://www.basketball-reference.com//players/b/breweco01.html,58680000
2009,Minnesota Timberwolves,NBA,2916120,https://www.basketball-reference.com//players/b/breweco01.html,57700000
2010,New York Knicks,NBA,3703472,https://www.basketball-reference.com//players/b/breweco01.html,58044000
2011,Denver Nuggets,NBA,3059000,https://www.basketball-reference.com//players/b/breweco01.html,58044000
2012,Denver Nuggets,NBA,3243000,https://www.basketball-reference.com//players/b/breweco01.html,58044000
2013,Minnesota Timberwolves,NBA,4500000,https://www.basketball-reference.com//players/b/breweco01.html,58679000
2014,Houston Rockets,NBA,4702500,https://www.basketball-reference.com//players/b/breweco01.html,63065000
2015,Houston Rockets,NBA,8200000,https://www.basketball-reference.com//players/b/breweco01.html,70000000
2016,Los Angeles Lakers,NBA,7600000,https://www.basketball-reference.com//players/b/breweco01.html,94143000
2017,Los Angeles Lakers,NBA,6879366,https://www.basketball-reference.com//players/b/breweco01.html,99093000
2017,Oklahoma City Thunder,NBA,340829,https://www.basketball-reference.com//players/b/breweco01.html,99093000
2018,Sacramento Kings,NBA,2270496,https://www.basketball-reference.com//players/b/breweco01.html,101869000
2018,Philadelphia 76ers,NBA,270496,https://www.basketball-reference.com//players/b/breweco01.html,101869000
2019,Sacramento Kings,NBA,289803,https://www.basketball-reference.com//players/b/breweco01.html,109140000
2007,Golden State Warriors,NBA,2323080,https://www.basketball-reference.com//players/w/wrighbr03.html,55630000
2008,Golden State Warriors,NBA,2497320,https://www.basketball-reference.com//players/w/wrighbr03.html,58680000
2009,Golden State Warriors,NBA,2671440,https://www.basketball-reference.com//players/w/wrighbr03.html,57700000
2010,New Jersey Nets,NBA,3398072,https://www.basketball-reference.com//players/w/wrighbr03.html,58044000
2013,Dallas Mavericks,NBA,5000000,https://www.basketball-reference.com//players/w/wrighbr03.html,58679000
2014,Phoenix Suns,NBA,5000000,https://www.basketball-reference.com//players/w/wrighbr03.html,63065000
2015,Memphis Grizzlies,NBA,5500000,https://www.basketball-reference.com//players/w/wrighbr03.html,70000000
2016,Memphis Grizzlies,NBA,5700000,https://www.basketball-reference.com//players/w/wrighbr03.html,94143000
2017,Memphis Grizzlies,NBA,5179760,https://www.basketball-reference.com//players/w/wrighbr03.html,99093000
2017,Houston Rockets,NBA,490461,https://www.basketball-reference.com//players/w/wrighbr03.html,99093000
2007,Chicago Bulls,NBA,2135400,https://www.basketball-reference.com//players/n/noahjo01.html,55630000
2008,Chicago Bulls,NBA,2295480,https://www.basketball-reference.com//players/n/noahjo01.html,58680000
2009,Chicago Bulls,NBA,2455680,https://www.basketball-reference.com//players/n/noahjo01.html,57700000
2010,Chicago Bulls,NBA,3128536,https://www.basketball-reference.com//players/n/noahjo01.html,58044000
2011,Chicago Bulls,NBA,12000000,https://www.basketball-reference.com//players/n/noahjo01.html,58044000
2012,Chicago Bulls,NBA,11300000,https://www.basketball-reference.com//players/n/noahjo01.html,58044000
2013,Chicago Bulls,NBA,11100000,https://www.basketball-reference.com//players/n/noahjo01.html,58679000
2014,Chicago Bulls,NBA,12200000,https://www.basketball-reference.com//players/n/noahjo01.html,63065000
2015,Chicago Bulls,NBA,13400000,https://www.basketball-reference.com//players/n/noahjo01.html,70000000
2016,New York Knicks,NBA,17000000,https://www.basketball-reference.com//players/n/noahjo01.html,94143000
2017,New York Knicks,NBA,17765000,https://www.basketball-reference.com//players/n/noahjo01.html,99093000
2018,New York Knicks,NBA,18530000,https://www.basketball-reference.com//players/n/noahjo01.html,101869000
2018,Memphis Grizzlies,NBA,1731173,https://www.basketball-reference.com//players/n/noahjo01.html,101869000
2019,New York Knicks,NBA,6431666,https://www.basketball-reference.com//players/n/noahjo01.html,109140000
2019,Los Angeles Clippers,NBA,434704,https://www.basketball-reference.com//players/n/noahjo01.html,109140000
2020,New York Knicks,NBA,6431667,https://www.basketball-reference.com//players/n/noahjo01.html,109140000
2007,Sacramento Kings,NBA,2028600,https://www.basketball-reference.com//players/h/hawessp01.html,55630000
2008,Sacramento Kings,NBA,2180760,https://www.basketball-reference.com//players/h/hawessp01.html,58680000
2009,Sacramento Kings,NBA,2332800,https://www.basketball-reference.com//players/h/hawessp01.html,57700000
2010,Philadelphia 76ers,NBA,2974320,https://www.basketball-reference.com//players/h/hawessp01.html,58044000
2011,Philadelphia 76ers,NBA,4051024,https://www.basketball-reference.com//players/h/hawessp01.html,58044000
2012,Philadelphia 76ers,NBA,8500000,https://www.basketball-reference.com//players/h/hawessp01.html,58044000
2013,Philadelphia 76ers,NBA,6500000,https://www.basketball-reference.com//players/h/hawessp01.html,58679000
2014,Los Angeles Clippers,NBA,5305000,https://www.basketball-reference.com//players/h/hawessp01.html,63065000
2015,Charlotte Hornets,NBA,5543725,https://www.basketball-reference.com//players/h/hawessp01.html,70000000
2016,Milwaukee Bucks,NBA,6348759,https://www.basketball-reference.com//players/h/hawessp01.html,94143000
2017,Milwaukee Bucks,NBA,2007059,https://www.basketball-reference.com//players/h/hawessp01.html,99093000
2018,Milwaukee Bucks,NBA,2007058,https://www.basketball-reference.com//players/h/hawessp01.html,101869000
2019,Milwaukee Bucks,NBA,2007058,https://www.basketball-reference.com//players/h/hawessp01.html,109140000
2007,Atlanta Hawks,NBA,1927080,https://www.basketball-reference.com//players/l/lawac01.html,55630000
2008,Atlanta Hawks,NBA,2071680,https://www.basketball-reference.com//players/l/lawac01.html,58680000
2009,Chicago Bulls,NBA,2216160,https://www.basketball-reference.com//players/l/lawac01.html,57700000
2010,Golden State Warriors,NBA,656030,https://www.basketball-reference.com//players/l/lawac01.html,58044000
2010,Memphis Grizzlies,NBA,203057,https://www.basketball-reference.com//players/l/lawac01.html,58044000
2007,Philadelphia 76ers,NBA,1830720,https://www.basketball-reference.com//players/y/youngth01.html,55630000
2008,Philadelphia 76ers,NBA,1968120,https://www.basketball-reference.com//players/y/youngth01.html,58680000
2009,Philadelphia 76ers,NBA,2105400,https://www.basketball-reference.com//players/y/youngth01.html,57700000
2010,Philadelphia 76ers,NBA,2901241,https://www.basketball-reference.com//players/y/youngth01.html,58044000
2011,Philadelphia 76ers,NBA,7478261,https://www.basketball-reference.com//players/y/youngth01.html,58044000
2012,Philadelphia 76ers,NBA,8289130,https://www.basketball-reference.com//players/y/youngth01.html,58044000
2013,Philadelphia 76ers,NBA,8600000,https://www.basketball-reference.com//players/y/youngth01.html,58679000
2014,Brooklyn Nets,NBA,9410870,https://www.basketball-reference.com//players/y/youngth01.html,63065000
2015,Brooklyn Nets,NBA,11200000,https://www.basketball-reference.com//players/y/youngth01.html,70000000
2016,Indiana Pacers,NBA,14153652,https://www.basketball-reference.com//players/y/youngth01.html,94143000
2017,Indiana Pacers,NBA,14796348,https://www.basketball-reference.com//players/y/youngth01.html,99093000
2018,Indiana Pacers,NBA,13764045,https://www.basketball-reference.com//players/y/youngth01.html,101869000
2019,Chicago Bulls,NBA,12900000,https://www.basketball-reference.com//players/y/youngth01.html,109140000
2020,Chicago Bulls,NBA,13545000,https://www.basketball-reference.com//players/y/youngth01.html,109140000
2007,New Orleans Hornets,NBA,1739160,https://www.basketball-reference.com//players/w/wrighju01.html,55630000
2008,New Orleans Hornets,NBA,1869600,https://www.basketball-reference.com//players/w/wrighju01.html,58680000
2009,New Orleans Hornets,NBA,2000040,https://www.basketball-reference.com//players/w/wrighju01.html,57700000
2010,Toronto Raptors,NBA,2858057,https://www.basketball-reference.com//players/w/wrighju01.html,58044000
2007,Los Angeles Clippers,NBA,1652280,https://www.basketball-reference.com//players/t/thornal01.html,55630000
2008,Los Angeles Clippers,NBA,1776240,https://www.basketball-reference.com//players/t/thornal01.html,58680000
2009,Washington Wizards,NBA,1900200,https://www.basketball-reference.com//players/t/thornal01.html,57700000
2010,Washington Wizards,NBA,2814196,https://www.basketball-reference.com//players/t/thornal01.html,58044000
