season,age,team_id,lg_id,pos,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,link,all_star
2011,21.0,GSW,NBA,SG,66.0,29.0,24.4,4.8,10.9,0.44299999999999995,1.7,4.1,0.414,3.1,6.8,0.46,0.52,1.2,1.4,0.868,0.4,2.1,2.4,2.0,0.7,0.3,1.6,2.3,12.5,https://www.basketball-reference.com//players/t/thompkl01.html,0.0
2012,22.0,GSW,NBA,SG,82.0,82.0,35.8,6.2,14.7,0.42200000000000004,2.6,6.4,0.401,3.6,8.3,0.43700000000000006,0.509,1.6,1.9,0.841,0.4,3.3,3.7,2.2,1.0,0.5,1.9,2.9,16.6,https://www.basketball-reference.com//players/t/thompkl01.html,0.0
2013,23.0,GSW,NBA,SG,81.0,81.0,35.4,6.9,15.5,0.444,2.8,6.6,0.41700000000000004,4.1,8.9,0.46399999999999997,0.5329999999999999,1.8,2.3,0.795,0.5,2.6,3.1,2.2,0.9,0.5,1.7,2.9,18.4,https://www.basketball-reference.com//players/t/thompkl01.html,0.0
2014,24.0,GSW,NBA,SG,77.0,77.0,31.9,7.8,16.9,0.46299999999999997,3.1,7.1,0.439,4.7,9.8,0.48100000000000004,0.555,2.9,3.3,0.879,0.4,2.9,3.2,2.9,1.1,0.8,1.9,1.6,21.7,https://www.basketball-reference.com//players/t/thompkl01.html,1.0
2015,25.0,GSW,NBA,SG,80.0,80.0,33.3,8.1,17.3,0.47,3.5,8.1,0.425,4.7,9.2,0.51,0.569,2.4,2.8,0.873,0.4,3.4,3.8,2.1,0.8,0.6,1.7,1.9,22.1,https://www.basketball-reference.com//players/t/thompkl01.html,1.0
2016,26.0,GSW,NBA,SG,78.0,78.0,34.0,8.3,17.6,0.46799999999999997,3.4,8.3,0.414,4.8,9.3,0.516,0.565,2.4,2.8,0.853,0.6,3.0,3.7,2.1,0.8,0.5,1.6,1.8,22.3,https://www.basketball-reference.com//players/t/thompkl01.html,1.0
2017,27.0,GSW,NBA,SG,73.0,73.0,34.3,7.9,16.2,0.488,3.1,7.1,0.44,4.7,9.0,0.526,0.585,1.1,1.3,0.8370000000000001,0.4,3.4,3.8,2.5,0.8,0.5,1.8,1.6,20.0,https://www.basketball-reference.com//players/t/thompkl01.html,1.0
2018,28.0,GSW,NBA,SG,78.0,78.0,34.0,8.4,18.0,0.467,3.1,7.7,0.402,5.3,10.3,0.516,0.5529999999999999,1.7,2.0,0.816,0.5,3.4,3.8,2.4,1.1,0.6,1.5,2.0,21.5,https://www.basketball-reference.com//players/t/thompkl01.html,1.0
2011,20.0,UTA,NBA,SG,59.0,0.0,15.9,2.6,6.1,0.429,0.3,0.8,0.33299999999999996,2.3,5.3,0.442,0.45,1.8,2.4,0.727,1.0,1.3,2.2,0.9,0.5,0.1,0.9,1.4,7.2,https://www.basketball-reference.com//players/b/burksal01.html,0.0
2012,21.0,UTA,NBA,SG,64.0,0.0,17.8,2.5,6.1,0.42,0.5,1.4,0.359,2.0,4.6,0.439,0.46299999999999997,1.4,2.0,0.713,0.6,1.7,2.3,1.4,0.5,0.2,1.2,1.8,7.0,https://www.basketball-reference.com//players/b/burksal01.html,0.0
2013,22.0,UTA,NBA,SG,78.0,12.0,28.1,4.9,10.7,0.457,0.6,1.8,0.35,4.2,8.8,0.48,0.48700000000000004,3.6,4.8,0.748,0.8,2.5,3.3,2.7,0.9,0.2,1.9,2.4,14.0,https://www.basketball-reference.com//players/b/burksal01.html,0.0
2014,23.0,UTA,NBA,SG,27.0,27.0,33.3,4.5,11.1,0.40299999999999997,1.0,2.5,0.382,3.5,8.6,0.409,0.447,3.9,4.8,0.8220000000000001,0.7,3.5,4.2,3.0,0.6,0.2,1.9,2.4,13.9,https://www.basketball-reference.com//players/b/burksal01.html,0.0
2015,24.0,UTA,NBA,SG,31.0,3.0,25.7,4.4,10.8,0.41,1.0,2.5,0.405,3.4,8.2,0.41200000000000003,0.45799999999999996,3.4,4.5,0.752,0.5,3.0,3.5,2.0,0.6,0.1,1.6,2.3,13.3,https://www.basketball-reference.com//players/b/burksal01.html,0.0
2016,25.0,UTA,NBA,SG,42.0,0.0,15.5,2.4,5.9,0.39899999999999997,0.6,1.8,0.32899999999999996,1.8,4.1,0.43,0.45,1.4,1.9,0.769,0.4,2.5,2.9,0.7,0.4,0.1,0.8,1.2,6.7,https://www.basketball-reference.com//players/b/burksal01.html,0.0
2017,26.0,UTA,NBA,SG,64.0,1.0,16.5,2.7,6.5,0.41100000000000003,0.7,2.2,0.331,1.9,4.3,0.452,0.467,1.7,1.9,0.863,0.3,2.7,3.0,1.0,0.6,0.1,0.9,1.2,7.7,https://www.basketball-reference.com//players/b/burksal01.html,0.0
2018,27.0,TOT,NBA,SG,64.0,24.0,21.5,3.0,7.4,0.405,1.0,2.6,0.363,2.0,4.8,0.428,0.469,1.8,2.2,0.823,0.5,3.2,3.7,2.0,0.6,0.3,1.0,1.4,8.8,https://www.basketball-reference.com//players/b/burksal01.html,0.0
2019,28.0,TOT,NBA,"SF,SG",66.0,19.0,26.6,4.9,11.6,0.418,1.8,4.6,0.385,3.1,7.1,0.439,0.493,3.6,4.0,0.887,0.7,3.5,4.3,2.9,0.9,0.3,1.4,1.9,15.0,https://www.basketball-reference.com//players/b/burksal01.html,0.0
2020,29.0,NYK,NBA,SG,49.0,5.0,25.6,4.3,10.2,0.42,2.1,5.0,0.415,2.2,5.2,0.425,0.522,2.1,2.4,0.856,0.4,4.2,4.6,2.2,0.6,0.3,1.0,2.1,12.7,https://www.basketball-reference.com//players/b/burksal01.html,0.0
2021,30.0,NYK,NBA,SG,6.0,0.0,17.7,2.7,6.8,0.39,1.7,4.2,0.4,1.0,2.7,0.375,0.512,1.3,1.7,0.8,0.0,3.0,3.0,2.0,0.5,0.2,0.7,1.5,8.3,https://www.basketball-reference.com//players/b/burksal01.html,0.0
2011,22.0,PHO,NBA,PF,63.0,7.0,19.5,2.8,6.9,0.39899999999999997,0.7,2.0,0.34700000000000003,2.1,5.0,0.42,0.44799999999999995,1.2,1.7,0.7170000000000001,1.1,3.3,4.4,1.0,0.7,0.7,1.1,2.8,7.4,https://www.basketball-reference.com//players/m/morrima02.html,0.0
2012,23.0,PHO,NBA,PF,82.0,32.0,22.4,3.2,8.0,0.40700000000000003,0.5,1.6,0.336,2.7,6.3,0.426,0.442,1.1,1.5,0.732,1.6,3.2,4.8,1.3,0.9,0.8,1.3,2.5,8.2,https://www.basketball-reference.com//players/m/morrima02.html,0.0
2013,24.0,PHO,NBA,PF,81.0,0.0,26.6,5.1,10.4,0.486,0.4,1.3,0.315,4.7,9.1,0.512,0.507,3.2,4.0,0.792,1.7,4.3,6.0,1.8,0.8,0.6,1.8,2.9,13.8,https://www.basketball-reference.com//players/m/morrima02.html,0.0
2014,25.0,PHO,NBA,PF,82.0,82.0,31.5,6.2,13.4,0.465,0.7,2.2,0.318,5.5,11.2,0.494,0.491,2.2,2.8,0.763,1.3,4.8,6.2,2.3,1.2,0.5,2.1,3.0,15.3,https://www.basketball-reference.com//players/m/morrima02.html,0.0
2015,26.0,TOT,NBA,PF,64.0,45.0,25.5,4.8,11.2,0.425,0.7,2.4,0.303,4.0,8.8,0.45799999999999996,0.45799999999999996,1.7,2.3,0.735,1.1,4.4,5.5,1.9,0.9,0.5,2.1,2.9,12.0,https://www.basketball-reference.com//players/m/morrima02.html,0.0
2016,27.0,WAS,NBA,PF,76.0,76.0,31.2,5.3,11.7,0.457,0.9,2.6,0.36200000000000004,4.4,9.1,0.483,0.49700000000000005,2.4,2.8,0.8370000000000001,1.4,5.1,6.5,1.7,1.1,0.6,1.7,3.3,14.0,https://www.basketball-reference.com//players/m/morrima02.html,0.0
2017,28.0,WAS,NBA,PF,73.0,73.0,27.0,4.5,9.4,0.48,1.0,2.8,0.36700000000000005,3.5,6.6,0.529,0.536,1.4,1.8,0.82,1.0,4.6,5.6,1.9,0.8,0.5,1.7,3.0,11.5,https://www.basketball-reference.com//players/m/morrima02.html,0.0
2018,29.0,TOT,NBA,PF,58.0,16.0,21.9,3.5,8.3,0.42100000000000004,1.2,3.5,0.335,2.3,4.8,0.484,0.49200000000000005,1.2,1.6,0.772,1.1,3.5,4.6,1.4,0.6,0.4,0.9,3.0,9.4,https://www.basketball-reference.com//players/m/morrima02.html,0.0
2019,30.0,TOT,NBA,PF,58.0,17.0,20.5,3.5,7.9,0.44299999999999995,1.5,3.9,0.386,2.0,4.0,0.5,0.539,1.1,1.5,0.7759999999999999,0.7,3.1,3.8,1.3,0.5,0.3,1.3,2.3,9.7,https://www.basketball-reference.com//players/m/morrima02.html,0.0
2020,31.0,LAL,NBA,PF,61.0,27.0,19.7,2.5,6.2,0.405,1.1,3.4,0.311,1.4,2.8,0.521,0.491,0.6,0.8,0.72,0.8,3.6,4.4,1.2,0.4,0.3,0.9,1.7,6.7,https://www.basketball-reference.com//players/m/morrima02.html,0.0
2021,32.0,MIA,NBA,PF,6.0,0.0,19.0,3.2,7.3,0.43200000000000005,0.7,2.2,0.308,2.5,5.2,0.484,0.47700000000000004,0.5,0.5,1.0,1.0,1.5,2.5,1.3,0.5,0.2,1.2,2.7,7.5,https://www.basketball-reference.com//players/m/morrima02.html,0.0
2011,22.0,HOU,NBA,PF,17.0,0.0,7.4,0.9,3.2,0.29600000000000004,0.1,1.0,0.11800000000000001,0.8,2.2,0.37799999999999995,0.315,0.4,0.5,0.75,0.3,0.6,0.9,0.2,0.1,0.1,0.2,0.7,2.4,https://www.basketball-reference.com//players/m/morrima03.html,0.0
2012,23.0,TOT,NBA,"PF,SF",77.0,23.0,19.8,2.9,6.8,0.42200000000000004,1.1,3.0,0.369,1.8,3.8,0.46399999999999997,0.504,0.9,1.5,0.564,1.0,2.6,3.6,0.8,0.6,0.3,1.0,2.1,7.7,https://www.basketball-reference.com//players/m/morrima03.html,0.0
2013,24.0,PHO,NBA,SF,82.0,1.0,22.0,3.5,7.9,0.442,1.2,3.2,0.381,2.3,4.8,0.483,0.518,1.5,1.9,0.7609999999999999,1.0,2.9,3.9,1.1,0.9,0.2,1.2,1.9,9.7,https://www.basketball-reference.com//players/m/morrima03.html,0.0
2014,25.0,PHO,NBA,PF,81.0,35.0,25.2,4.1,9.4,0.434,1.4,3.9,0.358,2.7,5.6,0.48700000000000004,0.507,0.9,1.4,0.628,0.9,3.9,4.8,1.6,0.8,0.2,0.9,2.3,10.4,https://www.basketball-reference.com//players/m/morrima03.html,0.0
2015,26.0,DET,NBA,SF,80.0,80.0,35.7,5.1,11.8,0.434,1.4,3.7,0.36200000000000004,3.8,8.1,0.467,0.491,2.5,3.4,0.7490000000000001,1.1,3.9,5.1,2.5,0.8,0.3,1.8,2.1,14.1,https://www.basketball-reference.com//players/m/morrima03.html,0.0
2016,27.0,DET,NBA,SF,79.0,79.0,32.5,5.3,12.7,0.418,1.5,4.5,0.331,3.8,8.2,0.466,0.47700000000000004,1.8,2.3,0.784,1.0,3.7,4.6,2.0,0.7,0.3,1.1,2.1,14.0,https://www.basketball-reference.com//players/m/morrima03.html,0.0
2017,28.0,BOS,NBA,PF,54.0,21.0,26.7,4.9,11.3,0.429,1.6,4.3,0.368,3.3,7.0,0.467,0.499,2.3,2.9,0.805,0.8,4.6,5.4,1.3,0.6,0.2,1.2,1.9,13.6,https://www.basketball-reference.com//players/m/morrima03.html,0.0
2018,29.0,BOS,NBA,PF,75.0,53.0,27.9,5.0,11.3,0.447,1.9,5.2,0.375,3.1,6.1,0.508,0.5329999999999999,1.9,2.3,0.8440000000000001,1.0,5.1,6.1,1.5,0.6,0.3,1.2,2.4,13.9,https://www.basketball-reference.com//players/m/morrima03.html,0.0
2019,30.0,TOT,NBA,"PF,SF",62.0,62.0,31.2,5.7,13.1,0.43799999999999994,2.3,5.6,0.408,3.4,7.5,0.461,0.526,2.9,3.5,0.823,1.0,4.1,5.0,1.4,0.8,0.5,1.6,2.9,16.7,https://www.basketball-reference.com//players/m/morrima03.html,0.0
2020,31.0,LAC,NBA,PF,57.0,29.0,26.4,4.8,10.2,0.473,2.5,5.2,0.473,2.4,5.1,0.47200000000000003,0.5920000000000001,1.3,1.6,0.82,0.6,3.5,4.1,1.0,0.6,0.3,1.0,2.1,13.4,https://www.basketball-reference.com//players/m/morrima03.html,0.0
2021,32.0,LAC,NBA,PF,2.0,2.0,27.5,3.5,9.0,0.389,1.5,5.5,0.273,2.0,3.5,0.5710000000000001,0.47200000000000003,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,4.0,9.5,https://www.basketball-reference.com//players/m/morrima03.html,0.0
2011,20.0,SAS,NBA,SF,64.0,39.0,24.0,3.1,6.3,0.493,0.6,1.7,0.376,2.5,4.6,0.536,0.5429999999999999,1.1,1.4,0.773,1.6,3.5,5.1,1.1,1.3,0.4,0.7,1.4,7.9,https://www.basketball-reference.com//players/l/leonaka01.html,0.0
2012,21.0,SAS,NBA,SF,58.0,57.0,31.2,4.5,9.1,0.494,1.1,3.0,0.374,3.4,6.1,0.5539999999999999,0.556,1.8,2.2,0.825,1.1,4.9,6.0,1.6,1.7,0.6,1.1,1.7,11.9,https://www.basketball-reference.com//players/l/leonaka01.html,0.0
2013,22.0,SAS,NBA,SF,66.0,65.0,29.1,5.1,9.8,0.522,1.0,2.8,0.379,4.1,7.0,0.579,0.5760000000000001,1.5,1.9,0.802,1.2,5.1,6.2,2.0,1.7,0.8,1.2,1.9,12.8,https://www.basketball-reference.com//players/l/leonaka01.html,0.0
2014,23.0,SAS,NBA,SF,64.0,64.0,31.8,6.2,12.8,0.479,1.0,3.0,0.349,5.1,9.8,0.519,0.52,3.2,3.9,0.802,1.3,5.9,7.2,2.5,2.3,0.8,1.5,2.0,16.5,https://www.basketball-reference.com//players/l/leonaka01.html,0.0
2015,24.0,SAS,NBA,SF,72.0,72.0,33.1,7.7,15.1,0.506,1.8,4.0,0.44299999999999995,5.9,11.1,0.528,0.565,4.1,4.6,0.8740000000000001,1.3,5.5,6.8,2.6,1.8,1.0,1.5,1.8,21.2,https://www.basketball-reference.com//players/l/leonaka01.html,1.0
2016,25.0,SAS,NBA,SF,74.0,74.0,33.4,8.6,17.7,0.485,2.0,5.2,0.38,6.6,12.5,0.529,0.541,6.3,7.2,0.88,1.1,4.7,5.8,3.5,1.8,0.7,2.1,1.6,25.5,https://www.basketball-reference.com//players/l/leonaka01.html,1.0
2017,26.0,SAS,NBA,SF,9.0,9.0,23.3,5.8,12.3,0.46799999999999997,1.2,3.9,0.314,4.6,8.4,0.539,0.518,3.4,4.2,0.816,0.7,4.0,4.7,2.3,2.0,1.0,1.8,1.0,16.2,https://www.basketball-reference.com//players/l/leonaka01.html,0.0
2018,27.0,TOR,NBA,SF,60.0,60.0,34.0,9.3,18.8,0.496,1.9,5.0,0.371,7.5,13.8,0.542,0.546,6.1,7.1,0.8540000000000001,1.3,6.0,7.3,3.3,1.8,0.4,2.0,1.5,26.6,https://www.basketball-reference.com//players/l/leonaka01.html,1.0
2019,28.0,LAC,NBA,SF,57.0,57.0,32.4,9.3,19.9,0.47,2.2,5.7,0.37799999999999995,7.2,14.2,0.506,0.524,6.2,7.1,0.8859999999999999,0.9,6.1,7.1,4.9,1.8,0.6,2.6,2.0,27.1,https://www.basketball-reference.com//players/l/leonaka01.html,1.0
2020,29.0,LAC,NBA,SF,52.0,52.0,34.1,8.9,17.5,0.512,1.9,4.9,0.39799999999999996,7.0,12.6,0.557,0.568,5.0,5.7,0.885,1.1,5.4,6.5,5.2,1.6,0.4,2.0,1.6,24.8,https://www.basketball-reference.com//players/l/leonaka01.html,1.0
2011,21.0,PHI,NBA,C,51.0,15.0,15.9,2.6,5.7,0.45,0.1,0.2,0.375,2.5,5.5,0.452,0.455,0.4,0.7,0.529,1.7,3.1,4.8,0.6,0.4,0.7,0.6,2.2,5.5,https://www.basketball-reference.com//players/v/vucevni01.html,0.0
2012,22.0,ORL,NBA,C,77.0,77.0,33.2,6.0,11.5,0.519,0.0,0.0,0.0,6.0,11.5,0.52,0.519,1.1,1.6,0.6829999999999999,3.5,8.4,11.9,1.9,0.8,1.0,1.8,2.8,13.1,https://www.basketball-reference.com//players/v/vucevni01.html,0.0
2013,23.0,ORL,NBA,C,57.0,57.0,31.8,6.2,12.2,0.507,0.0,0.0,,6.2,12.2,0.507,0.507,1.8,2.4,0.7659999999999999,3.2,7.7,11.0,1.8,1.1,0.8,2.0,3.0,14.2,https://www.basketball-reference.com//players/v/vucevni01.html,0.0
2014,24.0,ORL,NBA,C,74.0,74.0,34.2,8.5,16.3,0.523,0.0,0.1,0.33299999999999996,8.5,16.2,0.524,0.524,2.2,2.9,0.752,3.2,7.7,10.9,2.0,0.7,0.7,2.0,3.0,19.3,https://www.basketball-reference.com//players/v/vucevni01.html,0.0
2015,25.0,ORL,NBA,C,65.0,60.0,31.3,8.2,16.1,0.51,0.0,0.1,0.222,8.2,16.0,0.512,0.511,1.7,2.3,0.753,2.7,6.2,8.9,2.8,0.8,1.1,1.9,2.7,18.2,https://www.basketball-reference.com//players/v/vucevni01.html,0.0
2016,26.0,ORL,NBA,C,75.0,55.0,28.8,6.4,13.7,0.46799999999999997,0.3,1.0,0.307,6.1,12.7,0.48100000000000004,0.48,1.4,2.1,0.669,2.3,8.0,10.4,2.8,1.0,1.0,1.6,2.4,14.6,https://www.basketball-reference.com//players/v/vucevni01.html,0.0
2017,27.0,ORL,NBA,C,57.0,57.0,29.5,7.0,14.7,0.475,1.1,3.6,0.314,5.9,11.2,0.527,0.513,1.4,1.6,0.8190000000000001,1.8,7.4,9.2,3.4,1.0,1.1,1.9,2.5,16.5,https://www.basketball-reference.com//players/v/vucevni01.html,0.0
2018,28.0,ORL,NBA,C,80.0,80.0,31.4,8.8,16.9,0.518,1.1,2.9,0.364,7.7,14.0,0.5489999999999999,0.5489999999999999,2.2,2.8,0.789,2.8,9.2,12.0,3.8,1.0,1.1,2.0,2.0,20.8,https://www.basketball-reference.com//players/v/vucevni01.html,1.0
2019,29.0,ORL,NBA,C,62.0,62.0,32.2,8.0,16.7,0.47700000000000004,1.6,4.7,0.33899999999999997,6.4,12.0,0.531,0.525,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6,https://www.basketball-reference.com//players/v/vucevni01.html,0.0
2020,30.0,TOT,NBA,C,70.0,70.0,33.5,9.5,19.9,0.47700000000000004,2.5,6.3,0.4,7.0,13.7,0.513,0.54,1.9,2.2,0.84,2.1,9.6,11.7,3.8,0.9,0.7,1.8,2.0,23.4,https://www.basketball-reference.com//players/v/vucevni01.html,1.0
2021,31.0,CHI,NBA,C,6.0,6.0,34.0,6.2,15.8,0.389,1.3,4.2,0.32,4.8,11.7,0.414,0.43200000000000005,2.2,3.0,0.722,1.5,9.5,11.0,3.5,1.8,0.8,1.7,2.3,15.8,https://www.basketball-reference.com//players/v/vucevni01.html,0.0
2011,21.0,NYK,NBA,PG,59.0,35.0,28.9,3.6,9.1,0.401,0.8,2.7,0.306,2.8,6.4,0.44,0.446,1.5,1.8,0.7979999999999999,0.7,2.4,3.2,2.8,1.7,0.1,1.9,2.9,9.5,https://www.basketball-reference.com//players/s/shumpim01.html,0.0
2012,22.0,NYK,NBA,SG,45.0,45.0,22.1,2.4,6.1,0.396,1.1,2.8,0.402,1.3,3.3,0.392,0.489,0.8,1.0,0.7659999999999999,0.7,2.3,3.0,1.7,1.0,0.2,0.8,2.2,6.8,https://www.basketball-reference.com//players/s/shumpim01.html,0.0
2013,23.0,NYK,NBA,SG,74.0,58.0,26.5,2.5,6.5,0.37799999999999995,1.0,3.1,0.33299999999999996,1.4,3.5,0.418,0.457,0.7,1.0,0.746,1.1,3.1,4.2,1.7,1.2,0.2,1.1,2.8,6.7,https://www.basketball-reference.com//players/s/shumpim01.html,0.0
2014,24.0,TOT,NBA,SG,62.0,25.0,24.9,3.1,7.6,0.41,1.1,3.2,0.342,2.0,4.4,0.45799999999999996,0.48100000000000004,0.7,1.0,0.672,0.9,2.7,3.6,2.2,1.3,0.3,1.5,2.2,8.0,https://www.basketball-reference.com//players/s/shumpim01.html,0.0
2015,25.0,CLE,NBA,SG,54.0,5.0,24.4,2.1,5.6,0.374,0.8,2.7,0.295,1.3,2.9,0.447,0.444,0.7,0.9,0.784,0.6,3.2,3.8,1.7,1.0,0.4,1.1,2.2,5.8,https://www.basketball-reference.com//players/s/shumpim01.html,0.0
2016,26.0,CLE,NBA,SG,76.0,31.0,25.5,2.6,6.4,0.41100000000000003,1.2,3.4,0.36,1.4,3.0,0.469,0.507,0.9,1.2,0.789,0.5,2.4,2.9,1.4,0.8,0.4,1.0,2.0,7.5,https://www.basketball-reference.com//players/s/shumpim01.html,0.0
2017,27.0,CLE,NBA,SG,14.0,6.0,19.7,1.6,4.1,0.379,0.5,1.9,0.26899999999999996,1.1,2.3,0.469,0.44,0.8,1.1,0.733,0.5,2.4,2.9,1.2,0.6,0.3,1.1,1.6,4.4,https://www.basketball-reference.com//players/s/shumpim01.html,0.0
2018,28.0,TOT,NBA,SG,62.0,41.0,23.9,2.7,7.2,0.374,1.5,4.4,0.348,1.2,2.8,0.41600000000000004,0.48100000000000004,0.6,0.7,0.8,0.4,2.5,3.0,1.8,1.0,0.4,0.8,2.0,7.5,https://www.basketball-reference.com//players/s/shumpim01.html,0.0
2019,29.0,BRK,NBA,SF,13.0,0.0,18.5,1.6,4.9,0.32799999999999996,0.6,2.5,0.242,1.0,2.4,0.419,0.391,0.3,0.5,0.5710000000000001,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,4.2,https://www.basketball-reference.com//players/s/shumpim01.html,0.0
2020,30.0,BRK,NBA,SG,2.0,0.0,5.5,0.5,2.0,0.25,0.0,1.5,0.0,0.5,0.5,1.0,0.25,0.0,0.0,,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,https://www.basketball-reference.com//players/s/shumpim01.html,0.0
2011,22.0,WAS,NBA,SF,66.0,51.0,21.7,1.8,4.7,0.37200000000000005,0.7,1.9,0.34600000000000003,1.1,2.8,0.389,0.442,0.5,0.7,0.682,0.7,2.9,3.5,0.7,1.1,0.5,0.6,2.7,4.6,https://www.basketball-reference.com//players/s/singlch01.html,0.0
2012,23.0,WAS,NBA,PF,57.0,11.0,16.2,1.6,4.2,0.382,0.1,0.6,0.19399999999999998,1.5,3.6,0.415,0.396,0.7,1.2,0.5710000000000001,0.9,2.3,3.2,0.6,0.7,0.4,0.8,2.2,4.1,https://www.basketball-reference.com//players/s/singlch01.html,0.0
2013,24.0,WAS,NBA,SF,25.0,0.0,10.0,1.0,2.7,0.373,0.3,0.8,0.368,0.7,1.9,0.375,0.425,0.7,1.0,0.72,0.7,1.5,2.2,0.2,0.4,0.1,0.7,1.0,3.0,https://www.basketball-reference.com//players/s/singlch01.html,0.0
2011,19.0,MIL,NBA,SF,42.0,9.0,11.4,1.9,4.0,0.467,0.1,0.5,0.261,1.7,3.5,0.5,0.485,1.0,1.3,0.815,0.7,1.7,2.4,0.5,0.3,0.2,0.7,1.1,5.0,https://www.basketball-reference.com//players/h/harrito02.html,0.0
2012,20.0,TOT,NBA,"PF,SF",55.0,34.0,23.6,4.2,9.3,0.455,0.6,2.0,0.315,3.6,7.3,0.493,0.488,1.9,2.5,0.752,1.3,3.9,5.2,1.3,0.6,0.8,1.2,2.2,11.0,https://www.basketball-reference.com//players/h/harrito02.html,0.0
2013,21.0,ORL,NBA,PF,61.0,36.0,30.3,5.4,11.7,0.46399999999999997,0.5,2.1,0.254,4.9,9.7,0.508,0.486,3.2,4.0,0.807,1.4,5.5,7.0,1.3,0.7,0.4,1.3,2.3,14.6,https://www.basketball-reference.com//players/h/harrito02.html,0.0
2014,22.0,ORL,NBA,SF,68.0,63.0,34.8,6.5,14.0,0.466,1.3,3.5,0.364,5.2,10.4,0.5,0.512,2.8,3.6,0.7879999999999999,1.1,5.3,6.3,1.8,1.0,0.5,1.7,2.0,17.1,https://www.basketball-reference.com//players/h/harrito02.html,0.0
2015,23.0,TOT,NBA,PF,76.0,74.0,33.1,5.5,11.7,0.469,1.1,3.1,0.335,4.4,8.6,0.518,0.514,2.7,3.2,0.831,1.3,5.4,6.7,2.2,0.9,0.5,1.4,2.0,14.7,https://www.basketball-reference.com//players/h/harrito02.html,0.0
2016,24.0,DET,NBA,PF,82.0,48.0,31.3,6.2,13.0,0.48100000000000004,1.3,3.8,0.34700000000000003,4.9,9.1,0.537,0.532,2.3,2.8,0.841,0.8,4.3,5.1,1.7,0.7,0.5,1.2,1.6,16.1,https://www.basketball-reference.com//players/h/harrito02.html,0.0
2017,25.0,TOT,NBA,PF,80.0,80.0,33.4,7.0,15.3,0.46,2.3,5.6,0.41100000000000003,4.7,9.7,0.488,0.535,2.2,2.7,0.8290000000000001,0.7,4.7,5.5,2.4,0.9,0.4,1.3,2.1,18.6,https://www.basketball-reference.com//players/h/harrito02.html,0.0
2018,26.0,TOT,NBA,PF,82.0,82.0,34.7,7.5,15.3,0.48700000000000004,1.9,4.8,0.397,5.5,10.5,0.528,0.5489999999999999,3.2,3.7,0.866,0.8,7.0,7.9,2.8,0.6,0.5,1.8,2.2,20.0,https://www.basketball-reference.com//players/h/harrito02.html,0.0
2019,27.0,PHI,NBA,PF,72.0,72.0,34.3,7.7,16.3,0.47100000000000003,1.8,5.0,0.36700000000000005,5.9,11.3,0.517,0.527,2.4,3.0,0.8059999999999999,1.0,5.9,6.9,3.2,0.7,0.6,1.4,2.3,19.6,https://www.basketball-reference.com//players/h/harrito02.html,0.0
2020,28.0,PHI,NBA,PF,62.0,62.0,32.5,7.6,14.9,0.512,1.3,3.4,0.39399999999999996,6.3,11.5,0.546,0.556,2.9,3.3,0.892,1.0,5.8,6.8,3.5,0.9,0.8,1.7,1.9,19.5,https://www.basketball-reference.com//players/h/harrito02.html,0.0
2021,29.0,PHI,NBA,PF,6.0,6.0,33.0,8.5,15.7,0.5429999999999999,1.3,4.2,0.32,7.2,11.5,0.623,0.585,1.5,1.7,0.9,1.3,7.7,9.0,4.2,0.2,0.3,1.5,1.2,19.8,https://www.basketball-reference.com//players/h/harrito02.html,0.0
2012,22.0,HOU,NBA,PF,44.0,14.0,12.2,2.2,4.8,0.455,0.5,1.9,0.289,1.7,3.0,0.562,0.512,0.7,1.2,0.627,0.8,1.3,2.1,0.7,0.2,0.2,0.8,1.7,5.7,https://www.basketball-reference.com//players/m/motiedo01.html,0.0
2013,23.0,HOU,NBA,PF,62.0,3.0,15.4,2.1,4.8,0.44299999999999995,0.3,1.4,0.25,1.8,3.4,0.519,0.478,0.9,1.5,0.604,1.0,2.7,3.6,0.5,0.3,0.3,0.8,2.1,5.5,https://www.basketball-reference.com//players/m/motiedo01.html,0.0
2014,24.0,HOU,NBA,PF,71.0,62.0,28.7,5.0,9.9,0.504,0.7,1.9,0.368,4.3,8.0,0.536,0.539,1.4,2.3,0.602,1.9,4.0,5.9,1.8,0.8,0.5,1.7,2.9,12.0,https://www.basketball-reference.com//players/m/motiedo01.html,0.0
2015,25.0,HOU,NBA,PF,37.0,22.0,14.8,2.4,5.5,0.439,0.4,1.5,0.281,2.0,4.0,0.5,0.478,0.9,1.4,0.642,1.0,1.9,2.9,1.1,0.5,0.1,1.2,1.9,6.2,https://www.basketball-reference.com//players/m/motiedo01.html,0.0
