season,age,team_id,lg_id,pos,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,link
1989-90,22,SAC,NBA,C,34,22,25.5,3.3,7.4,.442,0.0,0.1,.000,3.3,7.3,.446,.442,1.4,2.3,.628,1.9,3.9,5.8,1.9,0.5,1.7,1.8,3.9,8.0,https://www.basketball-reference.com//players/e/ellispe01.html
1990-91,23,WSB,NBA,C,76,30,25.6,4.3,8.4,.513,0.0,0.1,.000,4.3,8.3,.517,.513,1.8,2.8,.650,2.9,4.8,7.7,1.3,0.6,2.1,1.9,3.5,10.4,https://www.basketball-reference.com//players/e/ellispe01.html
1991-92,24,WSB,NBA,C,66,64,38.0,8.3,15.4,.539,0.0,0.0,.333,8.3,15.3,.540,.540,3.4,4.7,.728,3.3,7.9,11.2,2.9,0.9,2.7,3.0,3.4,20.0,https://www.basketball-reference.com//players/e/ellispe01.html
1992-93,25,WSB,NBA,C,49,48,34.7,7.0,13.4,.521,0.0,0.1,.000,7.0,13.3,.524,.521,3.5,4.9,.702,2.8,6.0,8.8,2.4,0.9,2.2,2.2,3.1,17.4,https://www.basketball-reference.com//players/e/ellispe01.html
1993-94,26,WSB,NBA,C,47,24,25.1,2.9,6.2,.469,0.0,0.1,.000,2.9,6.1,.474,.469,1.5,2.1,.722,1.6,3.5,5.1,1.5,0.5,1.1,1.6,3.0,7.3,https://www.basketball-reference.com//players/e/ellispe01.html
1994-95,27,BOS,NBA,C,55,11,19.7,2.8,5.5,.507,0.0,0.0,.000,2.8,5.4,.510,.507,1.3,1.8,.717,2.3,3.4,5.6,0.6,0.4,1.0,1.4,3.3,6.8,https://www.basketball-reference.com//players/e/ellispe01.html
1995-96,28,BOS,NBA,C,69,29,20.7,2.1,4.3,.492,0.0,0.0,,2.1,4.3,.492,.492,1.1,1.7,.641,2.2,4.3,6.5,0.9,0.6,1.4,1.2,3.0,5.3,https://www.basketball-reference.com//players/e/ellispe01.html
1996-97,29,BOS,NBA,PF,6,4,20.8,1.0,2.7,.375,0.0,0.0,,1.0,2.7,.375,.375,0.5,0.8,.600,1.5,2.8,4.3,0.7,0.8,1.5,1.2,3.5,2.5,https://www.basketball-reference.com//players/e/ellispe01.html
1997-98,30,BOS,NBA,PF,33,8,13.5,1.2,2.1,.571,0.0,0.0,,1.2,2.1,.571,.571,0.6,1.0,.588,1.6,1.7,3.3,0.9,0.6,0.9,0.8,2.7,3.0,https://www.basketball-reference.com//players/e/ellispe01.html
1999-00,32,BOS,NBA,C,30,5,9.0,0.6,1.4,.442,0.0,0.0,,0.6,1.4,.442,.442,0.5,0.7,.714,1.0,1.3,2.2,0.4,0.3,0.3,0.4,2.2,1.8,https://www.basketball-reference.com//players/e/ellispe01.html
2000-01,33,SEA,NBA,C,9,0,4.4,0.2,0.8,.286,0.0,0.0,,0.2,0.8,.286,.286,0.2,0.2,1.000,0.2,1.1,1.3,0.3,0.0,0.2,0.3,1.4,0.7,https://www.basketball-reference.com//players/e/ellispe01.html
1990-91,24,CLE,NBA,PF,81,2,20.5,3.4,7.9,.428,0.3,1.0,.299,3.1,7.0,.445,.446,1.5,1.9,.816,1.2,2.3,3.5,1.8,0.5,0.3,1.5,2.8,8.6,https://www.basketball-reference.com//players/f/ferryda01.html
1991-92,25,CLE,NBA,PF,68,1,13.8,2.0,4.8,.409,0.3,0.7,.354,1.7,4.1,.418,.434,0.9,1.1,.836,0.8,2.4,3.1,1.1,0.3,0.2,0.7,2.0,5.1,https://www.basketball-reference.com//players/f/ferryda01.html
1992-93,26,CLE,NBA,PF,76,1,19.2,2.9,6.0,.479,0.4,1.1,.415,2.4,5.0,.493,.516,1.3,1.5,.876,1.1,2.6,3.7,1.8,0.4,0.6,1.1,2.3,7.5,https://www.basketball-reference.com//players/f/ferryda01.html
1993-94,27,CLE,NBA,PF,70,1,13.8,2.1,4.8,.446,0.2,0.7,.275,1.9,4.0,.477,.467,0.5,0.6,.884,0.7,1.3,2.0,1.1,0.4,0.3,0.6,1.6,5.0,https://www.basketball-reference.com//players/f/ferryda01.html
1994-95,28,CLE,NBA,PF,82,6,15.7,2.7,6.1,.446,1.1,2.8,.403,1.6,3.3,.483,.540,0.9,1.0,.881,0.4,1.4,1.7,1.2,0.3,0.3,0.7,1.6,7.5,https://www.basketball-reference.com//players/f/ferryda01.html
1995-96,29,CLE,NBA,PF,82,79,32.7,5.1,11.2,.459,1.7,4.4,.394,3.4,6.8,.502,.537,1.3,1.6,.769,0.9,2.9,3.8,2.3,0.7,0.5,1.5,2.8,13.3,https://www.basketball-reference.com//players/f/ferryda01.html
1996-97,30,CLE,NBA,PF,82,48,32.1,4.2,9.7,.429,1.4,3.5,.401,2.8,6.2,.445,.501,0.9,1.1,.851,1.0,3.1,4.1,1.8,0.7,0.4,1.1,3.0,10.6,https://www.basketball-reference.com//players/f/ferryda01.html
1997-98,31,CLE,NBA,PF,69,3,15.0,1.6,4.1,.395,0.5,1.4,.333,1.2,2.7,.428,.453,0.5,0.6,.800,0.3,1.3,1.7,0.9,0.4,0.2,0.8,1.7,4.2,https://www.basketball-reference.com//players/f/ferryda01.html
1998-99,32,CLE,NBA,PF,50,10,21.2,2.8,5.9,.476,0.8,1.9,.392,2.1,4.0,.518,.541,0.6,0.7,.879,0.3,1.7,2.0,1.1,0.5,0.2,0.8,2.3,7.0,https://www.basketball-reference.com//players/f/ferryda01.html
1999-00,33,CLE,NBA,PF,63,3,21.0,3.0,6.0,.497,0.5,1.2,.440,2.5,4.8,.511,.541,0.8,0.9,.912,0.9,2.9,3.8,1.1,0.3,0.4,0.9,2.9,7.3,https://www.basketball-reference.com//players/f/ferryda01.html
2000-01,34,SAS,NBA,SF,80,29,21.1,2.2,4.7,.475,0.9,2.0,.449,1.4,2.7,.493,.568,0.3,0.4,.733,0.7,2.1,2.8,0.9,0.4,0.3,0.6,2.1,5.6,https://www.basketball-reference.com//players/f/ferryda01.html
2001-02,35,SAS,NBA,SF,50,2,16.0,1.5,3.5,.429,0.9,2.0,.434,0.7,1.6,.423,.551,0.7,0.7,.944,0.3,1.5,1.8,1.0,0.3,0.2,0.4,1.4,4.6,https://www.basketball-reference.com//players/f/ferryda01.html
2002-03,36,SAS,NBA,SF,64,1,9.4,0.7,1.9,.355,0.3,0.9,.350,0.4,1.0,.359,.440,0.2,0.2,.769,0.3,0.9,1.2,0.3,0.1,0.1,0.4,0.9,1.9,https://www.basketball-reference.com//players/f/ferryda01.html
1989-90,21,SAS,NBA,SF,81,69,25.1,3.8,8.0,.481,0.0,0.1,.111,3.8,7.9,.486,.481,2.3,2.7,.866,1.6,2.1,3.7,1.9,0.6,0.2,1.4,2.1,10.0,https://www.basketball-reference.com//players/e/elliose01.html
1990-91,22,SAS,NBA,SF,82,82,37.1,5.8,11.9,.490,0.2,0.8,.313,5.6,11.1,.502,.500,4.0,4.9,.808,1.7,3.8,5.6,2.9,0.8,0.4,1.8,2.3,15.9,https://www.basketball-reference.com//players/e/elliose01.html
1991-92,23,SAS,NBA,SF,82,82,38.0,6.3,12.7,.494,0.3,1.0,.305,6.0,11.7,.510,.506,3.5,4.0,.861,1.7,3.6,5.4,2.6,1.0,0.4,1.9,1.8,16.3,https://www.basketball-reference.com//players/e/elliose01.html
1992-93,24,SAS,NBA,SF,70,70,37.2,6.4,13.1,.491,0.5,1.5,.356,5.9,11.6,.509,.511,3.8,4.8,.795,1.2,3.4,4.6,3.8,1.0,0.4,2.2,1.9,17.2,https://www.basketball-reference.com//players/e/elliose01.html
1993-94,25,DET,NBA,SF,73,73,33.0,4.9,10.8,.455,0.4,1.2,.299,4.6,9.6,.474,.472,1.9,2.4,.803,0.9,2.7,3.6,2.7,0.7,0.4,1.8,2.4,12.1,https://www.basketball-reference.com//players/e/elliose01.html
1994-95,26,SAS,NBA,SF,81,81,35.3,6.2,13.2,.468,1.7,4.1,.408,4.5,9.1,.495,.532,4.0,5.0,.807,0.8,2.8,3.5,2.5,1.0,0.5,1.9,2.7,18.1,https://www.basketball-reference.com//players/e/elliose01.html
1995-96,27,SAS,NBA,SF,77,77,37.7,6.8,14.6,.466,2.1,5.1,.411,4.7,9.5,.495,.537,4.2,5.5,.771,0.9,4.2,5.1,2.7,0.9,0.4,2.6,2.3,20.0,https://www.basketball-reference.com//players/e/elliose01.html
1996-97,28,SAS,NBA,SF,39,39,35.7,5.0,11.9,.422,1.1,3.2,.333,3.9,8.7,.456,.468,3.8,5.0,.755,1.2,3.6,4.9,3.2,0.6,0.6,2.3,2.7,14.9,https://www.basketball-reference.com//players/e/elliose01.html
1997-98,29,SAS,NBA,SF,36,36,28.1,3.4,8.4,.403,0.9,2.5,.378,2.4,5.9,.413,.459,1.6,2.2,.718,0.4,3.0,3.4,1.7,0.7,0.4,1.6,2.6,9.3,https://www.basketball-reference.com//players/e/elliose01.html
1998-99,30,SAS,NBA,SF,50,50,30.2,4.2,10.1,.410,0.8,2.4,.328,3.4,7.8,.436,.449,2.1,2.8,.757,0.7,3.6,4.3,2.3,0.5,0.3,1.4,2.1,11.2,https://www.basketball-reference.com//players/e/elliose01.html
1999-00,31,SAS,NBA,SF,19,19,20.6,2.0,5.6,.358,0.7,1.9,.351,1.3,3.6,.362,.420,1.3,1.7,.781,0.3,2.2,2.5,1.5,0.6,0.1,1.0,1.8,6.0,https://www.basketball-reference.com//players/e/elliose01.html
2000-01,32,SAS,NBA,SF,52,34,23.6,2.8,6.5,.434,1.1,2.5,.426,1.8,4.0,.438,.515,1.2,1.6,.714,0.3,2.9,3.3,1.6,0.4,0.5,1.0,1.5,7.9,https://www.basketball-reference.com//players/e/elliose01.html
1989-90,22,MIA,NBA,SF,77,60,30.0,6.1,13.9,.439,0.2,0.9,.246,5.9,13.0,.452,.447,1.2,1.6,.734,1.3,3.3,4.6,1.8,0.9,0.4,1.5,2.6,13.6,https://www.basketball-reference.com//players/r/ricegl01.html
1990-91,23,MIA,NBA,SF,77,77,34.4,7.1,15.5,.461,0.9,2.4,.386,6.2,13.1,.475,.491,2.2,2.7,.818,1.1,3.8,4.9,2.5,1.3,0.3,2.2,2.8,17.4,https://www.basketball-reference.com//players/r/ricegl01.html
1991-92,24,MIA,NBA,SF,79,79,38.1,8.5,18.1,.469,2.0,5.0,.391,6.5,13.1,.499,.523,3.4,4.0,.836,1.1,3.9,5.0,2.3,1.1,0.4,1.8,2.2,22.3,https://www.basketball-reference.com//players/r/ricegl01.html
1992-93,25,MIA,NBA,SF,82,82,37.6,7.1,16.1,.440,1.8,4.7,.383,5.3,11.4,.463,.495,3.0,3.6,.820,1.1,4.0,5.2,2.2,1.1,0.3,1.9,2.5,19.0,https://www.basketball-reference.com//players/r/ricegl01.html
1993-94,26,MIA,NBA,SF,81,81,37.0,8.2,17.5,.467,1.6,4.3,.382,6.6,13.3,.494,.513,3.1,3.5,.880,0.9,4.4,5.4,2.3,1.4,0.4,1.6,2.3,21.1,https://www.basketball-reference.com//players/r/ricegl01.html
1994-95,27,MIA,NBA,SF,82,82,36.8,8.1,17.1,.475,2.3,5.5,.410,5.9,11.6,.506,.541,3.8,4.5,.855,1.2,3.4,4.6,2.3,1.4,0.2,1.9,2.5,22.3,https://www.basketball-reference.com//players/r/ricegl01.html
1995-96,28,CHH,NBA,SF,79,79,39.8,7.7,16.4,.471,2.2,5.1,.424,5.6,11.3,.492,.537,4.0,4.8,.837,1.1,3.7,4.8,2.9,1.2,0.2,2.1,2.7,21.6,https://www.basketball-reference.com//players/r/ricegl01.html
1996-97,29,CHH,NBA,SF,79,78,42.6,9.1,19.2,.477,2.6,5.6,.470,6.5,13.6,.480,.546,5.9,6.8,.867,0.8,3.2,4.0,2.0,0.9,0.3,2.2,2.4,26.8,https://www.basketball-reference.com//players/r/ricegl01.html
1997-98,30,CHH,NBA,SF,82,82,40.2,7.7,16.9,.457,1.6,3.7,.433,6.1,13.2,.464,.504,5.2,6.1,.849,1.1,3.2,4.3,2.2,0.9,0.3,2.2,2.4,22.3,https://www.basketball-reference.com//players/r/ricegl01.html
1998-99,31,LAL,NBA,SF,27,25,36.5,6.3,14.7,.432,2.0,5.0,.393,4.4,9.7,.452,.499,2.9,3.3,.856,0.3,3.3,3.7,2.6,0.6,0.2,1.7,2.5,17.5,https://www.basketball-reference.com//players/r/ricegl01.html
1999-00,32,LAL,NBA,SF,80,80,31.6,5.3,12.3,.430,1.1,2.9,.367,4.2,9.4,.449,.472,4.3,5.0,.874,0.7,3.4,4.1,2.2,0.6,0.2,1.4,2.2,15.9,https://www.basketball-reference.com//players/r/ricegl01.html
2000-01,33,NYK,NBA,SF,75,25,29.5,4.4,10.0,.440,1.1,2.8,.389,3.3,7.2,.460,.495,2.1,2.4,.852,0.8,3.3,4.1,1.2,0.5,0.2,1.3,2.4,12.0,https://www.basketball-reference.com//players/r/ricegl01.html
2001-02,34,HOU,NBA,SF,20,20,30.3,3.3,8.4,.389,0.9,3.2,.281,2.4,5.2,.456,.443,1.2,1.5,.800,0.3,2.1,2.4,1.6,0.6,0.2,1.2,1.7,8.6,https://www.basketball-reference.com//players/r/ricegl01.html
2002-03,35,HOU,NBA,SF,62,26,24.7,3.2,7.4,.429,1.6,4.1,.398,1.5,3.3,.468,.539,1.0,1.3,.759,0.5,2.0,2.5,1.0,0.4,0.1,0.9,1.6,9.0,https://www.basketball-reference.com//players/r/ricegl01.html
2003-04,36,LAC,NBA,SF,18,0,14.6,1.2,4.2,.289,0.3,1.6,.179,0.9,2.7,.354,.322,0.9,0.9,1.000,0.5,1.8,2.3,1.3,0.3,0.0,0.7,1.2,3.7,https://www.basketball-reference.com//players/r/ricegl01.html
1989-90,21,CHH,NBA,C,82,82,33.6,4.4,9.9,.440,0.0,0.1,.000,4.4,9.9,.443,.440,2.3,3.5,.664,2.4,6.0,8.4,1.2,1.1,0.7,2.1,3.6,11.1,https://www.basketball-reference.com//players/r/reidjr01.html
1990-91,22,CHH,NBA,C,80,80,30.8,4.5,9.7,.466,0.0,0.0,.000,4.5,9.6,.467,.466,2.3,3.2,.703,1.9,4.4,6.3,1.1,1.1,0.6,1.9,3.6,11.3,https://www.basketball-reference.com//players/r/reidjr01.html
1991-92,23,CHH,NBA,C,51,7,24.6,4.2,8.5,.490,0.0,0.1,.000,4.2,8.5,.493,.490,2.6,3.7,.705,1.9,4.3,6.2,1.6,1.0,0.5,1.6,3.1,11.0,https://www.basketball-reference.com//players/r/reidjr01.html
1992-93,24,TOT,NBA,PF,83,25,22.7,3.4,7.2,.476,0.0,0.1,.000,3.4,7.1,.480,.476,2.6,3.4,.764,1.4,4.0,5.5,1.0,0.6,0.4,1.5,3.2,9.4,https://www.basketball-reference.com//players/r/reidjr01.html
1992-93,24,CHH,NBA,PF,17,1,17.4,2.5,5.8,.429,0.0,0.1,.000,2.5,5.7,.433,.429,2.5,3.4,.741,1.2,2.9,4.1,1.4,0.6,0.3,1.4,2.9,7.5,https://www.basketball-reference.com//players/r/reidjr01.html
1992-93,24,SAS,NBA,PF,66,24,24.1,3.7,7.5,.485,0.0,0.1,.000,3.7,7.5,.489,.485,2.6,3.4,.770,1.5,4.3,5.8,0.8,0.5,0.4,1.5,3.3,9.9,https://www.basketball-reference.com//players/r/reidjr01.html
1993-94,25,SAS,NBA,PF,70,11,19.2,3.7,7.6,.491,0.0,0.0,.000,3.7,7.5,.493,.491,1.5,2.2,.699,1.3,1.8,3.1,1.0,0.6,0.4,1.2,2.4,9.0,https://www.basketball-reference.com//players/r/reidjr01.html
1994-95,26,SAS,NBA,PF,81,37,19.3,2.5,4.9,.508,0.0,0.0,.500,2.5,4.9,.508,.509,2.0,2.9,.687,1.5,3.4,4.9,0.7,0.7,0.4,1.4,2.8,7.0,https://www.basketball-reference.com//players/r/reidjr01.html
1995-96,27,TOT,NBA,PF,65,21,20.2,2.5,5.0,.494,0.0,0.0,.000,2.5,5.0,.495,.494,1.6,2.2,.754,1.1,2.8,3.9,0.6,0.7,0.3,1.2,2.9,6.6,https://www.basketball-reference.com//players/r/reidjr01.html
1995-96,27,SAS,NBA,PF,32,5,20.1,2.3,5.1,.439,0.0,0.0,.000,2.3,5.1,.442,.439,2.0,2.7,.736,1.1,2.8,3.8,0.4,0.8,0.3,1.5,3.1,6.5,https://www.basketball-reference.com//players/r/reidjr01.html
1995-96,27,NYK,NBA,PF,33,16,20.3,2.7,4.8,.550,0.0,0.0,,2.7,4.8,.550,.550,1.3,1.7,.782,1.2,2.8,4.0,0.8,0.5,0.2,0.9,2.7,6.6,https://www.basketball-reference.com//players/r/reidjr01.html
1997-98,29,CHH,NBA,PF,79,1,14.0,1.8,4.0,.459,0.0,0.1,.375,1.8,3.9,.461,.464,1.1,1.5,.730,0.9,1.7,2.7,0.6,0.4,0.2,0.8,2.2,4.9,https://www.basketball-reference.com//players/r/reidjr01.html
1998-99,30,TOT,NBA,PF,41,26,25.1,3.2,6.8,.477,0.0,0.0,.000,3.2,6.7,.478,.477,2.6,3.3,.766,1.1,4.1,5.2,1.2,0.9,0.2,1.2,3.3,9.0,https://www.basketball-reference.com//players/r/reidjr01.html
1998-99,30,CHH,NBA,PF,16,16,34.8,5.5,10.6,.521,0.0,0.0,,5.5,10.6,.521,.521,4.2,5.3,.798,1.3,5.8,7.1,1.6,1.4,0.6,1.8,3.9,15.2,https://www.basketball-reference.com//players/r/reidjr01.html
1998-99,30,LAL,NBA,PF,25,10,18.9,1.8,4.3,.407,0.0,0.0,.000,1.8,4.3,.411,.407,1.5,2.1,.717,1.0,3.0,4.0,0.9,0.6,0.0,0.9,2.9,5.0,https://www.basketball-reference.com//players/r/reidjr01.html
1999-00,31,MIL,NBA,PF,34,7,17.7,1.6,3.7,.417,0.0,0.2,.143,1.5,3.5,.433,.421,1.3,1.6,.768,0.9,2.6,3.4,0.5,0.6,0.1,0.6,2.4,4.4,https://www.basketball-reference.com//players/r/reidjr01.html
2000-01,32,CLE,NBA,PF,6,0,6.5,0.3,0.8,.400,0.0,0.0,,0.3,0.8,.400,.400,1.0,1.3,.750,0.8,0.5,1.3,0.2,0.3,0.2,0.2,0.7,1.7,https://www.basketball-reference.com//players/r/reidjr01.html
1989-90,23,CHI,NBA,PF,82,2,21.7,3.3,6.5,.504,0.0,0.0,.000,3.3,6.5,.505,.504,2.4,3.3,.727,2.1,2.6,4.7,1.1,0.5,0.7,1.5,2.6,8.9,https://www.basketball-reference.com//players/k/kingst01.html
1990-91,24,CHI,NBA,PF,76,6,15.8,2.1,4.4,.467,0.0,0.0,.000,2.1,4.4,.470,.467,1.4,2.0,.704,0.9,1.8,2.7,0.9,0.3,0.6,1.2,1.8,5.5,https://www.basketball-reference.com//players/k/kingst01.html
1991-92,25,CHI,NBA,PF,79,12,16.1,2.7,5.4,.506,0.0,0.1,.400,2.7,5.3,.507,.508,1.5,2.0,.753,1.1,1.5,2.6,1.0,0.3,0.3,1.0,1.6,7.0,https://www.basketball-reference.com//players/k/kingst01.html
1992-93,26,CHI,NBA,C,76,3,13.9,2.1,4.5,.471,0.0,0.1,.333,2.1,4.4,.473,.474,1.1,1.6,.705,1.4,1.3,2.7,0.9,0.3,0.3,0.9,1.7,5.4,https://www.basketball-reference.com//players/k/kingst01.html
1993-94,27,TOT,NBA,C,49,30,21.5,3.0,7.0,.428,0.0,0.0,.000,3.0,6.9,.431,.428,1.9,2.8,.684,1.8,3.1,4.9,1.2,0.6,0.9,1.7,2.5,7.9,https://www.basketball-reference.com//players/k/kingst01.html
1993-94,27,CHI,NBA,C,31,15,17.3,2.2,5.5,.398,0.0,0.1,.000,2.2,5.5,.402,.398,1.2,1.7,.679,1.6,2.6,4.3,1.3,0.6,0.4,1.4,2.1,5.5,https://www.basketball-reference.com//players/k/kingst01.html
1993-94,27,MIN,NBA,C,18,15,28.7,4.3,9.4,.459,0.0,0.0,,4.3,9.4,.459,.459,3.2,4.6,.687,2.2,3.8,6.1,1.1,0.7,1.7,2.2,3.2,11.8,https://www.basketball-reference.com//players/k/kingst01.html
1994-95,28,MIN,NBA,PF,50,10,15.8,2.0,4.2,.467,0.0,0.0,.000,2.0,4.2,.469,.467,1.4,2.0,.667,1.1,2.2,3.3,0.5,0.5,0.4,1.3,2.5,5.3,https://www.basketball-reference.com//players/k/kingst01.html
1995-96,29,MIA,NBA,PF,15,0,10.4,1.1,2.4,.472,0.0,0.0,,1.1,2.4,.472,.472,0.3,0.5,.500,0.6,0.9,1.5,0.1,0.5,0.1,1.2,2.6,2.5,https://www.basketball-reference.com//players/k/kingst01.html
1996-97,30,TOT,NBA,C,11,0,9.4,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.2,0.6,.286,1.0,1.5,2.5,0.1,0.2,0.1,0.5,1.3,2.2,https://www.basketball-reference.com//players/k/kingst01.html
1996-97,30,BOS,NBA,C,5,0,6.6,1.0,1.4,.714,0.0,0.0,,1.0,1.4,.714,.714,0.4,0.6,.667,0.2,1.6,1.8,0.2,0.0,0.2,0.2,0.6,2.4,https://www.basketball-reference.com//players/k/kingst01.html
1996-97,30,DAL,NBA,C,6,0,11.7,1.0,2.5,.400,0.0,0.0,,1.0,2.5,.400,.400,0.0,0.7,.000,1.7,1.3,3.0,0.0,0.3,0.0,0.8,1.8,2.0,https://www.basketball-reference.com//players/k/kingst01.html
1989-90,22,IND,NBA,SF,44,0,9.4,1.0,3.3,.313,0.3,0.9,.325,0.7,2.4,.308,.358,0.3,0.4,.789,0.3,0.7,1.0,1.0,0.4,0.1,0.8,1.3,2.7,https://www.basketball-reference.com//players/m/mccloge01.html
1990-91,23,IND,NBA,SF,74,0,14.5,1.8,4.7,.373,0.6,1.7,.347,1.2,3.1,.388,.434,0.5,0.7,.776,0.5,1.1,1.6,2.0,0.5,0.1,1.2,1.9,4.6,https://www.basketball-reference.com//players/m/mccloge01.html
1991-92,24,IND,NBA,SF,51,5,17.5,2.5,6.1,.409,0.6,1.8,.340,1.9,4.3,.438,.460,1.0,1.3,.781,0.9,1.7,2.6,2.3,0.5,0.2,1.2,1.9,6.6,https://www.basketball-reference.com//players/m/mccloge01.html
1992-93,25,IND,NBA,SF,78,21,19.2,2.8,6.7,.411,0.7,2.3,.320,2.0,4.4,.459,.467,1.0,1.3,.735,0.8,1.9,2.6,2.5,0.7,0.1,1.4,2.1,7.2,https://www.basketball-reference.com//players/m/mccloge01.html
1994-95,27,DAL,NBA,SF,42,3,19.1,3.4,7.8,.439,0.8,2.1,.382,2.6,5.7,.460,.491,1.9,2.3,.833,2.0,1.5,3.5,1.3,0.5,0.2,1.0,1.7,9.6,https://www.basketball-reference.com//players/m/mccloge01.html
1995-96,28,DAL,NBA,SF,79,63,36.0,6.7,16.2,.414,3.3,8.6,.379,3.5,7.6,.453,.514,2.3,2.8,.804,1.5,3.3,4.8,2.7,1.4,0.5,2.1,2.7,18.9,https://www.basketball-reference.com//players/m/mccloge01.html
1996-97,29,TOT,NBA,SF,64,28,23.3,3.7,9.0,.412,1.5,4.0,.390,2.2,5.1,.429,.497,1.3,1.6,.822,0.6,2.2,2.8,1.7,1.0,0.1,1.0,2.0,10.3,https://www.basketball-reference.com//players/m/mccloge01.html
1996-97,29,DAL,NBA,SF,41,26,29.4,5.0,11.8,.423,1.9,5.0,.380,3.1,6.8,.455,.504,1.9,2.2,.837,0.7,2.8,3.5,2.2,1.3,0.2,1.3,2.6,13.7,https://www.basketball-reference.com//players/m/mccloge01.html
1996-97,29,LAL,NBA,SF,23,2,12.4,1.5,4.2,.354,0.9,2.1,.429,0.6,2.0,.277,.464,0.3,0.4,.667,0.3,1.3,1.6,0.7,0.4,0.0,0.4,0.9,4.1,https://www.basketball-reference.com//players/m/mccloge01.html
1997-98,30,PHO,NBA,SF,63,13,19.3,2.7,6.8,.405,1.1,3.3,.341,1.6,3.5,.466,.488,0.6,0.8,.765,0.7,2.7,3.5,1.3,0.9,0.2,1.0,2.1,7.2,https://www.basketball-reference.com//players/m/mccloge01.html
1998-99,31,PHO,NBA,SF,48,16,25.9,3.0,6.8,.438,1.4,3.5,.416,1.5,3.3,.462,.545,1.6,1.8,.862,0.7,2.7,3.4,1.6,0.9,0.3,1.0,2.7,8.9,https://www.basketball-reference.com//players/m/mccloge01.html
1999-00,32,DEN,NBA,SF,78,11,27.2,3.4,8.2,.417,1.4,3.6,.378,2.0,4.6,.448,.501,1.9,2.3,.818,0.9,2.7,3.7,3.2,0.6,0.3,1.7,2.3,10.1,https://www.basketball-reference.com//players/m/mccloge01.html
2000-01,33,DEN,NBA,SF,76,8,26.4,3.3,8.6,.382,1.0,3.1,.329,2.3,5.5,.411,.440,2.0,2.4,.840,0.7,2.2,2.9,3.7,0.7,0.4,1.5,2.2,9.6,https://www.basketball-reference.com//players/m/mccloge01.html
2001-02,34,DEN,NBA,SF,69,26,26.5,3.0,8.3,.358,0.9,3.2,.270,2.1,5.1,.412,.410,1.9,2.4,.810,1.0,2.7,3.6,3.0,0.8,0.3,2.1,2.5,8.8,https://www.basketball-reference.com//players/m/mccloge01.html
1989-90,22,DAL,NBA,PF,55,2,12.9,1.7,4.6,.369,0.0,0.3,.071,1.7,4.3,.387,.371,0.9,1.6,.562,1.4,1.7,3.1,0.4,0.4,0.1,0.9,2.3,4.3,https://www.basketball-reference.com//players/w/whitera01.html
1990-91,23,DAL,NBA,PF,79,29,24.1,3.4,8.4,.398,0.1,0.5,.162,3.3,7.9,.412,.403,2.0,2.8,.707,2.2,4.2,6.4,0.8,1.0,0.6,1.7,3.9,8.8,https://www.basketball-reference.com//players/w/whitera01.html
1991-92,24,DAL,NBA,PF,65,12,15.7,2.2,5.9,.380,0.1,0.4,.148,2.2,5.5,.397,.385,1.9,2.5,.765,1.5,2.2,3.6,0.5,0.5,0.3,1.0,2.4,6.4,https://www.basketball-reference.com//players/w/whitera01.html
1992-93,25,DAL,NBA,PF,64,20,22.4,3.7,8.4,.435,0.2,0.7,.238,3.5,7.8,.452,.444,2.2,2.9,.750,2.4,3.4,5.8,0.8,1.0,0.7,1.7,3.5,9.7,https://www.basketball-reference.com//players/w/whitera01.html
1993-94,26,DAL,NBA,PF,18,3,17.8,2.5,6.2,.402,0.3,1.1,.300,2.2,5.1,.424,.429,1.1,1.8,.576,1.7,2.9,4.6,0.6,0.6,0.6,1.0,2.6,6.4,https://www.basketball-reference.com//players/w/whitera01.html
1989-90,22,WSB,NBA,PF,61,8,13.2,2.1,4.8,.437,0.0,0.0,.000,2.1,4.8,.439,.437,1.0,1.6,.643,1.0,1.8,2.8,0.8,0.2,0.2,0.8,1.6,5.3,https://www.basketball-reference.com//players/h/hammoto01.html
1990-91,23,WSB,NBA,PF,70,7,14.6,2.2,4.8,.461,0.0,0.1,.000,2.2,4.7,.467,.461,0.8,1.1,.722,0.8,2.1,2.9,0.6,0.2,0.1,0.8,1.5,5.2,https://www.basketball-reference.com//players/h/hammoto01.html
1991-92,24,WSB,NBA,PF,37,19,26.6,5.3,10.8,.488,0.0,0.0,.000,5.3,10.8,.489,.488,1.4,2.2,.610,1.3,3.7,5.0,1.0,0.6,0.4,1.6,3.2,11.9,https://www.basketball-reference.com//players/h/hammoto01.html
1992-93,25,TOT,NBA,PF,54,5,13.2,1.9,4.1,.475,0.0,0.0,.000,1.9,4.1,.477,.475,0.7,1.1,.613,0.7,1.6,2.4,0.4,0.3,0.2,0.6,1.4,4.6,https://www.basketball-reference.com//players/h/hammoto01.html
